Author,Political Orientation,Quotes
Donna Brazile,Progressive,"We have become bound by a political straitjacket that frames every debate: Too much federal government. Yet our forefathers forged this system for us. The federal government can accomplish what the states, acting alone or even in concert, cannot."
Donna Brazile,Progressive,"At the same time that Donald Trump was facing a federal discrimination lawsuit for refusing to rent to minority families, Hillary Clinton risked her own safety to seek out the truth, to comfort the afflicted, and to make a home for justice where there was none. It was at the Children's Defense Fund that I met Hillary."
Donna Brazile,Progressive,"Sixty years after Brown v. Board of Education, it's time for us to take a hard look at the separate and unequal conditions that still exist in our schools and our communities and rededicate ourselves to fulfilling the promise of equal opportunity for all."
James Carville,Progressive,I had a remarkably happy childhood; whatever scars I have are self-inflicted.
James Carville,Progressive,"The only person that ever stumbles is a guy moving forward. You don't stumble backwards; you stumble forward, and you never stumble when you're stationary. So don't worry about stumbling. Keep pushing it forward."
James Carville,Progressive,"Like a lot of people, I pray for a sick relative or that kind of thing, but I don't pray to make my next flight connection at the airport. I find prayers before sports contests to be insensitive and kind of demeaning, at least when someone prays to beat the other team or something like that."
James Carville,Progressive,"If you want to believe that the government's coming for our guns or that being gay is a choice and a sin or that ObamaCare signals the end of civilization or that cutting taxes for rich people is the path to a better America, that's your choice. I'm never going to believe in any of that."
James Carville,Progressive,I believe that loyalty is a cardinal virtue. Nowhere in the world is loyalty so little revered and tittle-tattle so greatly venerated as in Washington.
James Carville,Progressive,"You know there's nothing a Hill Democrat would rather do than criticize another Democrat. It is their favorite activity. Then they can read about how honorable they are in an Op-Ed piece, how bipartisan."
James Carville,Progressive,"If a statesman is one who looks to the next generation and a politician one who looks to the next election, a political consultant must be one who looks to the next tracking poll."
James Carville,Progressive,"Sometimes the right thing gets done for the wrong reason and sometimes, unfortunately, the wrong thing gets done for the right reason."
James Carville,Progressive,"My favorite Saturday, outside any Saturday that Louisiana State University plays football, is the Kentucky Derby."
James Carville,Progressive,"Some comments are within bounds, while some are not. But by whining about every little barb, candidates are trying to win the election through a war of staff resignation attrition, and Americans are losing the ability to distinguish between what is fair game and what is not."
James Carville,Progressive,"Some of these people think the universe is five thousand years old, and they say it with a straight face. If somebody had an explanation saying why they thought the earth was five thousand years old, there's only two possible explanations: you're really stupid, or you're really cynical and trying to get really stupid people's votes."
James Carville,Progressive,"I have people ask me if I'm going to convince my daughters to be Democrats, and I say, 'I have yet to convince my daughters to close a door.' I don't how in the world I would ever convince them to be in a political affiliation."
James Carville,Progressive,"As with mosquitoes, horseflies, and most bloodsucking parasites, Kenneth Starr was spawned in stagnant water."
James Carville,Progressive,"In 1992, the most treasured voter was a voter that would sort of swing back and forth, one that might vote for Republican for president, Democrat for governor. The voter that didn't have that strong of a partisan ID. These were the voters that we targeted."
James Carville,Progressive,It's better to be married to someone who hates your politics than someone who hates your momma.
James Carville,Progressive,Every day Catholics prove that you can be a good Catholic and a good Democrat and have a different position from the Church on abortion.
James Carville,Progressive,"My high school job was putting insulation in attics - in Louisiana in the summer. It must have been 95 degrees every day, and the insulation used to get all over me. It was not fun. But I didn't know any different. It wasn't like I was spending summers on Cape Cod."
James Carville,Progressive,Democratic strategists and operatives should not design a strategy based off today's conditions. They should be setting a strategy for where the trajectory of polling is headed.
James Carville,Progressive,"I would describe myself as having a healthy income, but I sure wouldn't describe the son of a postmaster and an encyclopedia saleswoman as upper class, by any stretch of the imagination. I would describe myself as decidedly middle class. I think I'm extremely fortunate."
James Carville,Progressive,"The American psyche has not recovered, and likely will not ever fully recover, from the profound and relentless incompetence of George W. Bush's disastrous, multitrillion-dollar war."
James Carville,Progressive,"I have always loved the college atmosphere - sometimes too much, which is why I spent so long at LSU."
James Carville,Progressive,"Bill Clinton is a person who causes a lot of passion both ways about people, and there's certainly a lot of turmoil if you look back at the eight years. But there was a lot of good, too."
James Carville,Progressive,"I point out the Democratic party won two world wars and beat the depression, cut out the poverty by two thirds, and was responsible for the same sustained prosperity that we've had in the United States. What the hell do we have to apologize for?"
James Carville,Progressive,"Back when I went to Louisiana State University a million years ago, we got the Baton Rouge paper. But if you wanted to read 'The New York Times' or 'The Wall Street Journal,' you had to go to the reading room of the student union, and you got the edition several days after it had been published, and you had to read it on a wooden stick."
James Carville,Progressive,"After all of my years in politics, I've learned that sometimes things that are said are true, and other things that are said are less than true."
Tony Judt,Progressive,History always happens to us and nothing ever stays the same.
Tony Judt,Progressive,"I just like being on my own on trains, traveling. I spent all my pocket money travelling the London Underground and Southern Railway, what used to be the Western region, and in Europe as much as I could afford it. My parents used to think I was going places, but I wasn't, I was just travelling the trains."
Tony Judt,Progressive,"Apparently, the line you take on Israel trumps everything else in life."
Tony Judt,Progressive,Social democracy does not represent an ideal future; it does not even represent the ideal past.
Tony Judt,Progressive,"Popularizing - much less venturing beyond one's secure turf - was frowned upon for many years. I think I probably internalized the prohibition, even though I was - and knew I was - among the best speakers and writers of my age cohort. I don't mean I was the best historian - a quite different measure."
Tony Judt,Progressive,"If we have learned nothing else from the 20th century, we should at least have grasped that the more perfect the answer, the more terrifying its consequences. Incremental improvements upon unsatisfactory circumstances are the best that we can hope for, and probably all we should seek."
Tony Judt,Progressive,"I started work on my first French history book in 1969; on 'Socialism in Provence' in 1974; and on the essays in Marxism and the French Left in 1978. Conversely, my first non-academic publication, a review in the 'TLS', did not come until the late 1980s, and it was not until 1993 that I published my first piece in the 'New York Review.'"
Tony Judt,Progressive,It would be suicide in the American academy to show too early an interest beyond your doctoral specialization: charges of everything from charlatanry to ambition would be levied and tenure denied. I've seen this first-hand.
Tony Judt,Progressive,"What I am against is false optimism: the notion either that things have to go well, or else that they tend to, or else that the default condition of historical trajectories is characteristically beneficial in the long-run."
Tony Judt,Progressive,"Healthcare reform is a paradigmatic case. It is self-evidently necessary and inevitable and has been on the agenda for 35 years, and the political class seems completely unable to respond to it."
Tony Judt,Progressive,"We need to start talking about inequality again; we need to start talking about the inequities and unfairnesses and the injustices of an excessively divided society, divided by wealth, by opportunity, by outcome, by assets and so forth."
Tony Judt,Progressive,"I can still boss people around. I can still write. I can still read. I can still eat, and I can still have very strong views."
Tony Judt,Progressive,"I do think we're on the edge of a terrifying world, and that many young people know that but don't know how to talk about it."
Tony Judt,Progressive,"I don't believe in an afterlife. I don't believe in a single or multiple godhead. I respect people who do, but I don't believe it myself."
Tony Judt,Progressive,"My history writing was based on what I saw in strange, exotic places rather than just reading books."
Tony Judt,Progressive,"Obviously a primary liberal conviction is that we should be tolerant of other peoples' convictions. But if we believe in something, we had better find ways to say so convincingly."
Tony Judt,Progressive,"I grew up in a world where the social democratic state was the norm, not the exception."
Tony Judt,Progressive,"I was born in 1948, so I'm a '60s kid, and in the '60s everyone talked all the time, endlessly, about socialism versus capitalism, about political choices, ideology, Marxism, revolution, 'the system' and so on."
Tony Judt,Progressive,"What has gone catastrophically wrong in England and the States is that for 30 years we've lost the ability to talk about the state in positive terms. We've raised a generation or two of young people who don't think to ask, 'What can the state do that is good?'"
Tony Judt,Progressive,"No one wants to live in a wheelchair unable to talk, only winking once for yes and twice for no. It's perfectly reasonable that there will come a point where the balance of judgment of life over death swings the other way."
Tony Judt,Progressive,"I see myself as, first and above all, a teacher of history; next, a writer of European history; next, a commentator on European affairs; next, a public intellectual voice within the American left; and only then an occasional, opportunistic participant in the pained American discussion of the Jewish matter."
Tony Judt,Progressive,It does irritate me when I am described as a controversialist and commentator on Israel.
Tony Judt,Progressive,"You don't have to be Jewish to understand the history of Europe in the 20th century, but it helps."
Tony Judt,Progressive,I'm not sure I've learned anything new about life; but I've had to think harder about death and what comes after for other people.
Tony Judt,Progressive,"I went to live on a kibbutz, and I'd idealized the world of collective, agrarian work, where everyone was equal, everyone contributed, that all this awful European intellectual stuff just fell away."
Jane Jacobs,Progressive,Sentimentality about nature denatures everything it touches.
Jane Jacobs,Progressive,The point of cities is multiplicity of choice.
Jane Jacobs,Progressive,Design is people.
Lawrence Lessig,Progressive,"Before the monopoly should be permitted, there must be reason to believe it will do some good - for society, and not just for monopoly holders."
Lawrence Lessig,Progressive,"Remember the refrain: We always build on the past; the past always tries to stop us. Freedom is about stopping the past, but we have lost that ideal."
Lawrence Lessig,Progressive,"When government disappears, it's not as if paradise will take its place. When governments are gone, other interests will take their place."
Lawrence Lessig,Progressive,"Notwithstanding the fact that the most innovative and progressive space we've seen - the Internet - has been the place where intellectual property has been least respected. You know, facts don't get in the way of this ideology."
Lawrence Lessig,Progressive,"We have a massive system to regulate creativity. A massive system of lawyers regulating creativity as copyright law has expanded in unrecognizable forms, going from a regulation of publishing to a regulation of copying."
Glenn Greenwald,Progressive,"There are different ways that kids who are gay take on the rejection and alienation they feel. The way I dealt with it was to say, 'You know what? You're imposing judgments on me and condemnations, but I don't accept them. I'm going to instead turn the light on you and see what your flaws are and impose the same judgmental standards on you.'"
Glenn Greenwald,Progressive,Surveillance breeds conformity.
Glenn Greenwald,Progressive,"An elite class that is free to operate without limits - whether limits imposed by the rule of law or fear of the responses from those harmed by their behavior - is an elite class that will plunder, degrade, and cheat at will, and act endlessly to fortify its own power."
Glenn Greenwald,Progressive,The definition of an extreme authoritarian is one who is willing blindly to assume that government accusations are true without any evidence presented or opportunity to contest those accusations.
Glenn Greenwald,Progressive,"The most important thing my grandfather taught me was that the most noble way to use your skills, intellect and energy is to defend the marginalized against those with the greatest power - and that the resulting animosity from those in power is a badge of honor."
Glenn Greenwald,Progressive,Who cares if virtually the entire world views Obama's drone attacks as unjustified and wrong? Who cares if the Muslim world continues to seethe with anti-American animus as a result of this aggression? Empires do what they want.
Glenn Greenwald,Progressive,"There is a massive apparatus within the United States government that with complete secrecy has been building this enormous structure that has only one goal, and that is to destroy privacy and anonymity, not just in the United States, but around the world."
Glenn Greenwald,Progressive,"There's a huge dichotomy between people who grow up with alienation, which, for me, was invaluable, and people who grow up so completely privileged that it breeds this complacency and lack of desire to question or challenge or do anything significant. Those are the types of people who become partners at the corporate law firms."
Glenn Greenwald,Progressive,"The United States government in Washington constantly gives amnesty to its highest officials, even when they commit the most egregious crimes. And yet the idea of amnesty for a whistleblower is considered radical and extreme."
Glenn Greenwald,Progressive,The single most remarkable (and revealing) fact of the Obama presidency may very well be the lack of a single prosecution of Wall Street executives for the massive fraud that precipitated the 2008 financial crisis.
Glenn Greenwald,Progressive,What made Guantanamo such a travesty - and what still makes it such - is that it is a system of indefinite detention whereby human beings are put in cages for years and years without ever being charged with a crime.
Glenn Greenwald,Progressive,It's always easy to get people to condemn threats to free speech when the speech being threatened is speech that they like. It's much more difficult to induce support for free speech rights when the speech being punished is speech they find repellent.
Glenn Greenwald,Progressive,"It is true that the Internet can be used to disseminate falsehoods quickly, but it just as quickly roots them out and exposes them in a way that the traditional model of journalism and its closed, insular, one-way form of communication could never do."
Glenn Greenwald,Progressive,"It shouldn't take extreme courage and a willingness to go to prison for decades or even life to blow the whistle on bad government acts done in secret. But it does. And that is an immense problem for democracy, one that all journalists should be united in fighting."
Glenn Greenwald,Progressive,The American Right has an amazing ability to lionize leaders whose lives are the precise antithesis of the political values that define their image.
Glenn Greenwald,Progressive,Free speech rights means that government officials are barred from creating lists of approved and disapproved political ideas and then using the power of the state to enforce those preferences.
Glenn Greenwald,Progressive,"It is beyond dispute that President Obama and his aides have an extreme, even unprecedented obsession with concealing embarrassing information, controlling the flow of information, and punishing anyone who stands in the way. But, at least theoretically speaking, it is the job of journalists to impede that effort, not to serve and enable it."
Glenn Greenwald,Progressive,"Many of the benefits from keeping terrorism fear levels high are obvious. Private corporations suck up massive amounts of Homeland Security cash as long as that fear persists, while government officials in the National Security and Surveillance State can claim unlimited powers and operate with unlimited secrecy and no accountability."
Glenn Greenwald,Progressive,"The most extremist power any political leader can assert is the power to target his own citizens for execution without any charges or due process, far from any battlefield. The Obama administration has not only asserted exactly that power in theory, but has exercised it in practice."
Glenn Greenwald,Progressive,"I personally think honestly disclosing rather than hiding one's subjective values makes for more honest and trustworthy journalism. But no journalism - from the most stylistically 'objective' to the most brazenly opinionated - has any real value unless it is grounded in facts, evidence, and verifiable data."
Glenn Greenwald,Progressive,"Whistleblowers are typically rendered incommunicado, either because they're in hiding, or advised by their lawyers to stay silent, or imprisoned. As a result, the public hears only about them, but never from them, which makes their demonization virtually inevitable."
Glenn Greenwald,Progressive,The purpose of whistleblowing is to expose secret and wrongful acts by those in power in order to enable reform.
Glenn Greenwald,Progressive,"Somehow, when the authoritarians on the Right search for icons of manly warrior power to venerate, they find only those who like to melodramatically play-act as such, but who ran away when it came time to actually perform."
Glenn Greenwald,Progressive,Obama supporters pretended that his 2008 campaign was some sort of populist uprising even as Wall Street overwhelmingly supported his candidacy.
Glenn Greenwald,Progressive,"'Terrorism' itself is not an objective term or legitimate object of study, but was conceived of as a highly politicized instrument and has been used that way ever since."
Glenn Greenwald,Progressive,"The highest compliment one can give a writer is not to say that one wholeheartedly agrees with his observations, but that he provoked - really, forced - difficult thinking about consequential matters and internal questioning of one's own assumptions, often without quick or clear resolution."
Al Gore,Progressive,"Today we're dumping 70 million tons of global-warming pollution into the environment, and tomorrow we will dump more, and there is no effective worldwide response. Until we start sharply reducing global-warming pollution, I will feel that I have failed."
Al Gore,Progressive,"As human beings, we are vulnerable to confusing the unprecedented with the improbable. In our everyday experience, if something has never happened before, we are generally safe in assuming it is not going to happen in the future, but the exceptions can kill you and climate change is one of those exceptions."
Al Gore,Progressive,"In digital era, privacy must be a priority. Is it just me, or is secret blanket surveillance obscenely outrageous?"
Al Gore,Progressive,The entire North Polar ice cap is disappearing before our very eyes. It's been the size of the continental United States for the last 3 million years and now 40 percent is gone and the rest of it is going.
Al Gore,Progressive,I think the cost of energy will come down when we make this transition to renewable energy.
Al Gore,Progressive,There is an air of unreality in debating these arcane points when the world is changing in such dramatic ways right in front of our eyes because of global warming.
Al Gore,Progressive,"Civil disobedience has an honourable history, and when the urgency and moral clarity cross a certain threshold, then I think that civil disobedience is quite understandable, and it has a role to play."
Al Gore,Progressive,A president who breaks the law is a threat to the very structure of our government.
Al Gore,Progressive,Airplane travel is nature's way of making you look like your passport photo.
Al Gore,Progressive,I have faith in the United States and our ability to make good decisions based on the facts.
Al Gore,Progressive,"I'm naturally an optimist, but my basis for hope is rooted in my understanding of human nature."
Al Gore,Progressive,I've learned the importance of changing people's minds at the grassroots level so that whoever does run will have a much better chance of encountering public opinion that reaches a critical mass and brings about a change not only in White House policies but in the Congress and in the state legislatures and all around the world.
Al Gore,Progressive,"The struggle against poverty in the world and the challenge of cutting wealthy country emissions all has a single, very simple solution... Here it is: Put a price on carbon."
Al Gore,Progressive,"Hey, you know what, I've gotta go on that 'Letterman' show. That show is so lame."
Al Gore,Progressive,"I remember as a boy when the conversation on civil rights was won in the South. I remember a time when one of my friends made a racist joke and another said, 'Hey man, we don't go for that anymore.'"
Al Gore,Progressive,"I'm old enough to know that a red carpet's just a rug, and I've been able to enjoy the pageantry without letting it go to my head."
Al Gore,Progressive,Surveillance technologies now available - including the monitoring of virtually all digital information - have advanced to the point where much of the essential apparatus of a police state is already in place.
Al Gore,Progressive,The conversation on global warming has been stalled because a shrinking group of denialists fly into a rage when it's mentioned.
Al Gore,Progressive,"The first less is this: take it from me, every vote counts."
Al Gore,Progressive,"During my service in the United States Congress, I took the initiative in creating the Internet."
Al Gore,Progressive,"Population growth is straining the Earth's resources to the breaking point, and educating girls is the single most important factor in stabilizing that. That, plus helping women gain political and economic power and safeguarding their reproductive rights."
Al Gore,Progressive,"CO2 is the exhaling breath of our civilization, literally... Changing that pattern requires a scope, a scale, a speed of change that is beyond what we have done in the past."
Al Gore,Progressive,"When people flirt with despair about the future, they are less likely to take the actions necessary to safeguard it, focusing instead on the short-term."
Al Gore,Progressive,"I do genuinely believe that the political system is not linear. When it reaches a tipping point fashioned by a critical mass of opinion, the slow pace of change we're used to will no longer be the norm. I see a lot of signs every day that we're moving closer and closer to that tipping point."
Alan Bennett,Progressive,"The bits I most remember about my school days are those that took place outside the classroom, as we were taken on countless theatre visits and trips to places of interest."
Alan Bennett,Progressive,Life is like a box of sardines and we are all looking for the key.
Alan Bennett,Progressive,"If you think squash is a competitive activity, try flower arranging."
Alan Bennett,Progressive,"Closing a public library is child abuse, really, because it hinders child development."
Alan Bennett,Progressive,"Those who have known the famous are publicly debriefed of their memories, knowing as their own dusk falls that they will only be remembered for remembering someone else."
Alan Bennett,Progressive,"I can't complain that I've had a public all through my writing life, but people don't quite know what I've written. People don't read you too closely. Perhaps, after I've died, they'll look at my stuff, and read it through, and find there's more in it. That may be wrong, but that's what I comfort myself with."
Alan Bennett,Progressive,Life is generally something that happens elsewhere.
Alan Bennett,Progressive,I write plays about things that I can't resolve in my mind. I try to root things out.
Alan Bennett,Progressive,All knowledge is precious whether or not it serves the slightest human use.
Alan Bennett,Progressive,I'm all in favour of free expression provided it's kept rigidly under control.
Alan Bennett,Progressive,"I've never seen the point of the sea, except where it meets the land. The shore has a point. The sea has none."
Alan Bennett,Progressive,"Teachers need to feel they are trusted. They must be allowed some leeway to use their imagination; otherwise, teaching loses all sense of wonder and excitement."
Alan Bennett,Progressive,Your whole life is on the other side of the glass. And there is nobody watching.
Alan Bennett,Progressive,"Feeling I'd scarcely arrived at a style, I now find I'm near the end of it. I'm not quite sure what Late Style means except that it's some sort of licence, a permit for ageing practitioners to kick their heels up."
Alan Bennett,Progressive,I don't want to see libraries close; I want to find local solutions that will make them sustainable.
Alan Bennett,Progressive,Children always assume the sexual lives of their parents come to a grinding halt at their conception.
Alan Bennett,Progressive,"Cancer, like any other illness, is a bore."
Alan Bennett,Progressive,"Were we closer to the ground as children, or is the grass emptier now?"
Alan Bennett,Progressive,We were put to Dickens as children but it never quite took. That unremitting humanity soon had me cheesed off.
Alan Bennett,Progressive,"I'm more socialist certainly than New Labour - I'm very old Labour, really."
Alan Bennett,Progressive,I don't believe in private education.
Alan Bennett,Progressive,"I always like to break out and address the audience. In 'The History Boys', for instance, without any ado, the boys will suddenly turn and talk to the audience and then go back into the action. I find it more adventurous doing it in prose than on the stage, but I like being able to make the reader suddenly sit up."
Alan Bennett,Progressive,I always feel over-appreciated but underestimated.
Bill Moyers,Progressive,"[George Washington] in uniform patriotism can salute one flag only, embrace but the first circle of life — one's own land and tribe. In war that is necessary, in peace it is not enough. Events enlarged his embrace to a wholly new idea of nation — the United States of America. But less than a century later his descendant by marriage could not slip the more parochial tether. In the halls of the family home standing on the hill above us, General Robert E. Lee paced back and forth as he weighed the offer of Abraham Lincoln to take command of the Union Army on the eve of the Civil War. Lee turned the offer down and that evening took the train to Richmond. His country was still Virginia. We struggle today with the imperative of a new patriotism and citizenship. The Peace Corps has been showing us the way, and the volunteers and staff whom we honor this morning are the vanguard of that journey."
Bill Moyers,Progressive,"As every volunteer testifies, the Peace Corps is more than a program or mission. It is a way of being in the world. This is a conservative notion because it holds dear the ground of one's own being — the culture and customs that gave meaning to a particular life. But it is a liberal notion for respecting the ground revered by others. This double helix in America's DNA may yet be the source of a new political and patriotism that could save us from toxic self-absorption."
Bill Moyers,Progressive,Journalists who make mistakes get sued for libel; historians who make mistakes get to publish a revised edition.
Bill Moyers,Progressive,"Conservatives — or better, pro-corporate apologists — hijacked the vocabulary of Jeffersonian liberalism and turned words like ""progress,"" ""opportunity,"" and ""individualism"" into tools for making the plunder of America sound like divine right … This ""degenerate and unlovely age,"" as one historian calls it, exists in the mind of Karl Rove — the reputed brain of George W. Bush — as the seminal age of inspiration for politics and governance of America today."
Bill Moyers,Progressive,"The corporate right and the political right declared class warfare on working people a quarter of a century ago and they've won … Take the paradox of Rush Limbaugh, ensconced in a Palm Beach mansion massaging the resentments across the country of white-knuckled wage earners, who are barely making ends meet in no small part because of the corporate and ideological forces for whom Rush has been a hero."
Bill Moyers,Progressive,No wonder scoundrels find refuge in patriotism; it offers them immunity from criticism.
Bill Moyers,Progressive,"This ""zeal for secrecy"" I am talking about — and I have barely touched the surface — adds up to a victory for the terrorists. When they plunged those hijacked planes into the World Trade Center and the Pentagon three years ago this morning, they were out to hijack our Gross National Psychology. If they could fill our psyche with fear — as if the imagination of each one of us were Afghanistan and they were the Taliban — they could deprive us of the trust and confidence required for a free society to work. They could prevent us from ever again believing in a safe, decent or just world and from working to bring it about. By pillaging and plundering our peace of mind they could panic us into abandoning those unique freedoms — freedom of speech, freedom of the press — that constitute the ability of democracy to self-correct and turn the ship of state before it hits the iceberg."
Bill Moyers,Progressive,"On the eve of the election last month my wife Judith and I were driving home late in the afternoon and turned on the radio for the traffic and weather. What we instantly got was a freak show of political pornography: lies, distortions, and half-truths — half-truths being perhaps the blackest of all lies. They paraded before us as informed opinion."
Bill Moyers,Progressive,Standing up to your government can mean standing up for your country.
Bill Moyers,Progressive,"A free press is one where it's okay to state the conclusion you're led to by the evidence. One reason I'm in hot water is because my colleagues and I at NOW didn't play by the conventional rules of Beltway journalism. Those rules divide the world into Democrats & Republicans, liberals & conservatives, and allow journalists to pretend they have done their job if instead of reporting the truth behind the news, they merely give each side an opportunity to spin the news."
Bill Moyers,Progressive,"""News is what people want to keep hidden and everything else is publicity."""
Bill Moyers,Progressive,"Bullies — political bullies, economic bullies, and religious bullies — cannot be appeased; they have to be opposed with courage, clarity, and conviction. This is never easy. These true believers don't fight fair. Robert's Rules of Order is not one of their holy texts."
Bill Moyers,Progressive,"All my life I've prayed the Lord's Prayer, but I've never prayed, ""Give me this day my daily bread."" It is always, ""Give us this day our daily bread."" Bread and life are shared realities. They do not happen in isolation. Civilization is an unnatural act. We have to make it happen, you and I, together with all the other strangers."
Bill Moyers,Progressive,"For the life of me I cannot fathom why we expect so much from teachers and provide them so little in return. In 1940, the average pay of a male teacher was actually 3.6 percent more than what other college-educated men earned. Today it is 60 percent lower. Women teachers now earn 16 percent less than other college-educated women. This bewilders me. … There was no Plato without Socrates, and no John Coltrane without Miles Davis."
Bill Moyers,Progressive,"In tracking down and eliminating terrorists, we need to change our metaphor from a ""war on terror"" — exactly what, pray tell, is that? — to the mind-set of Interpol tracking down master criminals through intense global cooperation among nations, or the FBI stalking the Mafia, or local police determined to quell street gangs without leveling the entire neighborhood in the process."
Bill Moyers,Progressive,"Reagan's story of freedom superficially alludes to the Founding Fathers, but its substance comes from the Gilded Age, devised by apologists for the robber barons. It is posed abstractly as the freedom of the individual from government control — a Jeffersonian ideal at the roots of our Bill of Rights, to be sure. But what it meant in politics a century later, and still means today, is the freedom to accumulate wealth without social or democratic responsibilities and license to buy the political system right out from everyone else."
Bill Moyers,Progressive,"The most fundamental liberal failure of the current era: the failure to embrace a moral vision of America based on the transcendent faith that human beings are more than the sum of their material appetites, our country is more than an economic machine, and freedom is not license but responsibility."
Bill Moyers,Progressive,Jesus would not be crucified today. The prophets would not be stoned. Socrates would not drink the hemlock. They would instead be banned from the Sunday talk shows and op-ed pages by the sentries of establishment thinking who guard against dissent with the one weapon of mass destruction most cleverly designed to obliterate democracy: the rubber stamp.
Bill Moyers,Progressive,"Here is the crisis of the times as I see it: We talk about problems, issues, policies, but we don't talk about what democracy means — what it bestows on us — the revolutionary idea that it isn't just about the means of governance but the means of dignifying people so they become fully free to claim their moral and political agency."
Bill Moyers,Progressive,"In those days [1955], affirmative action was for whites only. I might still be working for the grocery store in the small Texas town where I grew up were it not for affirmative action for Southern white boys."
Bill Moyers,Progressive,[Martin Luther] King subpoened the nation's conscience. He was killed for it.
Bill Moyers,Progressive,"Terms like ""liberty"" and ""individual freedom"" invoked by generations of Americans who battled to widen the 1787 promise to ""promote the general welfare"" have been perverted to create a government primarily dedicated to the state and the political class that runs it. Yes, Virginia, there is a class war and ordinary people are losing it."
Bill Moyers,Progressive,"The property qualifications for federal office that the framers of the Constitution expressly chose to exclude for demonstrating an unseemly ""veneration of wealth"" are now de facto in force and higher than the Founding Fathers could have imagined."
Bill Moyers,Progressive,People who don't believe in government are likely to defile government.
Bill Moyers,Progressive,"Ed Murrow told his generation of journalists bias is okay as long as you don't try to hide it. So here, one more time, is mine: plutocracy and democracy don't mix. Plutocracy, the rule of the rich, political power controlled by the wealthy.  Plutocracy is not an American word but it's become an American phenomenon. Back in the fall of 2005, the Wall Street giant Citigroup even coined a variation on it, plutonomy, an economic system where the privileged few make sure the rich get richer with government on their side. By the next spring, Citigroup decided the time had come to publicly ""bang the drum on plutonomy."" … over the past 30 years the plutocrats, or plutonomists — choose your poison — have used their vastly increased wealth to capture the flag and assure the government does their bidding. … This marriage of money and politics has produced an America of gross inequality at the top and low social mobility at the bottom, with little but anxiety and dread in between, as middle class Americans feel the ground falling out from under their feet.  … Like those populists of that earlier era, millions of Americans have awakened to a sobering reality: they live in a plutocracy, where they are disposable. Then, the remedy was a popular insurgency that ignited the spark of democracy. Now we have come to another parting of the ways, and once again the fate and character of our country are up for grabs. … Democracy only works when we claim it as our own."
Bill Moyers,Progressive,"One of the great reporters of the 20th century, I.F. Stone, told journalism students never to forget that ""All governments lie."" He could speak with authority, having spent seven decades exposing deception and official lies by digging deep into government documents and transcripts. He gained his greatest fame and impact publishing the newsletter called ""I.F. Stone's Weekly,"" taking on McCarthyism, racism in the military, and the Vietnam War. ""In this age of corporation men,"" he wrote in 1963, ""I am an independent capitalist, the owner of my own enterprise."" This critically acclaimed documentary, produced in 1973, offered an inside look at how Izzy Stone worked."
Bill Moyers,Progressive,"Historian and activist Howard Zinn died in 2010, and the progressive world greatly misses his spirit and guidance. One wonders what he’d have to say about America today — one in which senators create legislation in secret and a president denigrates foes and allies alike via Twitter. What would he, a former Cub Scout, think about the president’s recent speech in which he exhorted Boy Scouts to boo a previous president? We can be pretty sure that he’d be dismayed and disgusted by an America where CEOs make 271 times the pay of an average worker... He’d certainly be no fan of a culture that made serious, though unsuccessful, attempts to ban his signature work, A People’s History of the United States."
Anthony Giddens,Progressive,"The main dimensions of Marx’s discussion of alienation are as follows: ...1. The worker … has no power to determine the fate of what he produces. ...2. The work task does not offer intrinsic satisfactions. ...3. Human relations, in capitalism, tend to become reduced to operations of the market. … Money promotes the rationalization of social relationships, since it provides an abstract standard in terms of which the most heterogeneous qualities can be compared, and reduced, to one another. ...4. Some animals do produce, of course, but only in a mechanical, adaptive fashion. Alienated labor reduces human productive activity to the level of adaptation to, rather than active mastery of, nature."
Anthony Giddens,Progressive,"Political economy … founds its theory of society upon the self-seeking of the isolated individual. Political economy, in this way, “incorporates private property into the very essence of man.”"
Anthony Giddens,Progressive,"It is usually assumed that, in speaking, in the 1844 Manuscripts, of man’s “being reduced to the level of the animals,” and of man’s alienation from his “species-being” under the conditions of capitalist production, Marx is thinking in terms of an abstract conception of “man” as being alienated from his biological characteristics as a species. So, it is presumed, at this initial stage in the evolution of his thought, Marx believed that man is essentially a creative being whose “natural” propensities are denied by the restrictive character of capitalism. Actually, Marx holds, on the contrary, that the enormous productive power of capitalism generates possibilities for the future development of man which could not have been possible under prior forms of productive system. The organization of social relationships within which capitalist production is carried on in fact leads to the failure to realize these historically generated possibilities. The character of alienated labor does not express a tension between “man in nature” (non-alienated) and “man in society” (alienated), but between the potential generated by a specific form of society—capitalism—and the frustrated realization of that potential. What separates man from the animals is not the mere existence of biological differences between mankind and other species, but the cultural achievements of men, which are the outcome of a very long process of social development."
Anthony Giddens,Progressive,"The main form of crude communism is based upon emotional antipathy towards private property, and asserts that all men should be reduced to a similar level, so that everyone has an equal share of property. This is not genuine communism, Marx asserts, since it rests upon the same sort of distorted objectification of labor as is found in the theory of political economy. Crude communism of this sort becomes impelled towards a primitive asceticism, in which the community has become the capitalist instead of the individual. In crude communism, the rule of property is still dominant, but negatively: “Universal envy setting itself up as a power is only a camouflaged form of cupidity which re-establishes itself and satisfies itself in a different way.”"
Anthony Giddens,Progressive,"Human consciousness is conditioned in a dialectical interplay between subject and object, in which man actively shapes the world he lives in at the same time as it shapes him."
