,Author,Quotes,Contain,Political Orientation
66649,Terry Eagleton,One criticism of Freud still sometimes heard on the political Left is that his thinking is individualist,no,Left
66650,Terry Eagleton,"Not all of Derrida's writing is to everyone's taste. He had an irritating habit of overusing the rhetorical question, which lends itself easily to parody: 'What is it, to speak? How can I even speak of this? Who is this I who speaks of speaking?",no,Left
66651,Terry Eagleton,Nationalism is like class. You have to have it in order to be rid of it.,no,Left
66652,Terry Eagleton,"It is conceivable that not knowing the meaning of life is part of the meaning of life, rather as not counting how many words I am uttering when I give an after-dinner speech helps me to give an after-dinner speech. Perhaps life is kept going by our ignorance of its fundamental meaning, as capitalism for Karl Marx",no,Left
66653,Terry Eagleton,"Those who speak of harmony and consensus should beware of what one might call the industrial chaplain view of reality. The idea, roughly speaking, is that there are greedy bosses on one side and belligerent workers on the other, while in the middle, as the very incarnation of reason, equity and moderation, stands the decent, soft-spoken, liberal-minded chaplain who tries selflessly to bring the two warring parties together. But why should the middle always be the most sensible place to stand? Why do we tend to see ourselves as in the middle and other people as on the extremes? After all, one person’s moderation is another’s extremism. People don’t go around calling themselves a fanatic, any more than they go around calling themselves Pimply. Would one also seek to reconcile slaves and slave masters, or persuade native peoples to complain only moderately about those who are plotting their extermination? What is the middle ground between racism and anti-racism?",no,Left
66654,Terry Eagleton,"That Hitchens represents a grievous loss to the left is beyond doubt. He is a superb writer, superior in wit and elegance to his hero George Orwell, and an unstanchably eloquent speaker. He has an insatiable curiosity about the modern world and an encyclopaedic knowledge of it, as well as an unflagging fascination with himself. Through getting to know all the right people, an instinct as inbuilt as his pancreas, he could tell you without missing a beat whom best to consult in Rabat about education policy in the Atlas Mountains. The same instinct leads to chummy lunches with Bill Deedes and Peregrine Worsthorne. In his younger days, he was not averse to dining with repulsive fat cats while giving them a piece of his political mind. Nowadays, one imagines, he just dines with repulsive fat cats.",no,Left
66655,Terry Eagleton,"If Marx had no time for the state, it was partly because he viewed it as a kind of alienated power. It was as though this august entity had conﬁscated the abilities of men and women to determine their own existence, and was now doing so on their behalf. It also had the impudence to call this process ‘‘democracy.’’ Marx himself began his career as a radical democrat and ended up as a revolutionary one, as he came to realize just how much transformation genuine democracy would entail; and it is as a democrat that he challenges the state’s sublime authority. He is too wholehearted a believer in popular sovereignty to rest content with the pale shadow of it known as parliamentary democracy. He is not in principle opposed to parliaments, any more than was Lenin. But he saw democracy as too precious to be entrusted to parliaments alone. It had to be local, popular and spread across all the institutions of civil society. It had to extend to economic as well as political life. It had to mean actual self-government, not government entrusted to a political elite. The state Marx approved of was the rule of citizens over themselves, not of a minority over a majority. The state, Marx considered, had come adrift from civil society. There was a blatant contradiction between the two. We were, for example, abstractly equal as citizens within the state, but dramatically unequal in everyday social existence. That social existence was riven with conflicts, but the state projected an image of it as seamlessly whole. The state saw itself as shaping society from above, but was in fact a product of it. Society did not stem from the state; instead, the state was a parasite on society. The whole setup was topsy-turvy. As one commentator puts it, ‘‘Democracy and capitalism have been turned upside down’’",no,Left
66656,Terry Eagleton,To be outside any situation whatsoever is known as being dead.,no,Left
66657,Terry Eagleton,Culture was now largely a matter of how to keep people harmlessly distracted when they were not working.,no,Left
66658,Terry Eagleton,"When they first emerged in their present shape around the turn of the 18th century, the so-called humane disciplines had a crucial social role. It was to foster and protect the kind of values for which a philistine social order had precious little time. The modern humanities and industrial capitalism were more or less twinned at birth. To preserve a set of values and ideas under siege, you needed among other things institutions known as universities set somewhat apart from everyday social life. This remoteness meant that humane study could be lamentably ineffectual. But it also allowed the humanities to launch a critique of conventional wisdom.",no,Left
66659,Terry Eagleton,"The idea that literary theorists killed poetry dead because with their shrivelled hearts and swollen brains they are incapable of spotting a metaphor, let alone a tender feeling, is on of the more obtuse critical platitudes of our time.",no,Left
66840,Terry Eagleton,"Just as it looks as though the sun moves round the earth, so ordinary language seems to invert the relations between signifiers and signifieds, or words and their meanings. In everyday speech, it seems as though the word is simply the obedient transmitter of the meaning. It is as though it evaporates into it. If language did not conceal its operations in this way, we might be so enraptured by its music that, like the Lotus Eaters, we would never get anything done - rather as for Nietzsche, if we were mindful of the appalling butchery which produced civilised humanity, we would never get out of bed. Ordinary language, like history for Nietzsche or the ego for Freud, operates by a kind of salutary amnesia or repression. Poetry is the kind of writing which stands this inversion of form and content, or signifier and signified, on its feet again. It makes it hard for us to brush aside the words to get at the meanings. It makes it clear that the signified is the result of a complex play of signifiers. And in doing so, it allows us to experience the very medium of our experience.",no,Left
66841,Terry Eagleton,"A poem is a fictional, verbally inventive moral statement in which it is the author, rather than the printer or word processor, who decides where the lines should end. This dreary-sounding definition, unpoetic to a fault, may well turn out to be the best we can do.",no,Left
66842,Terry Eagleton,"Modern poets like Frost still want to make 'deep' statements; but they are also more sceptical of such high-sounding generalities than many of their forebears. So, rather like T.S. Eliot's The Waste Land, they gesture enigmatically to such profundities while at the same time being nervous of committing themselves to them.",no,Left
66843,Terry Eagleton,"Literary works quite often ‘know’ things that the reader does not know, or does not know yet, or perhaps will never know.",no,Left
66844,Terry Eagleton,"The words I love you are always at some level a quotation. All language is generalising, including words like this, here, unique, right now, and my utterly special little sweetheart. The word individual originally mean indivisible, meaning that to be a person was to be a part of a greater whole. There could never be simply one person, any more than there could simply be one letter or one number.",no,Left
66845,Terry Eagleton,"Interestingly, this speech by Prospero does not contrast the unreality of the stage with the solid, flesh-and-blood existence of real men and women. On the contrary, it seizes on the flimsiness of dramatic characters as a metaphor for the fleeting, fantasy-ridden quality of actual human lives. It is we who are made of dreams, not just such figments of Shakespeare’s imagination as Ariel and Caliban. The cloud-capped towers and gorgeous palaces of this earth are mere stage scenery after all.",no,Left
66846,Terry Eagleton,Baa Baa Black Sheep’ makes Marx’s Capital look like Mary Poppins.,no,Left
66847,Terry Eagleton,"Marx was troubled by the question of why ancient Greek art retained an ‘eternal charm’, even though the social conditions which produced it had long passed; but how do we know that it will remain ‘eternally’ charming, since history has not yet ended? Let us imagine that by dint of some deft archaeological research we discovered a great deal more about what ancient Greek tragedy actually meant to its original audiences, recognized that these concerns were utterly remote from our own, and began to read the plays again in the light of this deepened knowledge. One result might be that we stopped enjoying them. We might come to see that we had enjoyed them previously because we were unwittingly reading them in the light of our own preoccupations; once this became less possible, the drama might cease to speak at all significantly to us.The fact that we always interpret literary works to some extent in the light of our own concerns - indeed that in one sense of ‘our own concerns’ we are incapable of doing anything else - might be one reason why certain works of literature seem to retain their value across the centuries. It may be, of course, that we still share many preoccupations with the work itself; but it may also be that people have not actually been valuing the ‘same’ work at all, even though they may think they have. ‘Our’ Homer is not identical with the Homer of the Middle Ages, nor ‘our’ Shakespeare with that of his contemporaries; it is rather that different historical periods have constructed a ‘different’ Homer and Shakespeare for their own purposes, and found in these texts elements to value or devalue, though not necessarily the same ones. All literary works, in other words, are ‘rewritten’, if only unconsciously, by the societies which read them; indeed there is no reading of a work which is not also a ‘re-writing’. No work, and no current evaluation of it, can simply be extended to new groups of people without being changed, perhaps almost unrecognizably, in the process; and this is one reason why what counts as literature is a notably unstable affair.",no,Left
66848,Terry Eagleton,"To call for close reading, in fact, is to do more than insist on due attentiveness to the text. It inescapably suggests an attention to this rather than to something else: to the ‘words on the page’ rather than to the contexts which produced and surround them. It implies a limiting as well as a focusing of concern - a limiting badly needed by literary talk which would ramble comfortably from the texture of Tennyson’s language to the length of his beard. But in dispelling such anecdotal irrelevancies, ‘close reading’ also held at bay a good deal else: it encouraged the illusion that any piece of language, ‘literary’ or not, can be adequately studied or even understood in isolation. It was the beginnings of a ‘reification’ of the literary work, the treatment of it as an object in itself, which was to be triumphantly consummated in the American New Criticism.",no,Left
66850,Terry Eagleton,"...it is most certainly Christianity itself which is primarily responsible for the intellectual sloppiness of its critics. Apart from the single instance of Stalinism, it is hard to think of a historical movement that has more squalidly betrayed its own revolutionary origins...For the most part, it has become the creed of the suburban well-to-do, not the astonishing promise offered to the riffraff and undercover anti-colonial militants with whom Jesus himself hung out...This brand of piety is horrified by the sight of a female breast, but considerably less appalled by the obscene inequalities between rich and poor.",no,Left
66851,Terry Eagleton,[God] is a kind of perpetual critique of instrumental reason.,no,Left
66852,Terry Eagleton,"The ‘healthy’ sign, for Barthes, is one which draws attention to its own arbitrariness",no,Left
66853,Terry Eagleton,"Equally serious is the complaint that psychoanalysis as a medical practice is a form of oppressive social control, labelling individuals and forcing them to conform to arbitrary definitions of ‘normality’. This charge is in fact more usually aimed against psychiatric medicine as a whole: as far as Freud’s own views on ‘normality’ are concerned, the accusation is largely misdirected. Freud’s work showed, scandalously, just how ‘plastic’ and variable in its choice of objects libido really is, how so-called sexual perversions form part of what passes as normal sexuality, and how heterosexuality is by no means a natural or self-evident fact. It is true that Freudian psychoanalysis does usually work with some concept of a sexual ‘norm’; but this is in no sense given by Nature.",no,Left
66854,Terry Eagleton,"Even in the act of fleeing modern ideologies, however, literary theory reveals its often unconscious complicity with them, betraying its elitism, sexism or individualism in the very ‘aesthetic’ or ‘unpolitical’ language it finds natural to use of the literary text. It assumes, in the main, that at the centre of the world is the contemplative individual self, bowed over its book, striving to gain touch with experience, truth, reality, history or tradition. Other things matter too, of course",no,Left
66855,Terry Eagleton,"What it means to be a ‘better person’, then, must be concrete and practical",no,Left
66856,Terry Eagleton,"There is, in fact, no need to drag politics into literary theory: as with South African sport, it has been there from the beginning. I mean by the political no more than the way we organize our social life together, and the power-relations which this involves; and what I have tried to show throughout this book is that the history of modern literary theory is part of the political and ideological history of our epoch. From Percy Bysshe Shelley to Norman N. Holland, literary theory has been indissociably bound up with political beliefs and ideological values. Indeed literary theory is less an object of intellectual enquiry in its own right than a particular perspective in which to view the history of our times. Nor should this be in the least cause for surprise. For any body of theory concerned with human meaning, value, language, feeling and experience will inevitably engage with broader, deeper beliefs about the nature of human individuals and societies, problems of power and sexuality, interpretations of past history, versions of the present and hopes for the future. It is not a matter of regretting that this is so",no,Left
66857,Terry Eagleton,"Jesus reveals salvation, as the Marxist critic and occasional atheist Terry Eagleton observes, to be a matter not ‘of cult, law and ritual’, but of ‘feeding the hungry, welcoming the immigrants, visiting the sick, and protecting the poor, orphaned and widowed from the violence of the rich’.",no,Left
66858,Terry Eagleton,"Literary works are pieces of rhetoric as well as reports. They demand a peculiarly vigilant kind of reading, one which is alert to tone, mood, pace, genre, syntax, grammar, texture, rhythm, narrative structure, punctuation, ambiguity – in fact to everything that comes under the heading of ‘form’.",no,Left
67040,Terry Eagleton,"We are not optimists; we do not present a lovely vision of the world which everyone is expected to fall in love with. We simply have, wherever we are, some small local task to do, on the side of justice, for the poor.",no,Left
67041,Terry Eagleton,Middle paths in tragedy are in notably short supply.,no,Left
67042,Terry Eagleton,"When the Dublin-born Beckett was asked by a Parisian journalist whether he was English, he replied, ‘On the contrary.",no,Left
67043,Terry Eagleton,Morality has precious little to do with feeling in any case. The fact that you feel a surge of nausea at the sight of someone with half their head shot away is neither here nor there as long as you try to help them.,no,Left
67044,Terry Eagleton,"We do not know whether Melville's work is of universal interest because we have not reached the end of history yet, despite the best efforts of some of our political leaders.",no,Left
67045,Terry Eagleton,"the artist can never quite get on terms with God, who as far as creation goes has got there first and pulled off a product hard to beat.",no,Left
67046,Terry Eagleton,"Poetry is concerned not just with the meaning of experience, but with the experience of meaning.",no,Left
67047,Terry Eagleton,"I hope to show in the process that critical analysis can be fun, and in doing so help to demolish the myth that analysis is the enemy of enjoyment.",no,Left
67050,Terry Eagleton,"One of the most moving narratives of modern history is the story of how men and women languishing under various forms of oppression came to acquire, often at great personal cost, the sort of technical knowledge necessary for them to understand their own condition more deeply, and so acquire some of the theoretical armoury essential to change it. ... There is no reason why literary critics should not turn to autobiography or anecdotalism, or simply slice up their texts and deliver them to their publishers in a cardboard box, if they are not so politically placed as to need emancipatory knowledge.",no,Left
67051,Terry Eagleton,"Characters may lend the action a certain colouring, but it is what happens that comes first. To overlook this while watching a tragedy would be like treating a football game simply as the acts of a set of solitary individuals, or as chance for each of them to display 'personality'. The fact that some players behave as though this is precisely what football games are about should not distract us from this point.",no,Left
67052,Terry Eagleton,"Macbeth as a whole is awash with questions, sometimes questions responded to by another question, which helps to generate an atmosphere of uncertainty, anxiety and paranoid suspicion.",no,Left
67053,Terry Eagleton,"One of the striking aspects of the lines is the way they make us see a tree, with its pattern of twigs, leaves and branches, as a visual image of the invisible roots of language.",no,Left
67054,Terry Eagleton,"The resurrection for Christians is not just a metaphor. It is real enough, but not in the sense that you could have taken a photograph of it had you been lurking around Jesus's tomb armed with a Kodak. Meanings and values are also real, but you cannot photograph them either. They are real in the same sense that a poem is real.",no,Left
67055,Terry Eagleton,"In a world in which everything bears the indelible impress of Man, it is refreshing to escape from time to time from this wall-to-wall humanisation. Hence the American enthusiasm for national parks and outdoor activities. It is seductive to see the world as though we were not there to see it. We can always dream of perceiving things as they are in themselves, without the buzz and distortion of human meaning. We can take a vacation now and then from the intolerable burden of sense-making, rather as we do when we treat human flesh as something to be mindlessly indulged. We can shuck off language and confront reality in the raw, as we imagine an innocent child might do.",no,Left
67240,Terry Eagleton,"The form of life Jesus offers his followers is not one of social integration but a scandal to the priestly and political establishment. It is a question of being homeless, propertyless, peripatetic, celibate, socially marginal, disdainful of kinsfolk, averse to material possessions, a friend of outcasts and pariahs, a thorn in the side of the Establishment and a scourge of the rich and powerful. Indeed, Pierre Bayle points to this fact as an argument against the political necessity of religious faith. Christianity, he remarks, is no basis for civil order, since Jesus proclaims that he has come to pitch society into turmoil.47",no,Left
67241,Terry Eagleton,"It is thus the adventure of poetry, not the closure of philosophy, that most truly reflects the human condition.",no,Left
67242,Terry Eagleton,"But if we are not given his real name, then he does not have one.",no,Left
67243,Terry Eagleton,"Another anti-theoretical stratagem is to claim that in order to launch some fundamental critique of our culture, we would need to be standing at some Archimedean point beyond it. What this fails to see is that reflecting critically on our situation is part of our situation. It is a feature of the peculiar way we belong to the world. It is not some impossible light-in-the-refrigerator attempt to scrutinize ourselves when we are not there. Curving back on ourselves is as natural to us as it is to cosmic space or a wave of the sea. It does not entail jumping out of our own skin. Without such self-monitoring we would not have survived as a species.",no,Left
67245,Terry Eagleton,"It may well be that a liking for bananas is a merely private matter, though this is in fact questionable.",no,Left
67246,Terry Eagleton,"You don't bring about major political change simply by changing people's minds. It's their interests that need to be assailed, not their opinions.",no,Left
67247,Terry Eagleton,"That the death of God involves the death of Man, along with the birth of a new form of humanity, is orthodox Christian doctrine, a fact of which Nietzsche seems not to have been aware.",no,Left
67248,Terry Eagleton,"Even a whole society, Marx comments, a nation, or even all simultaneously existing societies together, are not the owners of the globe. They are only its possessors, its usufructuaries, and like boni patres familias [good fathers of families] they must hand it down to succeeding generations in an improved condition.",no,Left
67249,Terry Eagleton,"It is capitalism that sees production as potentially infinite, and socialism that sets it in the context of moral and aesthetic values. Or as Marx himself puts it in the first volume of Capital, under a form appropriate to the full development of the human race.",no,Left
67250,Terry Eagleton,Marx’s once scandalous thesis that governments are simple business agents for international capital is today an obvious fact,no,Left
67251,Terry Eagleton,"Imagine someone holding forth on biology whose only knowledge of the subject is 'The Book of British Birds,' and you have a rough idea of what it feels like to read Richard Dawkins on theology.",no,Left
67252,Terry Eagleton,"Jesus hung out with whores and social outcasts, was remarkably casual about sex, disapproved of the family... urged us to be laid-back about property and possessions, warned his followers that they too would die violently, and insisted that the truth kills and divides as well as liberates. He also cursed self-righteous prigs and deeply alarmed the ruling class",no,Left
67253,Terry Eagleton,People who are both powerful and dissatisfied are peculiarly dangerous.,no,Left
67254,Terry Eagleton,...revolutionary nationalism was by far the most successful radical tide of the the twentieth century.,no,Left
67255,Terry Eagleton,"If theory means a reasonably systematic reflection of our guiding assumptions, it remains as indispensable as ever.",no,Left
67256,Terry Eagleton,"I argue that three key doctrines of postmodernist thought have conspired to discredit the classical concept of ideology. The first of these doctrines turns on a rejection of the notion of representation--in fact, a rejection of an empiricist model of representation, in which the representational baby has been nonchalantly slung out with, the empiricist bathwater. The second revolves on an epistemological skepticism which would hold that the very act of identifying a form of consciousness as ideological entails some untenable notion of absolute truth. Since the latter idea attracts few devotees these days, the former is thought to crumble in its wake. We cannot brand Pol Pot a Stalinist bigot since this would imply some metaphysical certitude about what not being a Stalinist bigot would involve. The third doctrine concerns a reformulation of the relations between rationality, interests and power, along roughly neo-Nietzschean lines, which is thought to render the whole concept of ideology redundant.",no,Left
67257,Terry Eagleton,"Ideology is essentially a matter of meaning; but the condition of advanced capitalism, some would suggest, is one of pervasive non-meaning. The sway of utility and technology bleach social life of significance, subordinating use-value to the empty formalism of exchange-value.",no,Left
67258,Terry Eagleton,Literary figures have no pre-history. It is said that a theatre director who was staging one of Harold Pinter's plays asked the playwright for some hints as to what his characters were up to before they came on stage. Pinter's reply was ‘Mind your own fucking business.,no,Left
67440,Terry Eagleton,Hostility to theory usually means an opposition to other people’s theories and an oblivion of one’s own. One purpose of this book is to lift that repression and allow us to remember.,no,Left
67442,Terry Eagleton,"Indeed, post-colonial theory first emerged in the wake of the failure of the Third World nations to go it alone. It marked the end of the era of Third World revolutions and the first glimmerings of what we now know as globalization.",no,Left
67443,Terry Eagleton,Those who can think up feminism or structuralism; those who can't apply such insights to Moby Dick or The Cat in the Hat.,no,Left
67445,Terry Eagleton,"Men and women do not live by culture alone,the vast majority of them throughout history have been deprived of the chance of living by it at all, and those few who are fortunate enough to live by it now are able to do so because of the labour of those who do not.",no,Left
67446,Terry Eagleton,"Marx himself was a formidably cultivated man in the great central European tradition, who longed to be finished with what he scathingly called the 'economic crap' of Capital in order to write his big book on Balzac.",no,Left
67447,Terry Eagleton,"Theology, however implausible many of its truth claims, is one of the most ambitious theoretical arenas left in an increasingly specialized world",no,Left
67448,Terry Eagleton,"Nations sometimes flourish by denying the crimes that brought them into being. Only when the original invasion, occupation, extermination or usurpation has been safely thrust into the political unconscious can sovereignty feel secure.",no,Left
67449,Terry Eagleton,"Modern capitalist nations are the fruit of a history of slavery, genocide, violence and exploitation every bit as abhorrent as Mao's China or Stalin's Soviet Union.",no,Left
67450,Terry Eagleton,"Post-structuralism is among other things a kind of theoretical hangover from the failed uprising of ‘68, a way of keeping the revolution warm at the level of language, blending the euphoric libertarianism of that moment with the stoical melancholia of its aftermath.",no,Left
67451,Terry Eagleton,"It is silly to call fat people gravitationally challenged, a self-righteous fetishism of language which is no more than a symptom of political frustration.",no,Left
67452,Terry Eagleton,"Discussing the character of Elizabeth Bennet in Pride and Prejudice is a matter of content (of 'what?'), whereas examining Jane Austen's techniques of characterisation is a question of form (or 'how?'). Some may find these fine distinctions scholastic, but then some find any fine distinctions scholastic.",no,Left
67453,Terry Eagleton,"Nature has the upper hand. For the individual, his is known as death. The Faustian dream of progress without limits in a material world magically responsive to our touch overlooks the priority of external nature. Today, this is known not as the Faustian dream but the American one. It is a vision which secretly detests the material because it blocks our path to the infinite. This is why the material world has either to be vanquished by force or dissolved into culture. Postmodernism and the pioneer spirit are sides of the same coin. Neither can accept that it is our limits that make us what we are, quite as much as that perpetual transgression of them we know as human history.",no,Left
67454,Terry Eagleton,What Wittgenstein calls a ‘grammar’ is a set of rules by which we are able to make sense of things; and such grammars are not correlated with reality. It is not as though some of them provide us with a more accurate representation,no,Left
67455,Terry Eagleton,"Terry Eagleton, the British literary theorist and critic, writes that societies become secular not when they dispense with religion altogether, but when they are no longer especially agitated by it.2 Eagleton believes Western societies are all headed in this direction at one speed or another. By his definition, a society in which there are still outraged atheists hostile to religion has not yet gone very far along the path toward being secular. Today we are seeing growing numbers of people who do not exhibit hostility to religion as much as indifference. The growth is in the nones",no,Left
67456,Terry Eagleton,"If the oppressed must be alert enough to follow the rulers' instructions, they are therefore conscious enough to be able to challenge them.",no,Left
67457,Terry Eagleton,"The fact that people are massed anonymously together may be in one sense an alienation, but in another sense it is a condition of their emancipation.",no,Left
67458,Terry Eagleton,"The atheist philosopher of science Michael Ruse says that Dawkins’s arguments are so bad that he’s embarrassed to call himself an atheist.10 Terry Eagleton, an English literature and cultural theory professor, severely criticizes Ditchkins",no,Left
67641,Terry Eagleton,"You can tell that the capitalist system is in trouble when people start talking about capitalism. It indicates that the system has ceased to be as natural as the air we breathe, and can be seen instead as the historically rather recent phenomenon that it is.",no,Left
67642,Terry Eagleton,"Marxists want nothing more than to stop being Marxists. In this respect, being a Marxist is nothing like being a Buddhist or a billionaire.",no,Left
67643,Terry Eagleton,"Without the Ermen & Engels mill in Salford, owned by Friedrich Engels’s textile-manufacturing father, the chronically impoverished Marx might well have not survived to pen polemics against textile manufacturers. Something",no,Left
67644,Terry Eagleton,"We do not charge an author with unpardonable ignorance because his twelfth-century characters never stop arguing about The Smiths. It is possible that the writer, having only a feeble grasp of history, really does believe that The Smiths were around in the twelfth century, or that Morrissey is such a superlative genius as to be timeless. But the fact that this occurs in a work of fiction inclines us to the charitable view that the distortion is deliberate. This is highly convenient for poets and novelists. Literature, like an absolute monarch among his fawning courtiers, is where you can never be wrong.",no,Left
67645,Terry Eagleton,"Intellectuals are not only different from academics, but almost the opposite of them. Academics usually plough a narrow disciplinary patch, whereas intellectuals of Said's kind roam ambitiously from one discipline to another. Academics are interested in ideas, whereas intellectuals seek to bring ideas to an entire culture. The word intellectual is not a euphemism for frightfully clever, but a kind of job description, like waiter or chartered accountant. Anger and academia do not usually go together, except perhaps when it comes to low pay, whereas anger and intellectuals do.Above all, academics are conscious of the difficult, untidy, nuanced nature of things, while intellectuals take sides. One reason why Raymond Williams seems to have been easily Edward Said's favourite British intellectual is that the work of both men combines these qualities with astonishing ease. Williams and Said are both angry and analytic while aware that, in all the most pressing political conflicts which confront us, someone is going to have to win and someone to lose. It is this, not a duff ear for nuance and subtlety, which marks them out from the liberal.",no,Left
67647,Terry Eagleton,"All this bullshit like, Somalian children are starving.... No! Somalian children are not starving because you have a good time here. There are others who are much more guilty. Rather, use the opportunity. Society will need more and more intellectual work. It’s this topic of intellectuals being privileged",no,Left
67648,Terry Eagleton,"British flight attendants warn you not to tamper with the smoke detectors in the aircraft toilets, whereas American flight attendants warn you not to tamper with, disable or destroy them.",no,Left
67649,Terry Eagleton,"It was possible to explore the 'great tradition' of the English novel and believe that in doing so you were addressing questions of fundamental value -- questions which were of vital relevance to the lives of men and women wasted in fruitless labour in the factories of industrial capitalism. But it was also conceivable that you were destructively cutting yourself off from such men and women, who might be a little slow to recognize how a poetic enjambement enacted a movement of physical balancing.",no,Left
67650,Terry Eagleton,"On handing the book back to my friend, the woman inquired Is he gay? No, said my friend. The woman pondered for a moment. Is he English? she asked.",no,Left
67651,Terry Eagleton,"Americans come out of the comparison rather better. They may overdo emotion, but they are not fearful of it. A surplus of feeling has rarely done as much damage as a deficiency of it.",no,Left
67652,Terry Eagleton,"The trick is to keep cutting the present off from the past. In this way, you can try to deny the fact that the past is what we are made of, and that there would be no present without it. One of the several problems with this way of living is that it is not clear how what is reborn every moment can be said to be you. Personal identity involves a degree of continuity.",no,Left
67653,Terry Eagleton,"In post-Nietzschean spirit, the West appears to be busily undermining its own erstwhile metaphysical foundations with an unholy mélange of practical materialism, political pragmatism, moral and cultural relativism, and philosophical skepticism.",no,Left
67654,Terry Eagleton,"It is on our bodies that the law must go to work, not only on our minds. Reason must govern in collusion with the senses it subdues, rather as an astute sovereign rules in a way that allows each citizen to feel that he is doing no more than obeying the diktats of his own desires.",no,Left
67655,Terry Eagleton,"High modernism is numinous through and through, as the work of art provides one of the last outposts of enchantment in a spiritually degenerate world. Postmodernism, with its notorious absence of affect, is post-numinous. It is also in a sense post-aesthetic, since the aestheticisation of everyday life extends to the point where it undermines the very idea of a special phenomenon known as art. Stretched far enough, the category of the aesthetic cancels itself out.",no,Left
67656,Terry Eagleton,"What Nietzsche recognises is that you can get rid of God only if you also do away with innate meaning. The Almighty can survive tragedy, but not absurdity.",no,Left
67658,Terry Eagleton,To relate a Beethoven sonata to the testicles is hardly in the style of traditional aesthetics.,no,Left
67659,Terry Eagleton,"Once thought is pulled up short by a yearning that can only be known existentially, it is inevitable that conceptual discourse should give way to the birth of literature...",no,Left
67840,Terry Eagleton,"Instead of seeking fulfilment in an object, the subject must acknowledge that it can flourish only through another of its kind. It is when two free, equal individuals engage in an act of mutual recognition that desire can transcend itself into something rather more edifying.",no,Left
67841,Terry Eagleton,"The privatisation of the symbolic sphere is a strictly relative affair, not least if one thinks of the various Victorian contentions over science and religion, the culture industry, the state regulation of sexuality and the like. Today, one of the most glaring refutations of the case that religion has vanished from public life is known as the United States. Late modernity (or postmodernity, if one prefers) takes some of these symbolic practices back into public ownership.",no,Left
67843,Terry Eagleton,"If literature matters today, it is chiefly because it seems to many conventional critics one of the few remaining places where, in a divided, fragmented world, a sense of universal value may still be incarnate; and where, in a sordidly material world, a rare glimpse of transcendence can still be attained.",no,Left
67844,Terry Eagleton,"So there is nothing inherently subversive about pleasure. On the contrary, as Karl Marx recognized, it is a thoroughly aristocratic creed. The traditional English gentleman was so averse to unpleasurable labour that he could not even be bothered to articulate properly. Hence the patrician slur and drawl, Aristotle believed that being human was something you had to get good at through constant practice, like learning Catalan or playing the bagpipes; whereas if the English gentleman was virtuous, as he occasionally deigned to be, his goodness was purely spontaneous. Moral effort was for merchants and clerks",no,Left
67848,Terry Eagleton,"At its finest, it has produced work of rare insight and originality. At its least creditable, it represents little more than the foreign affairs department of postmodernism.",no,Left
67849,Terry Eagleton,"The liberal state is neutral between capitalism and its critics until the critics look like they’re winning. Then it moves in with its water hoses and paramilitary squads, and if these fail with its tanks.",no,Left
67850,Terry Eagleton,"The institution of the state bound new fetters on the poor, and gave new powers to the rich … fixed forever the laws of property and inequality; converted clever usurpation into inalienable right; and for the sake of a few ambitious men, subjected all mankind to perpetual labour, servitude and misery. These are not Marx’s words, but (as we have seen already) those of Jean-Jacques Rousseau in his Discourse on Inequality.",no,Left
67851,Terry Eagleton,"When St Paul comments that we die every moment, part of what he has in mind is perhaps the fact that we can only live well by buckling the self to the needs of others, in a kind of little death, or petit mort. In doing so, we rehearse and prefigure that final self-abnegation which is death. In this way, death in the sense of a ceaseless dying to self is the source of the good life. If this sounds unpleasantly slavish and self-denying, it is only because we forget that if others do this as well, the result is a form of reciprocal service which provides the context for each self to flourish. The traditional name for this reciprocity is love.",no,Left
67852,Terry Eagleton,Most of the reforms we now regard as precious features of liberal society,no,Left
67853,Terry Eagleton,"It is worth noting in this respect that the original proletariat was not the blue-collar male working class. It was lower-class women in ancient society. The word proletariat comes to us from the Latin word for offspring, meaning those who were too poor to serve the state with anything but their wombs.",no,Left
67854,Terry Eagleton,"Revolution cannot be handed down to you by a tight-knit vanguard of conspirators. Nor, as Lenin insisted, can it be carried abroad and imposed at the point of a bayonet, as Stalin did in eastern Europe. You have to be actively involved in the making of it yourself, unlike the kind of artist who instructs his assistants to go off and pickle a shark in his name.",no,Left
67855,Terry Eagleton,"The most uninspired form of criticism simply tells the story of a work in different words. Some students imagine they are writing criticism when for the most part they are simply paraphrasing a text, occasionally throwing in the odd comment of their own.",no,Left
67857,Terry Eagleton,"Some texts are born literary, some achieve literariness, and some have literariness thrust upon them. –",no,Left
68160,David Harvey,"Fierce, and what capitalists sometimes call 'ruinous' competition tends, therefore, to produce leap-frogging innovations that more often that not lead capitalists to fetishise technological and organisational innovations as the answer to all their prayers",no,Left
68161,David Harvey,"Capitalists too, as the novelist Charles Dickens noted, liked to think of their workers as 'hands' only, preferring to forget they had stomachs and brains. But, said the more perceptive nineteenth-century critics, if this is how people live their lives at work, then how on earth can they think differently when they come home at night? How might it be possible to build a sense of moral community or of social solidarity, of collective and meaningful ways of belonging and living that are untainted by the brutality, ignorance and stupidity that envelops labourers at work? How, above all, are workers supposed to develop any sense of their mastery over their own fates and fortunes when they depend so deeply upon a multitude of distant, unknown and in many respects unknowable people who put breakfast on their table every day?",no,Left
