,Author,Contain,Political Orientation,Quotes,Unnamed: 0,auto,rep,texicity
1429,Howard Zinn,no,Left,"a young black man who had notified his draft board he could not in conscience cooperate with the draft because he was repelled by the violence of the Vietnam war. He received a five-year sentence. Gaylin writes: Hank’s was the first five-year sentence I had encountered. He was also the first black man. There were additional factors: How was your hair then? I asked. Afro. And what were you wearing? A dashiki. Don’t you think that might have affected your sentence? Of course. Was it worth a year or two of your life? I asked. That’s all of my life, he said, looking at me with a combination of dismay and confusion. Man, don’t you know! That’s what it’s all about! Am I free to have my style, am I free to have my hair, am I free to have my skin? Of course, I said. You’re right.",83491.0,0.0,1.0,young black man notified draft board could conscience cooperate draft repelled violence vietnam war received five year sentence gaylin writes hank first five year sentence encountered also first black man additional factors hair asked afro wearing dashiki think might affected sentence course worth year two life asked life said looking combination dismay confusion man know free style free hair free skin course said right
1430,Howard Zinn,no,Left,"Every now and then I am impressed with the thinking of the non-Indian. I was in Cleveland last year and got to talking with a non-Indian about American history. He said that he was really sorry about what had happened to Indians, but that there was a good reason for it. The continent had to be developed and he felt that Indians had stood in the way, and thus had had to be removed. After all, he remarked, what did you do with the land when you had it? I didn’t understand him until later when I discovered that the Cuyahoga River running through Cleveland is inflammable. So many combustible pollutants are dumped into the river that the inhabitants have to take special precautions during the summer to avoid setting it on fire. After reviewing the argument of my non-Indian friend I decided that he was probably correct. Whites had made better use of the land. How many Indians could have thought of creating an inflammable river?",83492.0,0.0,1.0,every impressed thinking non indian cleveland last year got talking non indian american history said really sorry happened indians good reason continent developed felt indians stood way thus removed remarked land understand later discovered cuyahoga river running cleveland inflammable many combustible pollutants dumped river inhabitants take special precautions summer avoid setting fire reviewing argument non indian friend decided probably correct whites made better use land many indians could thought creating inflammable river
1431,Howard Zinn,no,Left,"You ask me why the I.W.W. is not patriotic to the United States. If you were a bum without a blanket; if you had left your wife and kids when you went west for a job, and had never located them since; if your job had never kept you long enough in a place to qualify you to vote; if you slept in a lousy, sour bunkhouse, and ate food just as rotten as they could give you and get by with it; if deputy sheriffs shot your cooking cans full of holes and spilled your grub on the ground; if your wages were lowered on you when the bosses thought they had you down; if there was one law for Ford, Suhr, and Mooney, and another for Harry Thaw; if every person who represented law and order and the nation beat you up, railroaded you to jail, and the good Christian people cheered and told them to go to it, how in hell do you expect a man to be patriotic? This war is a business man’s war and we don’t see why we should go out and get shot in order to save the lovely state of affairs that we now enjoy.",83493.0,0.0,1.0,ask w w patriotic united states bum without blanket left wife kids went west job never located since job never kept long enough place qualify vote slept lousy sour bunkhouse ate food rotten could give get deputy sheriffs shot cooking cans full holes spilled grub ground wages lowered bosses thought one law ford suhr mooney another harry thaw every person represented law order nation beat railroaded jail good christian people cheered told go hell expect man patriotic war business man war see go get shot order save lovely state affairs enjoy
1432,Howard Zinn,no,Left,It was borrowed time anyway,83494.0,0.0,1.0,borrowed time anyway
1433,Howard Zinn,no,Left,"In the thirty years leading up to the Civil War, the law was increasingly interpreted in the courts to suit the capitalist development of the country. Studying this, Morton Horwitz (The Transformation of American Law) points out that the English commonlaw was no longer holy when it stood in the way of business growth. Mill owners were given the legal right to destroy other people’s property by flood to carry on their business. The law of eminent domain was used to take farmers’ land and give it to canal companies or railroad companies as subsidies. Judgments for damages against businessmen were taken out of the hands of juries, which were unpredictable, and given to judges. Private settlement of disputes by arbitration was replaced by court settlements, creating more dependence on lawyers, and the legal profession gained in importance. The ancient idea of a fair price for goods gave way in the courts to the idea of caveat emptor (let the buyer beware), thus throwing generations of consumers from that time on to the mercy of businessmen.",83495.0,0.0,1.0,thirty years leading civil war law increasingly interpreted courts suit capitalist development country studying morton horwitz transformation american law points english commonlaw longer holy stood way business growth mill owners given legal right destroy people property flood carry business law eminent domain used take farmers land give canal companies railroad companies subsidies judgments damages businessmen taken hands juries unpredictable given judges private settlement disputes arbitration replaced court settlements creating dependence lawyers legal profession gained importance ancient idea fair price goods gave way courts idea caveat emptor let buyer beware thus throwing generations consumers time mercy businessmen
1435,Howard Zinn,no,Left,"It has spread among skilled workers, white-collar workers, professionals; for the first time in the nation’s history, perhaps, both the lower classes and the middle classes, the prisoners and the guards, were disillusioned with the system.",83497.0,0.0,1.0,spread among skilled workers white collar workers professionals first time nation history perhaps lower classes middle classes prisoners guards disillusioned system
1436,Howard Zinn,no,Left,"Women were important and respected in Iroquois society. Families were matrilineal. That is, the family line went down through the female members, whose husbands joined the family, while sons who married then joined their wives’ families. Each extended family lived in a long house. When a woman wanted a divorce, she set her husband’s things outside the door.",83499.0,0.0,1.0,women important respected iroquois society families matrilineal family line went female members whose husbands joined family sons married joined wives families extended family lived long house woman wanted divorce set husband things outside door
1437,Howard Zinn,no,Left,"A New York Times/CBS News poll conducted in early 1992 showed that public opinion on welfare changed depending on how the question was worded. If the word welfare was used, 44 percent of those questioned said too much was being spent on welfare (while 50 percent said either that the right amount was being spent, or that too little was being spent. But when the question was about assistance to the poor, only 13 percent thought too much was being spent, and 64 percent thought too little was being spent.",84060.0,0.0,1.0,new york times cbs news poll conducted early  showed public opinion welfare changed depending question worded word welfare used  percent questioned said much spent welfare  percent said either right amount spent little spent question assistance poor  percent thought much spent  percent thought little spent
1438,Howard Zinn,no,Left,"It seems quite clear that much of this intense activity for Progressive reform was intended to head off socialism. Easley talked of the menace of Socialism as evidenced by its growth in the colleges, churches, newspapers. In 1910, Victor Berger became the first member of the Socialist party elected to Congress; in 1911, seventy-three Socialist mayors were elected, and twelve hundred lesser officials in 340 cities and towns. The press spoke of The Rising Tide of Socialism.",84061.0,0.0,1.0,seems quite clear much intense activity progressive reform intended head socialism easley talked menace socialism evidenced growth colleges churches newspapers  victor berger became first member socialist party elected congress  seventy three socialist mayors elected twelve hundred lesser officials  cities towns press spoke rising tide socialism
1439,Howard Zinn,no,Left,"We need to dig under the rubble of war and point out that the Bush administration is using the war as a cover for worsening the income gap in this country, while paying no attention to the problems of most of the American people, while enriching corporations.",84062.0,0.0,1.0,need dig rubble war point bush administration using war cover worsening income gap country paying attention problems american people enriching corporations
1440,Howard Zinn,no,Left,Racism was becoming more and more practical.,84063.0,0.0,1.0,racism becoming practical
1441,Howard Zinn,no,Left,"And still, even from the cells of the condemned, the message was going out: the class war was still on in that supposedly classless society, the United States.",84065.0,0.0,1.0,still even cells condemned message going class war still supposedly classless society united states
1442,Howard Zinn,no,Left,New York blacks could not vote unless they owned $250 in property (a qualification not applied to whites).,84066.0,0.0,1.0,new york blacks could vote unless owned $ property qualification applied whites
1443,Howard Zinn,no,Left,"the Trident submarine, which was capable of firing hundreds of nuclear warheads, cost $1.5 billion. It was totally useless except in a nuclear war, in which case it would only add several hundred warheads to the tens of thousands already available. That $1.5 billion was enough to finance a five-year program of child immunization around the world against deadly diseases, and prevent five million deaths",84067.0,0.0,1.0,trident submarine capable firing hundreds nuclear warheads cost $  billion totally useless except nuclear war case would add several hundred warheads tens thousands already available $  billion enough finance five year program child immunization around world deadly diseases prevent five million deaths
1444,Howard Zinn,no,Left,"Perhaps the most important thing I learned was about democracy, that democracy is not our government, our constitution, our legal structure. Too often they are enemies of democracy. Certainly this was the experience of African-Americans in this country for two hundred years. With the government failing to enforce the Fourteenth and Fifteenth Amendments to the Constitution, black men, women, and children decided to do that on their own. They organized, demonstrated, protested, challenged the law, were beaten, went to prison, some killed",84069.0,0.0,1.0,perhaps important thing learned democracy democracy government constitution legal structure often enemies democracy certainly experience african americans country two hundred years government failing enforce fourteenth fifteenth amendments constitution black men women children decided organized demonstrated protested challenged law beaten went prison killed
1445,Howard Zinn,no,Left,"Columbus was one of the great heroes of world history, to be admired for his daring feat of imagination and courage. In my account, I acknowledged that he was an intrepid sailor, but also pointed out (based on his own journal and the reports of many eyewitnesses) that he was vicious in his treatment of the gentle Arawak Indians who greeted his arrival in this hemisphere. He enslaved them, tortured them, murdered them",84070.0,0.0,1.0,columbus one great heroes world history admired daring feat imagination courage account acknowledged intrepid sailor also pointed based journal reports many eyewitnesses vicious treatment gentle arawak indians greeted arrival hemisphere enslaved tortured murdered
1446,Howard Zinn,no,Left,"The philosophy of the Declaration, that government is set up by the people to secure their life, liberty, and happiness, and is to be overthrown when it no longer does that, is often traced to the ideas of John Locke, in his Second Treatise on Government. That was published in England in 1689, when the English were rebelling against tyrannical kings and setting up parliamentary government. The Declaration, like Locke’s Second Treatise, talked about government and political rights, but ignored the existing inequalities in property. And how could people truly have equal rights, with stark differences in wealth?",84071.0,0.0,1.0,philosophy declaration government set people secure life liberty happiness overthrown longer often traced ideas john locke second treatise government published england  english rebelling tyrannical kings setting parliamentary government declaration like locke second treatise talked government political rights ignored existing inequalities property could people truly equal rights stark differences wealth
1447,Howard Zinn,no,Left,"A black man, Benjamin Banneker, who taught himself mathematics and astronomy, predicted accurately a solar eclipse, and was appointed to plan the new city of Washington, wrote to Thomas Jefferson: I suppose it is a truth too well attested to you, to need a proof here, that we are a race of beings, who have long labored under the abuse and censure of the world; that we have long been looked upon with an eye of contempt; and that we have long been considered rather as brutish than human, and scarcely capable of mental endowments I apprehend you will embrace every opportunity to eradicate that train of absurd and false ideas and opinions, which so generally prevails with respect to us; and that your sentiments are concurrent with mine, which are, that one universal Father hath given being to us all; and that he hath not only made us all of one flesh, but that he hath also, without partiality, afforded us all the same sensations and endowed us all with the same facilities. . . . Banneker asked Jefferson to wean yourselves from those narrow prejudices which you have imbibed. Jefferson tried his best, as an enlightened, thoughtful individual might. But the structure of American society, the power of the cotton plantation, the slave trade, the politics of unity between northern and southern elites, and the long culture of race prejudice in the colonies, as well as his own weaknesses",84072.0,0.0,1.0,black man benjamin banneker taught mathematics astronomy predicted accurately solar eclipse appointed plan new city washington wrote thomas jefferson suppose truth well attested need proof race beings long labored abuse censure world long looked upon eye contempt long considered rather brutish human scarcely capable mental endowments apprehend embrace every opportunity eradicate train absurd false ideas opinions generally prevails respect us sentiments concurrent mine one universal father hath given us hath made us one flesh hath also without partiality afforded us sensations endowed us facilities banneker asked jefferson wean narrow prejudices imbibed jefferson tried best enlightened thoughtful individual might structure american society power cotton plantation slave trade politics unity northern southern elites long culture race prejudice colonies well weaknesses
1448,Howard Zinn,no,Left,More than half the colonists who came to the North American shores in the colonial period came as servants.,84073.0,0.0,1.0,half colonists came north american shores colonial period came servants
1449,Howard Zinn,no,Left,"It turned out to be the most bizarre election in the nation’s history. Al Gore received hundreds of thousands of votes more than Bush, but the Constitution required that the victor be determined by the electors of each state. The electoral vote was so close that the outcome was going to be determined by the electors of the state of Florida. This difference between popular vote and electoral vote had happened twice before, in 1876 and 1888.",84074.0,0.0,1.0,turned bizarre election nation history al gore received hundreds thousands votes bush constitution required victor determined electors state electoral vote close outcome going determined electors state florida difference popular vote electoral vote happened twice  
1450,Howard Zinn,no,Left,will not hold ourselves bound to obey the laws in which we have no voice of representation.,84075.0,0.0,1.0,hold bound obey laws voice representation
1451,Howard Zinn,no,Left,"Until Americans can overcome this idealization of law, until they begin to see that law is, like other institutions and actions, to be measured against moral principles, against human needs, we will remain a static society in a world of change, a society deaf to the rising cries for justice- and therefore,a society in serious trouble.Added a quotation: The realities of american politics, it turns out, are different than as described in old civic textbooks, which tell us how fortunate we are to have the ballot. The major nominees for president are not chosen by the ballot, but are picked for us by a quadrennial political convention which is half farce, half circus, most of whose delegates have not been instructed by popular vote. For months before the convention, the public has been conditioned by the mass media on who is who, so that it will not be temped to think beyond that list which the party regulars have approved.Added a quotation: I do not think civil disobedience is enough; it is a way of protest, but in itself it does not construct a new society. There are many other things that citizens should do to begin to build a new way of life in the midst of the old, to live the way human beings should live- enjoying the fruits of the earth, the warmth of nature and of one another-without hostility, without the artificial separation of religion, or race, or nationalism. Further, not all forms of civil disobedience are moral; not all are effective.Added a quotation: It is very hard, in the comfortable environment of middle-class America, to discard the notion that everything will be better if we don't have the disturbance of civil disobedience, if we confine ourselves to voting, writing letters to our congressmen, speaking our minds politely.....somehow we must transcend our own tight, air-conditioned chambers and begin to feel their plight, their needs. It may become evident that, despite out wealth, we can have no real peace until they do. We might then join them in battering at the complacency of those who guard a false order, with that healthy commotion that has always attended the growth of justice.",84076.0,0.0,1.0,americans overcome idealization law begin see law like institutions actions measured moral principles human needs remain static society world change society deaf rising cries justice therefore society serious trouble added quotation realities american politics turns different described old civic textbooks tell us fortunate ballot major nominees president chosen ballot picked us quadrennial political convention half farce half circus whose delegates instructed popular vote months convention public conditioned mass media temped think beyond list party regulars approved added quotation think civil disobedience enough way protest construct new society many things citizens begin build new way life midst old live way human beings live enjoying fruits earth warmth nature one another without hostility without artificial separation religion race nationalism forms civil disobedience moral effective added quotation hard comfortable environment middle class america discard notion everything better disturbance civil disobedience confine voting writing letters congressmen speaking minds politely somehow must transcend tight air conditioned chambers begin feel plight needs may become evident despite wealth real peace might join battering complacency guard false order healthy commotion always attended growth justice
1453,Howard Zinn,no,Left,"I could only think one troubling thought: the police, the state, did the bidding of the holders of great wealth. How much freedom of speech and freedom of assembly you had depended on what class you were in.",84078.0,0.0,1.0,could think one troubling thought police state bidding holders great wealth much freedom speech freedom assembly depended class
1454,Howard Zinn,no,Left,We must recognize that we cannot depend on the governments of the world to abolish war because they and the economic interests they represent benefit from war.,84079.0,0.0,1.0,must recognize cannot depend governments world abolish war economic interests represent benefit war
1455,Howard Zinn,no,Left,"The government is an artificial creation, established by the people to defend everyone's equal right to life, liberty, and the pursuit of happiness. And when the government does not fulfill that obligation, it is the right of the people, in the words of the Declaration of Independence, to 'alter or abolish' the government.",84640.0,0.0,1.0,government artificial creation established people defend everyone equal right life liberty pursuit happiness government fulfill obligation right people words declaration independence alter abolish government
1456,Howard Zinn,no,Left,"His friend and fellow writer, Ralph Waldo Emerson, agreed, but thought it futile to protest. When Emerson visited Thoreau in jail and asked, What are you doing in there? it was reported that Thoreau replied, What are you doing out there?",84641.0,0.0,1.0,friend fellow writer ralph waldo emerson agreed thought futile protest emerson visited thoreau jail asked reported thoreau replied
1457,Howard Zinn,no,Left,"And one woman wrote, in 1850, in the book Greenwood Leaves: True feminine genius is ever timid, doubtful, and clingingly dependent; a perpetual childhood. Another book, Recollections of a Southern Matron: If any habit of his annoyed me, I spoke of it once or twice, calmly, then bore it quietly. Giving women Rules for Conjugal and Domestic Happiness, one book ended with: Do not expect too much.",84642.0,0.0,1.0,one woman wrote  book greenwood leaves true feminine genius ever timid doubtful clingingly dependent perpetual childhood another book recollections southern matron habit annoyed spoke twice calmly bore quietly giving women rules conjugal domestic happiness one book ended expect much
1458,Howard Zinn,no,Left,"English law was summarized in a document of 1632 entitled The Lawes Resolutions of Womens Rights: In this consolidation which we call wedlock is a locking together. It is true, that man and wife are one person, but understand in what manner. When a small brooke or little river incorporateth with Rhodanus, Humber, or the Thames, the poor rivulet looseth her name. . . . A woman as soon as she is married, is called covert . . . that is, veiled; as it were, clouded and overshadowed; she hath lost her streame. I may more truly, farre away, say to a married woman, Her new self is her superior; her companion, her master. .",84643.0,0.0,1.0,english law summarized document  entitled lawes resolutions womens rights consolidation call wedlock locking together true man wife one person understand manner small brooke little river incorporateth rhodanus humber thames poor rivulet looseth name woman soon married called covert veiled clouded overshadowed hath lost streame may truly farre away say married woman new self superior companion master
1459,Howard Zinn,no,Left,The elimination of Mr. Richard Nixon leaves intact all the mechanisms and all the false values which permitted the Watergate scandal.,84644.0,0.0,1.0,elimination mr richard nixon leaves intact mechanisms false values permitted watergate scandal
1460,Howard Zinn,no,Left,In 1777 there was a women’s counterpart to the Boston Tea Party,84645.0,0.0,1.0, women counterpart boston tea party
1461,Howard Zinn,no,Left,"We hold these truths to be self-evident, that all men are created equal , that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness.",84648.0,0.0,1.0,hold truths self evident men created equal endowed creator certain unalienable rights among life liberty pursuit happiness
1462,Howard Zinn,no,Left,"I was a Shoemaker, & got my living by my Labor. When this Rebellion come on, I saw some of my Neighbors got into Commission, who were no better than myself. I was very ambitious, & did not like to see those Men above me. I was asked to enlist as a private Soldier. . . I offered to enlist upon having a Lieutenants Commission; which was granted. I imagined my self now in a way of Promotion: if I was killed in Battle, there would be an end of me, but if my Captain was killed, I should rise in Rank, & should still have a Chance to rise higher. These Sir! were the only Motives of my entering into the Service; for as the Dispute between Great Britain & the colonies, I know nothing of it. . .",84649.0,0.0,1.0,shoemaker got living labor rebellion come saw neighbors got commission better ambitious like see men asked enlist private soldier offered enlist upon lieutenants commission granted imagined self way promotion killed battle would end captain killed rise rank still chance rise higher sir motives entering service dispute great britain colonies know nothing
1463,Howard Zinn,no,Left,"Speaking of California, the Illinois State Register asked: Shall this garden of beauty be suffered to lie dormant in its wild and useless luxuriance? . . . myriads of enterprising Americans would flock to its rich and inviting prairies; the hum of Anglo-American industry would be heard in its valleys; cities would rise upon its plains and sea-coast, and the resources and wealth of the nation increased in an incalculable degree.",84652.0,0.0,1.0,speaking california illinois state register asked shall garden beauty suffered lie dormant wild useless luxuriance myriads enterprising americans would flock rich inviting prairies hum anglo american industry would heard valleys cities would rise upon plains sea coast resources wealth nation increased incalculable degree
1464,Howard Zinn,no,Left,"Some newspapers, at the very start of the war, protested. Horace Greeley wrote in the New York Tribune, May 12, 1846:We can easily defeat the armies of Mexico, slaughter them by thousands, and pursue them perhaps to their capital; we can conquer and annex their territory; but what then? Have the histories of the ruin of Greek and Roman liberty consequent on such extensions of empire by the sword no lesson for us? Who believes that a score of victories over Mexico, the annexation of half her provinces, will give us more Liberty, a purer Morality, a more prosperous Industry, than we now have? . . . Is not Life miserable enough, comes not Death soon enough, without resort to the hideous enginery of War?",84653.0,0.0,1.0,newspapers start war protested horace greeley wrote new york tribune may   easily defeat armies mexico slaughter thousands pursue perhaps capital conquer annex territory histories ruin greek roman liberty consequent extensions empire sword lesson us believes score victories mexico annexation half provinces give us liberty purer morality prosperous industry life miserable enough comes death soon enough without resort hideous enginery war
1465,Howard Zinn,no,Left,"Harriet Tubman, born into slavery, her head injured by an overseer when she was fifteen, made her way to freedom alone as a young woman, then become the most famous conductor on the Underground Railroad. She made nineteen dangerous trips back and forth, often disguised, escorting more than three hundred slaves to freedom, always carrying a pistol, telling the fugitives, You'll be free or die. She expressed her philosophy: There was one of two things I had a right to, liberty or death; if I could not have one, I would have the other; for no man should take me alive. . .",84654.0,0.0,1.0,harriet tubman born slavery head injured overseer fifteen made way freedom alone young woman become famous conductor underground railroad made nineteen dangerous trips back forth often disguised escorting three hundred slaves freedom always carrying pistol telling fugitives free die expressed philosophy one two things right liberty death could one would man take alive
1466,Howard Zinn,no,Left,"Slaves hung on determinedly to their selves, to their love of family, their wholeness. A shoemaker on the South Carolina Sea Islands expressed in his own way: I'se lost an arm, but it hasn't gone out of my brains.",84655.0,0.0,1.0,slaves hung determinedly selves love family wholeness shoemaker south carolina sea islands expressed way se lost arm gone brains
1467,Howard Zinn,no,Left,"In 1868, the Georgia legislature voted to expel all its Negro members-two senators, twenty-five representatives-and Turner spoke to the Georgia House of Representatives (a black woman graduate student at Atlanta University later brought his speech to light):Mr. Speaker. . . I wish the members of this House to understand the position that I take. I hold that I am a member of this body. Therefore, sir, I shall neither fawn or cringe before any party, nor stoop to beg them for my rights. . . I am here to demand my rights, and to hurl thunderbolts at the men who would dare to cross the threshold of my manhood.",84656.0,0.0,1.0, georgia legislature voted expel negro members two senators twenty five representatives turner spoke georgia house representatives black woman graduate student atlanta university later brought speech light mr speaker wish members house understand position take hold member body therefore sir shall neither fawn cringe party stoop beg rights demand rights hurl thunderbolts men would dare cross threshold manhood
1468,Howard Zinn,no,Left,The laws that took the vote away from blacks,84658.0,0.0,1.0,laws took vote away blacks
1469,Howard Zinn,no,Left,"In the vision of the Mohawk chief Hiawatha, the legendary Dekaniwidah spoke to the Iroquois: We bind ourselves together by taking hold of each other’s hands so firmly and forming a circle so strong that if a tree should fall upon it, it could not shake nor break it, so that our people and grandchildren shall remain in the circle in security, peace and happiness.",84659.0,0.0,1.0,vision mohawk chief hiawatha legendary dekaniwidah spoke iroquois bind together taking hold hands firmly forming circle strong tree fall upon could shake break people grandchildren shall remain circle security peace happiness
1470,Howard Zinn,no,Left,"Very soon after the Fourteenth Amendment became law, the Supreme Court began to demolish it as a protection for blacks, and to develop it as a protection for corporations.",85220.0,0.0,1.0,soon fourteenth amendment became law supreme court began demolish protection blacks develop protection corporations
1471,Howard Zinn,no,Left,"The New York Times tells us change is necessary and protest desirable, but within limits. Poverty should be protested, but the laws should not be broken. Hence, the Poor People’s Campaign, occupying tents in Washington in the spring of 1968, is praiseworthy; but its leader, Ralph Abernathy, is deservedly jailed for violating an ordinance against demonstrating near the Capitol. The Vietnam war is wrong, but if Dr. Spock is found by a jury and judge to have violated the draft law, he must accept his punishment as right because that is the rule of the game. Thus, exactly at that moment when we have begun to suspect that law is congealed injustice, that the existing order hides an everyday violence against body and spirit, that our political structure is fossilized, and that the noise of change",85221.0,0.0,1.0,new york times tells us change necessary protest desirable within limits poverty protested laws broken hence poor people campaign occupying tents washington spring  praiseworthy leader ralph abernathy deservedly jailed violating ordinance demonstrating near capitol vietnam war wrong dr spock found jury judge violated draft law must accept punishment right rule game thus exactly moment begun suspect law congealed injustice existing order hides everyday violence body spirit political structure fossilized noise change
1472,Howard Zinn,no,Left,"A historian who studied Boston tax lists in 1687 and 1771 found that in 1687 there were, out of a population of six thousand, about one thousand property owners, and that the top 5 percent",85223.0,0.0,1.0,historian studied boston tax lists   found  population six thousand one thousand property owners top  percent
1473,Howard Zinn,no,Left,Thus it could moderate labor rebellion by channeling energy into elections,85224.0,0.0,1.0,thus could moderate labor rebellion channeling energy elections
1474,Howard Zinn,no,Left,"Right after women got the vote, the measure of their social progress can be seen in an advice column written by Dorthy Dix that appeared in newspapers all over the country. The woman should not merely be a domestic drudge, she said:. . . .a man's wife is the show window where he exhibits the measure of his achievement. . . . The biggest deals are put across over luncheon tables; . . . we meet at dinner the people who can push our fortunes. . . . The woman who cultivates a circle of worthwhile people, who belongs to clubs, who makes herself interesting and agreeable. . . . is a help to her husband.",85225.0,0.0,1.0,right women got vote measure social progress seen advice column written dorthy dix appeared newspapers country woman merely domestic drudge said man wife show window exhibits measure achievement biggest deals put across luncheon tables meet dinner people push fortunes woman cultivates circle worthwhile people belongs clubs makes interesting agreeable help husband
1475,Howard Zinn,no,Left,I ain't gonna kill; it's against my will. . . .,85226.0,0.0,1.0,gonna kill
1476,Howard Zinn,no,Left,"Dan Berrigan wrote a Meditation at the time of the Catonsville incident:Our apologies good friends for the fracture of good order, the burning of paper instead of children, the angering of the orderlies in the front parlor of the charnel house. We could not, so help us God, do otherwise. . . . We say: killing is disorder, life and gentleness and community and unselfishness is the only order we recognize. for the sake of that order, we risk our liberty, our good name. The time is past when good men can remain silent, when obedience can segregate men form public risk, when the poor can die without defense.",85227.0,0.0,1.0,dan berrigan wrote meditation time catonsville incident apologies good friends fracture good order burning paper instead children angering orderlies front parlor charnel house could help us god otherwise say killing disorder life gentleness community unselfishness order recognize sake order risk liberty good name time past good men remain silent obedience segregate men form public risk poor die without defense
1477,Howard Zinn,no,Left,"Scientists who had worked on the atom bomb added their voices to the growing movement. George Kistiakowsky, a Harvard University chemistry professor who had worked on the first atomic bomb, and later was science adviser to President Eisenhower, became a spokesman for the disarmament movement. HIs last public remarks, before his death from cancer at the age of eighty-two, were in an editorial for the Bulletin of Atomic Scientist in December 1982. I tell you as my parting words: Forget the channels. There simply is not enough time left before the world explodes. Concentrate instead on organizing, with so many others of like mind, a mass movement for peace such as there has not been before.",85228.0,0.0,1.0,scientists worked atom bomb added voices growing movement george kistiakowsky harvard university chemistry professor worked first atomic bomb later science adviser president eisenhower became spokesman disarmament movement last public remarks death cancer age eighty two editorial bulletin atomic scientist december  tell parting words forget channels simply enough time left world explodes concentrate instead organizing many others like mind mass movement peace
1478,Howard Zinn,no,Left,"When President Jimmy Carter, responding to the Soviet Union's invasion of Afghanistan, called for the registration of young men for military draft, more than 800,000 (10 percent) failed to register. One mother wrote to the New York Times:To the Editor:Thirty-six years ago I stood in front of the crematorium. The ugliest force in the world had promised itself that I should be removed from the cycle of life - that I should never know the pleasure of giving life. With great guns and great hatred, this force thought itself the equal of the force of life. I survived the great guns, and with every smile of my son, they grow smaller. It is not for me, sir, to offer my son's blood as lubricant for the next generation of guns. I remove myself and my own from the cycle of death.Isabella Leitner",85229.0,0.0,1.0,president jimmy carter responding soviet union invasion afghanistan called registration young men military draft    percent failed register one mother wrote new york times editor thirty six years ago stood front crematorium ugliest force world promised removed cycle life never know pleasure giving life great guns great hatred force thought equal force life survived great guns every smile son grow smaller sir offer son blood lubricant next generation guns remove cycle death isabella leitner
1479,Howard Zinn,no,Left,"A Hopi Indian named Sun Chief said:I had learned many English words and could recite part of the Ten Commandments. I knew how to sleep on a bad, pray to Jesus, comb my hair, eat with a knife and fork, and use a toilet. . . . I had also learned that a person thinks with his head instead of his heart.",85230.0,0.0,1.0,hopi indian named sun chief said learned many english words could recite part ten commandments knew sleep bad pray jesus comb hair eat knife fork use toilet also learned person thinks head instead heart
1480,Howard Zinn,no,Left,"The mystique that Friedan spoke of was the image of the woman as mother, wife, living through her husband, through her children, giving up her own dreams for that. She concluded: The only way for a woman as for a man, to find herself, to know herself as a person, is by creative work of her own.",85231.0,0.0,1.0,mystique friedan spoke image woman mother wife living husband children giving dreams concluded way woman man find know person creative work
1481,Howard Zinn,no,Left,"When guns boom, the arts die.",85232.0,0.0,1.0,guns boom arts die
1482,Howard Zinn,no,Left,The rural Vietnamese was not regarded simply as a pawn in a power struggle but as the active element in the thrust. He was the thrust.,85233.0,0.0,1.0,rural vietnamese regarded simply pawn power struggle active element thrust thrust
1483,Howard Zinn,no,Left,"In September 1973, a former government official in Laos, Jerome Doolittle, wrote in the New York Times:The Pentagon's most recent lies about bombing Cambodia bring back a question that often occurred to me when I was press attache at the American Embassy in Vietnam, Laos.Why did we bother to lie?When I first arrived in Laos, I was instructed to answer all press questions about our massive and merciless bombing campaign in that tiny country with: At the request of the Royal Laotian Government, The United States is conducting unarmed reconnaissance flights accompanied by armed escorts who have the right to return if fired upon.This was a lie. Every reporter to whom I told knew it was a lie. Hanoi knew it was a lie. The International Control Commission knew it was a lie. . . . After all , the lies did serve to keep something from somebody, and the somebody was us.",85234.0,0.0,1.0,september  former government official laos jerome doolittle wrote new york times pentagon recent lies bombing cambodia bring back question often occurred press attache american embassy vietnam laos bother lie first arrived laos instructed answer press questions massive merciless bombing campaign tiny country request royal laotian government united states conducting unarmed reconnaissance flights accompanied armed escorts right return fired upon lie every reporter told knew lie hanoi knew lie international control commission knew lie lies serve keep something somebody somebody us
1484,Howard Zinn,no,Left,"When the first contingents of U.S. troops were being sent to Saudi Arabia, in August of 1990, Corporal Jeff Patterson, a twenty-two-year-old Marine stationed in Hawaii, sat down on the runway of the airfield and refused to board a plane bound to Saudi Arabia. He asked to be discharged from the Marine Corps:I have come to believe that there are no justified wars. . . . I began to question exactly what I was doing in the Marine Corps about the time I began to read about history. I began to read up on America's support for the murderous regimes of Guatemala, Iran, under the Shah, and El Salvador. . . . I object to the military use of force against any people, anywhere, any time.",85235.0,0.0,1.0,first contingents u troops sent saudi arabia august  corporal jeff patterson twenty two year old marine stationed hawaii sat runway airfield refused board plane bound saudi arabia asked discharged marine corps come believe justified wars began question exactly marine corps time began read history began read america support murderous regimes guatemala iran shah el salvador object military use force people anywhere time
1485,Howard Zinn,no,Left,"Another black woman, Margaret Wright, said she was not fighting for equality with men if it meant equality in the world of killing, the world of competition. I don't want to compete on no damned exploitative level. I don't want to exploit nobody. . . . I want the right to be black and me. . . .",85236.0,0.0,1.0,another black woman margaret wright said fighting equality men meant equality world killing world competition want compete damned exploitative level want exploit nobody want right black
