Author,Quotes,Political Orientation
Glenn Beck,"Just because you in Washington and you who are so out of touch with life in the media, just because you don't believe in anything doesn't mean nobody else does. We do. You know why you're confused by this show? It's because I believe in something. You don't.  Tea parties believe in small government. We believe in returning to the principles of our founding fathers. We respect them, we revere them. Shoot me in the head before I stop talking about the founders.  Shoot me in the head if you try to change our government — I will stand against you. And so will millions of others. We believe in something. You in the media and most in Washington don't. The radicals that you and Washington have co-opted and brought in wearing sheep's clothing — change the pose. You will get the ends. You've been using them? They believe in Communism. They believe and have called for revolutionar — a revolution. You're going to have to shoot them in the head. But warning: they may shoot you. They are dangerous because they believe. Karl Marx is their George Washington. You will never change their mind. And if they feel you have lied to them — they're revolutionaries. Nancy Pelosi, those are the people you should be worried about.  Here is my advice when you're dealing with people who believe in something that strongly — you take them seriously. You listen to their words and you believe that they will follow up with what they say.",Conservative
Glenn Beck,"It is the anniversary of the 'I Have a Dream' speech from Martin Luther King. And what an appropriate day. At first we picked that date, we didn't know and I thought, ""oh jeez."" But now I think it was almost divine providence. I do. His dream has been so corrupted. Judge a man by the content of his character. Character doesn't even matter anymore in this country. It's time we picked that dream back up and finished the job.",Conservative
Glenn Beck,"He also helped start the Tides Foundation, which among its many super, super classics are the anti-capitalist Story of Stuff, indoctrination video. Yes, George Soros money. Isn't that great? Shown in schools all across America to warp your children's brains and make sure they know how evil capitalism is.",Conservative
Glenn Beck,"They want a race war. We must be peaceful people. They are gonna poke and poke and poke, and our government is going to stand by and let them do it. We must be — we must take the role of Martin Luther King, because I do not believe that Martin Luther King believed in, ""Kill all white babies.""",Conservative
Glenn Beck,"But people have been acting as though no white man can mention or praise or support the mission of Martin Luther King. I'm sorry, African Americans don't own Martin Luther King; it's a human idea, just like white people don't own George Washington or Abraham Lincoln. These are American icons and ideas, and we are all Americans.",Conservative
Glenn Beck,"This is kind of complex, because Jesus did identify with the victims. But Jesus was not a victim. He was a conqueror…Jesus conquered death. He wasn’t victimized. He chose to give his life….If he was a victim, and this theology was true, then Jesus would’ve come back from the dead and made the Jews pay for what they did. That’s an abomination.",Conservative
Glenn Beck,"Well, they have the education system. They have the media. They have the capitalist system. What do you think the Tides Foundation was? They infiltrate and they saw under Ronald Reagan that capitalists were not for all of this nonsense, so they infiltrated. Now, they are using failing capitalism to destroy it.",Conservative
Glenn Beck,"You believe that America is the last best hope for the free world. Boy, was I a moron for believing that. Nope, there are a lot of people that believe that we are the oppressor. This man states it. He states in this book ""The purpose is to create mass organizations to seize power."" Wow! That almost sounds like the Tides Foundation.",Conservative
Glenn Beck,"No Peace without Hope, No Hope without Liberty, No Liberty without Integrity, No Integrity without Virtue, No Virtue without Enlightenment, No Enlightenment without Truth.",Conservative
Glenn Beck,"Be who you really are, not who you allowed yourself to become.",Conservative
Glenn Beck,"""Beck has mentioned the Tides Foundation 30 times on his Fox News show, accusing them"" — accusing them — ""of being anti-capitalist far-left radicals and indoctrinating children."" I stand by each one of those. ""There are no records"", this is what is obscene, ""there are no records of any other talk show mentioning the Tides Foundation."" I am the only one that has mentioned the Tides Foundation. So, that's what they're using. This guy couldn't have find this out on his own, it had to come from me. America, if you don't think that they will use anything, they will. They absolutely will.",Conservative
Glenn Beck,"The Tides Foundation is made specifically to launder the money. It's made specifically so you can, you can be anybody, give to them, and they will give to the lefty organizations without your name on it. So you specifically do not know who's giving to these organizations.",Conservative
Glenn Beck,"Free Press is a Marxist organization, and it— the FCC is now riddled with Free Press people. The White House, riddled with people that are taking phone calls from Free Press.",Conservative
Glenn Beck,"The Lord will always send a people wake-up calls. And he has been sending us wake-up call, after wake-up call, after a wake-up call. … He has been sending us wake-up calls, and you can send two kinds of wake-up calls. One through fear, like 9/11. 9/11 woke us up, and we stood shoulder-to-shoulder for a very short period of time.",Conservative
Glenn Beck,We must go to God Boot Camp and straighten our own lives up so we can help people out in the rest of the world and guide them down the stairs and out of the building into safety.,Conservative
Glenn Beck,"There was a time not too long ago in this country that we used to walk through walls of fire to make sure we weren't funding Hamas or Hezbollah.  I have news for ya: there are a lot of universities that are just as dangerous with indoctrination of our children as these terror groups are in Iran or North Korea. With the poll numbers continuing to slide for the new health care bill, our Health and Human Services Secretary Kathleen Sebelius just said, and I quote, ""We need a [video: RE-EDUCATION in fullscreen boldface] re-education process [video of Beck resumes] on healthcare."" Oh. Well, how very Kim Jong-Il of you. Or dare I say it? Mao is the ""in"" one now, isn't he? Re-education. — America, while you have been working hard, while you have been busting your butt, while you have thought we all generally agree on things, we have been setting up re-education camps. We call them 'universities'.",Conservative
Glenn Beck,"Soros and the Tides Foundation have been trying to indoctrinate our kids. Do you remember that stupid— what was the name of that film that they did? [clip comes up on monitor] There it is, The Story of Stuff.",Conservative
Glenn Beck,"Glenn Beck: And it goes nowhere if you go onto 'compassion, compassion, compassion, compassion' or well, 'They should've put it out, what is the fire department for?' No, what is the 75 dollars for. To keep the firemen available, to keep the firetrucks running, to pay for the fire department to have people employed to put the fire out. If you don't pay your 75 dollars then that hurts the fire department. They can't use those resources, and you would be sponging off your neighbor's 75 dollars if they put out your neighbor's house and you didn't pay for it — I mean, if your neighbor didn't pay for it, you did, and they put out their house — your neighbor is sponging off of your 75 dollars.Pat Gray: And as soon as they put out the fire of somebody who didn't pay the 75 bucks,(in unison) no onePat Gray: will pay the 75 dollars.Glenn Beck: Why would you pay the 75 dollars, you don't have to, they're gonna put it out anyway? Nobody pays attention.",Conservative
Glenn Beck,"I want you to go to GlennBeck.com, where is it, donate to the US Chamber of Commerce, click on that and it will take you to secure.uschamber.com. It's how to donate to the Chamber of Commerce. I would like to have this the largest day of fundraising for the Chamber of Commerce ever.",Conservative
Glenn Beck,"So who makes the choice then for you, Homer? Once again, progressives know better than you, and you are now paying to have Cass Sunstein, a guy who I say is the most dangerous man in America, because first it's nudge, then it's shove, then it becomes shoot. Some will argue, ""Aw come on, it's only about school lunches, what's the big deal, it's school lunches."" Really? I don't know about you, but I don't want the federal government in my schools- in my kid's lunch bag.",Conservative
Glenn Beck,I don't think we came from monkeys. I think that's ridiculous. I haven't seen a half-monkey/half-person yet.,Conservative
Glenn Beck,"They have to make you care. They have to force it down your throat. When anyone has to force it, it's a problem. You didn't have to force that the world was round. You didn't have to.",Conservative
Glenn Beck,"If you go to Cass Sunstein, what net neutrality means is now if you go to FoxNews.com, you will have Arianna Huffington, a little box pop up with her showing that ""Bill O'Reilly is wrong on this"" or ""here's an opposing view of Bill O'Reilly"".",Conservative
Glenn Beck,"I know the progressives are using progressive tactics. They're not using Nazi tactics. They're— they're— they're— The real answer is the Nazis were using early American progressive tactics. And that's not my opinion, that's historic fact.",Conservative
Glenn Beck,"One, a caliphate is a global government, and you know that's where we're headed. Everybody is headed now towards a global government. Well, so are the Islamic extremists, except theirs is Sharia law and infidels will be beheaded. The Shiite Muslims, the ones in Iran, believe in — and not all of them, not the people necessarily on the street — but the real radicals, the revolutionaries and the people at the very top are called Twelvers. They believe in the Twelfth Imam. And that will — that Twelfth Imam, when he returns, he will set up a global caliphate in ancient Babylon. This one should gravely concern you because he has all of the earmarks — in their own writings — of an antichrist, or the Antichrist. I don't know if he is or not. But there are those who will just claim, you know, he's the Twelfth Imam, et cetera et cetera. And the way to get there is global chaos.",Conservative
Glenn Beck,"Reformed rabbis are generally political in nature. It's almost like Islam, radicalized Islam in a way, to where it is just — radicalized Islam is less about religion than it is about politics. When you look at the Reform Judaism, it is more about politics.",Conservative
Glenn Beck,"May I recommend, if you're doing your own homework, don't do a Google search. Seems to me that Google is pretty deeply in bed with the government. Maybe this is explaining why Google is being kicked out of all the other countries? Are they just a shill now for the United States government? Who is Jared Cohen? Is he private citizen or government operative? And isn't this the second Google guy we've found? This is the second Google executive now being exposed as an instigator of a revolution.",Conservative
Glenn Beck,"We have the State Department working together with Google, MTV, MSNBC, Facebook, all of these— all of these giant corporations. Google now has two executives that we know of that were charged to help this revolution.",Conservative
Glenn Beck,"Is there anything more powerful than Google? And our government is in bed with them, as we will show you tomorrow, in unbelievable ways. Unbelievable ways. We have, um, and have had for a while, people inside of Google who have alerted this program to things. There are people inside of Google who are terrified of some of the things that Google is doing and is involved in.",Conservative
Glenn Beck,"It is difficult to deny at this point, isn't it? Isn't it? Is it a little hard to deny that radicals, Islamicists, Communists, socialists will work together against Israel, against capitalism, and they'll try to work together to overturn stability? Who in the media is telling you this? Who? NAME THEM! Where are they? How can they possibly deny it at this point? And why wouldn't they tell you these things? Why?",Conservative
Glenn Beck,"We have a president who apparently loves instability and revolution, and that is the antithesis [pointing at blackboard] of those two words, ""Social Security"".",Conservative
Glenn Beck,"[Tyler Perry] has the luxury of not doing the political stuff, which is really where I want to be as a company.",Conservative
Glenn Beck,"Now look, I'm not saying God is, you know, causing earthquakes. Well—I'm not saying that he—I'm not not saying that either. God — what God does is God's business, I have no idea. But I'll tell you this: whether you call it Gaia or whether you call it Jesus — there's a message being sent. And that is, ""Hey, you know that stuff we're doing? Not really working out real well. Maybe we should stop doing some of it."" I'm just sayin'.",Conservative
Glenn Beck,"We are living in times that I believe God will judge each of us for what we do and do not do. And if it's not God, it will at least be historians. I will go back to say what I said at the beginning of the year: There is great and powerful evil but there is great and powerful light as well. Get into the light and stand in it because evil is growing rapidly.",Conservative
Glenn Beck,"But I'm telling you, it's going to change lives. I don't know how—I don't know what's going to happen, quite honestly — but it's going to change lives. It is a life-changing, and I think, a planet course-altering event and I would invite you to join us either physically or virtually.",Conservative
Glenn Beck,"It's either going to be something that everybody ignores, or I swear to you, and I mean this sincerely, there's a possibility a pillar of fire appears. I mean, I think this could be miraculous. Or y'know, something in between that option, there.",Conservative
Glenn Beck,"If you have money in the stock market, if you have... may I just recommend you have some cash handy, that you have your food and everything else ready. I hope to God that none of this stuff happens, but you have people who are anarchist revolutionaries who are intent on collapsing the system, they are trying to break the system.",Conservative
Glenn Beck,"These people are not interested in creative destruction, they are only interested in destruction. That leads to gas chambers. That leads to, uh, guillotines. That leads to millions dead. That leads to Mao. That leads to totalitarianism. Every. Single. Time.",Conservative
Glenn Beck,"Hate is on a scale, and is growing on a planetary scale of unprecedented size. The violent left is coming to our streets, all of our streets, to smash, to tear down, to kill, to bankrupt, to destroy. It is will be global in its nature and global in its scope.",Conservative
Glenn Beck,"There is a race war that is going on in our country, declared by the Black Panthers and Louis Farrakhan and anybody else who says that America somehow or another stole the land from Mexico. There is a race war. It wasn't started by us, but they have declared it, and we must end it. There is a war between the political parties, both of them, and the American people. We did not start it, but we must end it. There is a war between the media and the truth. And it must end.",Conservative
Glenn Beck,"Capitalists, if you think that you can play footsies with these people, you're wrong. They will come for you and drag you into the streets and kill you.",Conservative
Glenn Beck,"These guys are worse than Robespierre from the French Revolution. Remember, Robespierre wasn't talking about just beheading everybody. That came later. These guys don't even have power. They don't even have power. They'll kill everybody.",Conservative
Glenn Beck,"Allen West: We're going to be successful Tuesday night, don't worry.Glenn Beck: I'm not worried, I think that— I believe in the protection of divine Providence. And I believe there are millions of Americans that are— still believe in and are still harkening to the spirit and harkening to God and God is not neutral in freedom of all of mankind. And if America falls, freedom all over the world takes a mighty blow, and it may take a thousand years to be able to recover from it. And he's not neutral. His work isn't done. And as long as we are decent, God-fearing people, we will be preserved to do his will. And I think that's exactly what you're going to see on Tuesday. I do.",Conservative
Glenn Beck,"Glenn Beck: But I was standing on the stage with Freedom Works on Friday in a show that we’re going to air tonight at 8:00 on TheBlaze and I was giving a speech and it struck me about halfway through, the similarities of what is being done right now to the beginning of our country— we are repeating, and we're at the very beginning of it, but we're repeating all of the steps that it took for use to be free in— around the time of the Declaration of Independence, don't you think?David Barton: I agree. And I look—Glenn Beck: It's starting to happen.",Conservative
Glenn Beck,"But I believe in the American people. I believe that we are not too far gone. I believe that people can watch and see the difference. They can feel the difference. When you watch Barack Obama, you can just see he is angry. When you watch Mitt Romney, you can see he is not. We are not an angry nation. We don't listen to demagogues like that. It doesn’t work. No matter how much power he has amassed, no matter how many friends in the media he has, Americans know. And if they reject it this time, if they're so dead inside - that's a possibility - if they're so dead inside that they can no longer see the difference between good and evil, we have to be destroyed because we will be a remarkable evil on this planet.",Conservative
Glenn Beck,"We are Germany 1930. And if people don't speak out, you have no choice of changing course later. You can deny it all you want, but the socialist revolution is here.",Conservative
Glenn Beck,"""Shut up, sit down, zip your mouth. Know that I am God."" Okay. When we have the chance, if this stuff all falls into place, that The Blaze is going through right now, I'm telling you — miracles, absolute miracles.",Conservative
Glenn Beck,"You want to talk about rape? That's— that's media rape right there. You said you would not do that! Since when does your no mean yes? Do you know the definition of no, sir? You've just raped Bill Cosby. You said you wouldn't do it. You just did it. And then you blamed it on him. My gosh, maybe we should have a lesson on rape.",Conservative
Glenn Beck,"I beg you not to listen to the experts in this country anymore. The fools disguised in tweed jackets or ascots of the Ivy League campuses. The scholars and the experts and those who have been around in the State Department forever, blahdy blahdy blahdy. They couldn't find their way through an unlocked door at a locksmith shop. They come on TV and they lecture you about how everything is fine and everything is in a box. I have news for you: I believe it was the great philosopher Depeche Mode that said ""nothing is impossible."" Life is outside of the box now and if you're inside of the box, you'll suffocate.",Conservative
Glenn Beck,"Donald Trump I really truly believe is a very dangerous man. If you listen to the things he said this weekend... ‍'‍I could go onto Fifth Avenue and shoot people and I wouldn't lose a vote‍'‍. He has joked about killing reporters — and 'not' killing reporters like Putin does... We don't change with the mood of the country. That is the problem with our country right now. The Constitution is to anchor us in principles that help temper the mood of the country... The mood of the country is very angry, but you never make a good decision when you are angry... The worst thing we can do is to now start looking at, who is going to get revenge? One of the things that Donald Trump does, when you have a guy who is angry and then has an enemies list and starts to just take people down over and over and over again — if you disagree with him, he destroys you. If that is the mood of the country, we are in more trouble than I thought.",Conservative
Mona Charen,"I am disappointed in people on our side for being hypocrites about sexual harassers and abusers of women, who are in our party, who are sitting in the White House, who brag about their extramarital affairs, who brag about mistreating women—and because he happens to have an ""R"" next to his name we look the other way...This is a party that endorsed Roy Moore for the Senate in the State of Alabama even though he was a credibly accused child molester. You cannot claim that you stand for women and put up with that...Speaking of bad guys, there was quite an interesting person who was on this stage the other day. Her name is Marion Le Pen. Now, why was she here? Why was she here? She’s a young, no-longer-in-office politician from France. I think the only reason she was here is because she’s named Le Pen. And the Le Pen name is a disgrace. Her grandfather (Jean-Marie Le Pen) is a racist and a Nazi. She claims that she stands for him. And the fact that CPAC invited her is a disgrace.",Conservative
Mona Charen,"Let me put it this way, I think he [Donald Trump] is very eager not to upset the racists who like him. Too eager.",Conservative
Mona Charen,"I’ve been a conservative my entire life. ... So you’d think that the Conservative Political Action Conference, or CPAC, would be a natural fit. It once was. But on Saturday, after speaking to this year’s gathering, I had to be escorted from the premises by several guards who seemed genuinely concerned for my safety. What happened to me at CPAC is the perfect illustration of the collective experience of a whole swath of conservatives since Donald Trump became the Republican nominee. We built and organized this party — but now we’re made to feel like interlopers.",Conservative
Mona Charen,I know how encouraged I feel whenever someone simply states the truth.,Conservative
Mona Charen,"Like the Republican Party, CPAC has become heavily Trumpified. ... So it has come to this: a conservative group whose worst fault in years past may have been excessive flat tax enthusiasm now opens its doors to the blood and soil nationalists of Europe.",Conservative
Mona Charen,"But this time, and particularly in front of this crowd, it felt far more urgent to point out the hypocrisy of our side. How can conservative women hope to have any credibility on the subject of sexual harassment or relations between the sexes when they excuse the behavior of President Trump? And how can we participate in any conversation about sexual ethics when the Republican president and the Republican Party backed a man (Roy Moore) credibly accused of child molestation for the United States Senate? I watched my fellow panelists’ eyes widen. And then the booing began. I’d been dreading it for days, but when it came, I almost welcomed it. There is nothing more freeing than telling the truth. And it must be done, again and again, by those of us who refuse to be absorbed into this brainless, sinister, clownish thing called Trumpism, by those of us who refuse to overlook the fools, frauds and fascists attempting to glide along in his slipstream into respectability. I spoke to a hostile audience for the sake of every person who has watched this spectacle of mendacity in disbelief and misery for the past two years. Just hearing the words you know are true can serve as ballast, steadying your mind when so much seems unreal.",Conservative
Mona Charen,"Politicians, activists and intellectuals have succumbed with numbing regularity, betraying every principle they once claimed to uphold. But there remains a vigorous remnant of dissenters. I hear from them.",Conservative
David Frum,"When liberals insist that only fascists will defend borders, then voters will hire fascists to do the job liberals won't do.",Conservative
David Frum,"The thing to fear from the Trump presidency is not the bold overthrow of the Constitution, but the stealthy paralysis of governance; not the open defiance of law, but an accumulating subversion of norms; not the deployment of state power to intimidate dissidents, but the incitement of private violence to radicalize supporters.  Trump operates not by strategy, but by instinct.  His great skill is to sniff his opponents' vulnerabilities: ""low energy"", ""little"", ""crooked"", ""fake"".  In the same way, Trump has intuited the weak points in the American political system and in American political culture.  Trump gambled that Americans resent each other's differences more than they cherish their shared democracy.  So far, that gamble has paid off.",Conservative
David Frum,"An American-led overthrow of Saddam Hussein - and the replacement of the radical Baathist dictatorship with a new government more closely aligned with the United States would put America more wholly in charge of the region than any power since the Ottomans, or maybe even the Romans.",Conservative
David Frum,"When you just look at the map of American elections, I mean, barring some truly extraordinary event that utterly destroys the credibility of the incumbent presidential party, it’s very hard to see that Donald Trump, who is so unacceptable to so many groups in American society, can beat Hillary Clinton.",Conservative
David Horowitz,The black middle-class in America is a prosperous community that is now larger in absolute terms than the black underclass. Does its existence not suggest that economic adversity is the result of failures of individual character rather than the lingering after-effects of racial discrimination and a slave system that ceased to exist well over a century ago?,Conservative
David Horowitz,"On campuses across this country, embedded in the leadership of every radical ""anti-war"" protest group, are organizations that promote the culture of Islamic terrorism and its anti-Western, anti-Israeli and anti-American agendas. One that will serve as an example for the others is the radical Muslim Student Association (MSA). The Muslim Student Association is an organization financed by the Saudis and also by student funds at every university where it operates. The ideas and enthusiasms that it promotes among impressionable college students should give every American cause for concern.",Conservative
David Horowitz,"They are radical groups who identify with the violent jihad of Islamacist terror organizations like al-Qaeda, Hizbollah, Islamic Jihad and Hamas. And they have the support of a radical culture that regards America as the Great Satan, and Muslims and Arabs as the people whom America oppresses.",Conservative
David Horowitz,"Baghdad is liberated. In the days to come let us not forget that if it was not for one man, and one man alone — George Bush — the people of Iraq would not be celebrating in the streets and pulling down Saddam's statues today... We have entered the era of a new civil war between the forces of freedom and the powers of Islamo-fascist and communist darkness, and once again the left is clearly determined to take its stand on the other side. The good news is that America is back. Our military has performed superlatively. Our leadership has stood tall. We ourselves can celebrate over this and look confidently towards what lies ahead.",Conservative
David Horowitz,"Politics is about winning. If you don’t win, you don’t get to put your principles into practice. Therefore, find a way to win, or sit the battle out.",Conservative
David Horowitz,"Until the arrival of Arafat and the Palestinian terrorists, Lebanon was a Christian democracy. But Islamic radicalism could not tolerate either Christianity or democracy. This — not the presence of tiny Israel (one hundred times smaller than its current antagonists) is the root cause of the violence in the Middle East. The cause is Arab intolerance and Islamic hate. One Jewish state among 22 Arab states was one too many. Six million Jews among 300 million Arabs was too much to bear. A sliver of land, less than one percent of the Arab land mass, which belonged to first to the Turks and then to the British was an imperialist outrage.",Conservative
David Horowitz,The source of the terror in Lebanon as in Iraq is to be found in the Koran and in the despotisms of the Arab Middle East.,Conservative
David Horowitz,"We are divided not only about political facts and social values, but also about what the Constitution itself means. The crusaders on this issue choose to ignore these problems and are proposing to deny the will of 64 million voters by appealing to five Supreme Court Justices (since no one is delusional enough to think that the four liberal justices are going to take the presidency away from Obama). What kind of conservatism is this?",Conservative
David Horowitz,"I have written a book with Jacob Laksin about universities called One Party Classroom. Among other things, the title highlights the fact that so-called liberals have purged American faculties of conservative voices. It has been the most successful witch-hunt in American history.",Conservative
David Horowitz,"I'm an agnostic, but I understand that a book like the Bible that has been around as long as it has, because there is wisdom in it. People don't read over two thousand years, four thousand years, a book that doesn't have wisdom. Think of the story of Genesis. Adam and Eve were given paradise. It's better than anything that Nanci Pelosi promises, the garden of Eden, they didn't have to work, there was no pain, they lived forever, plucked fruit from the trees, but, there was one rule, which was: ""Do not eat of the tree of Knowledge of good and evil"", don't eat from that tree. Well, our foreparents were too ornery to obey that law and so they were expelled from the garden, and God put an angel with a flaming sword in the entrance to Eden. This is a very important parable for understanding where we are. An angel with a flaming sword to prevent human beings from returning to Eden, only by a divine hand, could we return. The whole agenda of the left, is to return us to Eden.",Conservative
Jeane Kirkpatrick,"Russia is playing chess, while we are playing Monopoly. The only question is whether they will checkmate us before we bankrupt them.",Conservative
Jeane Kirkpatrick,"Traditional autocrats leave in place existing allocations of wealth, power, status, and other re- sources which in most traditional societies favor an affluent few and maintain masses in poverty. But they worship traditional gods and observe traditional taboos. They do not disturb the habitual rhythms of work and leisure, habitual places of residence, habitual patterns of family and personal relations. Because the miseries of traditional life are familiar, they are bearable to ordinary people who, growing up in the society, learn to cope, as children born to untouchables in India acquire the skills and attitudes necessary for survival in the miserable roles they are destined to fill.",Conservative
Jeane Kirkpatrick,"And now, the American people, proud of our country, proud of our freedom, proud of ourselves, will reject the San Francisco Democrats and send Ronald Reagan back to the White House.",Conservative
Jeane Kirkpatrick,"When our Marines, sent to Lebanon on a multinational peacekeeping mission with the consent of the United States Congress, were murdered in their sleep, the ""blame America first crowd"" didn't blame the terrorists who murdered the Marines, they blamed the United States.  But then, they always blame America first. . . .  The American people know better.",Conservative
Jeane Kirkpatrick,"When Marxist dictators shoot their way into power in Central America, the San Francisco Democrats don't blame the guerrillas and their Soviet allies. They blame United States policies of 100 years ago. But then they always blame America first.",Conservative
Jeane Kirkpatrick,"Neither nature, experience, nor probability informs these lists of 'entitlements', which are subject to no constraints except those of the mind and appetite of their authors.",Conservative
Jeane Kirkpatrick,Vietnam presumably taught us that the United States could not serve as the world’s policeman; it should also have taught us the dangers of trying to be the world’s midwife to democracy when the birth is scheduled to take place under conditions of guerrilla war.,Conservative
Jeane Kirkpatrick,No idea holds greater sway in the minds of educated Americans that the belief that it is possible to democratize governments anytime and anywhere under any circumstances .,Conservative
Jeane Kirkpatrick,"The speed with which armies collapse, bureaucracies abdicate, and social structures dissolve once the autocrat is removed frequently surprises American Policy makers.",Conservative
Jeane Kirkpatrick,"Decades, if not centuries are normally required for people to acquire the necessary disciplines and habits. (for democracy) In Britain, the road to (democratic government) took seven centuries to traverse .",Conservative
Jeane Kirkpatrick,"Americans need to face the truth about themselves, no matter how pleasant it is.",Conservative
Charles Krauthammer,There is no comparing the brutality and cynicism of today’s pop culture with that of forty years ago: from High Noon to Robocop is a long descent.,Conservative
Charles Krauthammer,"In science, modesty and genius do not coexist well together. (In Washington, modesty and cleverness don’t.) Einstein is perhaps the most famous exception to the rule.",Conservative
Charles Krauthammer,"Communism always had sympathetic Westerners who amounted to a fifth column, including communist parties and intellectuals. Its appeal made it a double threat, internal and external. In the old days, communist parties were on the verge of getting parliamentary majorities in some European countries. That threat doesn't exist with Islam. The fundamentalists have nothing like that demographic or political import, even in Europe. The Muslim population in America is not much fundamentalist, nor radicalized. Rather, it accepts American religious pluralism and lives, like other religions, in a quite harmonious and pluralistic way. Of all the ideologies remaining in the world in the debris of the collapsed Soviet empire, fundamentalist Islam is the only one that, at least in our lifetime, appears to pose a serious problem to the West. It's the only expressly anti-Western ideology of any importance in the world and it means to destroy the Western position, Western institutions, Western culture, wherever it can. This occurred in Iran, and will happen again in Algeria. Should fundamentalists take power in Egypt, there will be profound geopolitical consequences. A region very important to us will be destabilized, with many problems resulting. Once that happens, we'll be asking ourselves why we weren't worrying about this years ago.",Conservative
Charles Krauthammer,"There's something in the Western psyche, especially the Western liberal, pluralistic psyche, that finds it impossible to believe that radical ideologues mean what they say. We didn't believe communists or fascists, and in the early days we found it impossible to believe the Khomeinists. Yet these are people who do believe what they say. Attempts to moderate their behavior invariably fail; these are exercises in our heads. We need a policy of strong opposition to the fundamentalists and of strong support for those Muslims who stand up to them.",Conservative
Charles Krauthammer,"Every two years the American politics industry fills the airwaves with the most virulent, scurrilous, wall-to-wall character assassination of nearly every political practitioner in the country — and then declares itself puzzled that America has lost trust in its politicians.",Conservative
Charles Krauthammer,"In the Middle Ages people took potions for their ailments. In the 19th century they took snake oil. Citizens of today’s shiny, technological age are too modern for that. They take antioxidants and extract of cactus instead.",Conservative
Charles Krauthammer,"Israel is different. In Israel the great temptation of modernity — assimilation — simply does not exist. Israel is the very embodiment of Jewish continuity. It is the only nation on earth that inhabits the same land, bears the same name, speaks the same language, and worships the same God that it did 3,000 years ago. You dig the soil and you find pottery from Davidic times, coins from Bar Kokhba, and 2,000-year-old scrolls written in a script remarkably like the one that today advertises ice cream at the corner candy store.",Conservative
Charles Krauthammer,Obsession with self is the motif of our time.,Conservative
Charles Krauthammer,"Reading conventional notions of class struggle and anti-colonialism into bin Laden, the Taliban, and radical Islam is not just solipsistic. It is nonsense. If poverty and destitution, colonialism and capitalism are animating radical Islam, explain this: In March, the Taliban went to the Afghan desert where stood great monuments of human culture, two massive Buddhas carved out of a cliff. At first, Taliban soldiers tried artillery. The 1,500-year-old masterpieces proved too hardy. The Taliban had to resort to dynamite. They blew the statues to bits, then slaughtered 100 cows in atonement-for having taken so long to finish the job. Buddhism is hardly a representative of the West. It is hardly a cause of poverty and destitution. It is hardly a symbol of colonialism. No. The statues represented two things: an alternative faith and a great work of civilization. To the Taliban, the presence of both was intolerable.",Conservative
Charles Krauthammer,"[R]adical Islam is heir, above all, to Nazism. The destruction of the World Trade Center was meant not only to wreak terror. Like the smashing of the Bamiyan Buddhas, it was meant to obliterate greatness and beauty, elegance and grace. These artifacts represented civilization embodied in stone or steel. They had to be destroyed. This worship of death and destruction is a nihilism of a ferocity unlike any since the Nazis burned books, then art, then whole peoples. Goebbels would have marvelled at the recruitment tape for al Qaeda, a two-hour orgy of blood and death: image after image of brutalized Muslims shown in various poses of victimization, followed by glorious images of desecration of the infidel-mutilated American soldiers in Somalia, the destruction of the USS Cole, mangled bodies at the American embassies in Kenya and Tanzania.",Conservative
Charles Krauthammer,"Once again, the world is faced with a transcendent conflict between those who love life and those who love death both for themselves and their enemies. Which is why we tremble. Upon witnessing the first atomic bomb explode at the Trinity site at Alamogordo, J. Robert Oppenheimer recited a verse from the Hindu scripture ""Bhagavad Gita"": ""Now I am become death, the destroyer of worlds."" We tremble because for the first time in history, nihilism will soon be armed with the ultimate weapons of annihilation. For the first time in history, the nihilist will have the means to match his ends. Which is why the war declared upon us on September 11 is the most urgent not only of our lives, but in the life of civilization itself.",Conservative
Charles Krauthammer,"When under attack, no country is obligated to collect permission slips from allies to strike back.",Conservative
Charles Krauthammer,"The way I see it, dogs had this big meeting, oh, maybe 20,000 years ago. A huge meeting — an international convention with delegates from everywhere. And that's when they decided that humans were the up-and-coming species and dogs were going to throw their lot in with them. The decision was obviously not unanimous. The wolves and dingoes walked out in protest.",Conservative
Charles Krauthammer,'Optimism' is the perfect way to trivialize everything that Reagan was or did. […] Optimism? Every other person on the No. 6 bus is an optimist. What distinguished Reagan was what he did and said. Reagan was optimistic about America amid the cynicism and general retreat of the post-Vietnam era because he believed unfashionably that America was both great and good.,Conservative
Charles Krauthammer,"My proposition is this: A vast number of Americans who oppose legalization and fear new waves of immigration would change their minds if we could radically reduce new — i.e., future — illegal immigration. Forget employer sanctions. Build a barrier. It is simply ridiculous to say it cannot be done. If one fence won't do it, then build a second 100 yards behind it. And then build a road for patrols in between. Put in cameras. Put in sensors. Put out lots of patrols.",Conservative
Charles Krauthammer,"In an essay 10 years ago, I pointed out that it is utterly logical for polygamy rights to follow gay rights. After all, if traditional marriage is defined as the union of (1) two people of (2) opposite gender, and if, as advocates of gay marriage insist, the gender requirement is nothing but prejudice, exclusion and an arbitrary denial of one's autonomous choices in love, then the first requirement — the  number restriction (two and only two) — is a similarly arbitrary, discriminatory and indefensible denial of individual choice.",Conservative
Charles Krauthammer,The new Detroit churning out Schumer-mobiles will make the steel mills of the Soviet Union look the model of efficiency.,Conservative
