,Author,Quotes,Political Orientation,auto,texicity,rep
2216,Paul Manafort,"Frankly, what Secretary Clinton did in her speech on Thursday was totally ignoring it. She sees an America that, ""Morning in America,"" as she said. It's not morning in America. And if it's midnight in America, like she accused Mr. Clinton of, it's the policies of Obama and Clinton that caused it to be midnight. Mr. Trump has neither position.",Conservative,0,frankly secretary clinton speech thursday totally ignoring sees america morning america said morning america midnight america like accused mr clinton policies obama clinton caused midnight mr trump neither position,1
2217,Paul Manafort,"This is not a temperament issue. The Clinton campaign needs to try to make it into a temperament issue for one reason because they know that over 70 percent of the American people don't believe a thing she says. And so, therefore, her putting up policies that she's going to do have no credibility.",Conservative,0,temperament issue clinton campaign needs try make temperament issue one reason know  percent american people believe thing says therefore putting policies going credibility,1
2218,Paul Manafort,"Her talking about the Obama Administration has done a great job and deserves an A on the economy. I mean, please, let's talk to American families and sit around the dinner table at night figuring how to pay their bills. The American economy is not in good shape; productivity is failing.",Conservative,0,talking obama administration done great job deserves economy mean please let us talk american families sit around dinner table night figuring pay bills american economy good shape productivity failing,1
2219,Paul Manafort,"The focus of NCPAC was to use all the tools of a campaign, but instead of having a candidate, to use it through a political action committee.",Conservative,0,focus ncpac use tools campaign instead candidate use political action committee,1
2221,Paul Manafort,"What we were doing was sort of trying to use our relationships that we had built up, first through Young Republicans and then through NCPAC, and to create a business that would focus on political consulting.",Conservative,0,sort trying use relationships built first young republicans ncpac create business would focus political consulting,1
2222,Paul Manafort,"I will stipulate for the purpose of today that, you know, you could characterize this as influence peddling.",Conservative,0,stipulate purpose today know could characterize influence peddling,1
2223,Milton Friedman,"If we are to use effectively these abstract models and this descriptive material, we must have a comparable exploration of the criteria for determining what abstract model it is best to use for particular kinds of problems, what entities in the abstract model are to be identified with what observable entities, and what features of the problem or of the circumstances have the greatest effect on the accuracy of the predictions yielded by a particular model or theory.",Conservative,0,use effectively abstract models descriptive material must comparable exploration criteria determining abstract model best use particular kinds problems entities abstract model identified observable entities features problem circumstances greatest effect accuracy predictions yielded particular model theory,1
2224,Milton Friedman,"The construction of hypotheses is a creative act of inspiration, intuition, invention; its essence is the vision of something new in familiar material. The process must be discussed in psychological, not logical, categories; studied in autobiographies and biographies, not treatises on scientific method; and promoted by maxim and example, not syllogism or theorem.",Conservative,0,construction hypotheses creative act inspiration intuition invention essence vision something new familiar material process must discussed psychological logical categories studied autobiographies biographies treatises scientific method promoted maxim example syllogism theorem,1
2225,Milton Friedman,"Over the period covered by these data, a drastic change has occurred in the responsibilities undertaken by the state to provide assistance to the aged, unemployed and otherwise dependent. This change has had divergent results on the particular data under discussion. The availability of assistance from the state would clearly tend to reduce the need for private reserves and so to reduce private saving—it is equivalent, in terms of our hypothesis, to a reduction in the variance of transitory components.",Conservative,0,period covered data drastic change occurred responsibilities undertaken state provide assistance aged unemployed otherwise dependent change divergent results particular data discussion availability assistance state would clearly tend reduce need private reserves reduce private saving equivalent terms hypothesis reduction variance transitory components,1
2226,Milton Friedman,"I have no right to coerce someone else, because I cannot be sure that I'm right and he is wrong.",Conservative,0,right coerce someone else cannot sure right wrong,1
2227,Milton Friedman,"I am convinced that the minimum-wage law is the most anti-Negro law on our statute books—in its effect, not its intent.",Conservative,0,convinced minimum wage law anti negro law statute books effect intent,1
2228,Milton Friedman,Inflation is always and everywhere a monetary phenomenon in the sense that it is and can be produced only by a more rapid increase in the quantity of money than in output. … A steady rate of monetary growth at a moderate level can provide a framework under which a country can have little inflation and much growth. It will not produce perfect stability; it will not produce heaven on earth; but it can make an important contribution to a stable economic society.,Conservative,0,inflation always everywhere monetary phenomenon sense produced rapid increase quantity money output steady rate monetary growth moderate level provide framework country little inflation much growth produce perfect stability produce heaven earth make important contribution stable economic society,1
2229,Milton Friedman,"On the level of political principle, the imposition of taxes and the expenditure of tax proceeds are governmental functions. We have established elaborate constitutional, parliamentary and judicial provisions to control these functions, to assure that taxes are imposed so far as possible in accordance with the preferences and desires of the public — after all, ""taxation without representation"" was one of the battle cries of the American Revolution. We have a system of checks and balances to separate the legislative function of imposing taxes and enacting expenditures from the executive function of collecting taxes and administering expenditure programs and from the judicial function of mediating disputes and interpreting the law.  Here the businessman — self-selected or appointed directly or indirectly by stockholders — is to be simultaneously legislator, executive and, jurist. He is to decide whom to tax by how much and for what purpose, and he is to spend the proceeds — all this guided only by general exhortations from on high to restrain inflation, improve the environment, fight poverty and so on and on.",Conservative,0,level political principle imposition taxes expenditure tax proceeds governmental functions established elaborate constitutional parliamentary judicial provisions control functions assure taxes imposed far possible accordance preferences desires public taxation without representation one battle cries american revolution system checks balances separate legislative function imposing taxes enacting expenditures executive function collecting taxes administering expenditure programs judicial function mediating disputes interpreting law businessman self selected appointed directly indirectly stockholders simultaneously legislator executive jurist decide tax much purpose spend proceeds guided general exhortations high restrain inflation improve environment fight poverty,1
2230,Milton Friedman,"The political principle that underlies the market mechanism is unanimity. In an ideal free market resting on private property, no individual can coerce any other, all cooperation is voluntary, all parties to such cooperation benefit or they need not participate. There are no values, no ""social"" responsibilities in any sense other than the shared values and responsibilities of individuals. Society is a collection of individuals and of the various groups they voluntarily form.  The political principle that underlies the political mechanism is conformity. The individual must serve a more general social interest — whether that be determined by a church or a dictator or a majority. The individual may have a vote and say in what is to be done, but if he is overruled, he must conform. It is appropriate for some to require others to contribute to a general social purpose whether they wish to or not.  Unfortunately, unanimity is not always feasible. There are some respects in which conformity appears unavoidable, so I do not see how one can avoid the use of the political mechanism altogether.",Conservative,0,political principle underlies market mechanism unanimity ideal free market resting private property individual coerce cooperation voluntary parties cooperation benefit need participate values social responsibilities sense shared values responsibilities individuals society collection individuals various groups voluntarily form political principle underlies political mechanism conformity individual must serve general social interest whether determined church dictator majority individual may vote say done overruled must conform appropriate require others contribute general social purpose whether wish unfortunately unanimity always feasible respects conformity appears unavoidable see one avoid use political mechanism altogether,1
2231,Milton Friedman,"There was nothing in these views to repel a student; or to make Keynes attractive. Keynes had nothing to offer those of us who had sat at the feet of Simons, Mints, Knight, and Viner.",Conservative,0,nothing views repel student make keynes attractive keynes nothing offer us sat feet simons mints knight viner,1
2232,Milton Friedman,"How much attention is paid to agreement between Galbraith and myself in opposing a draft and favoring an all-volunteer armed force, or in opposing tariffs and favoring free trade, or on a host of other issues? What is newsworthy is that Galbraith endorses wage and price controls, while I oppose them.",Conservative,0,much attention paid agreement galbraith opposing draft favoring volunteer armed force opposing tariffs favoring free trade host issues newsworthy galbraith endorses wage price controls oppose,1
2233,Milton Friedman,"Although I wish the anarchists luck, since that’s the way we ought to be moving now. But I believe we need government to enforce the rules of the game. By prosecuting anti-trust violations, for instance. We need a government to maintain a system of courts that will uphold contracts and rule on compensation for damages. We need a government to ensure the safety of its citizens–to provide police protection. But government is failing at a lot of these things that it ought to be doing because it’s involved in so many things it shouldn’t be doing.",Conservative,0,although wish anarchists luck since way ought moving believe need government enforce rules game prosecuting anti trust violations instance need government maintain system courts uphold contracts rule compensation damages need government ensure safety citizens provide police protection government failing lot things ought involved many things,1
2234,Milton Friedman,"So the question is, do corporate executives, provided they stay within the law, have responsibilities in their business activities other than to make as much money for their stockholders as possible? And my answer to that is, no they do not.",Conservative,0,question corporate executives provided stay within law responsibilities business activities make much money stockholders possible answer,1
2235,Milton Friedman,The problem in this world is to avoid concentration of power - we must have a dispersion of power.,Conservative,0,problem world avoid concentration power must dispersion power,1
2236,Milton Friedman,I think the government solution to a problem is usually as bad as the problem and very often makes the problem worse.,Conservative,0,think government solution problem usually bad problem often makes problem worse,1
2237,Milton Friedman,"I want people to take thought about their condition and to recognize that the maintenance of a free society is a very difficult and complicated thing and it requires a self-denying ordinance of the most extreme kind. It requires a willingness to put up with temporary evils on the basis of the subtle and sophisticated understanding that if you step in to do something about them you not only may make them worse, you will spread your tentacles and get bad results elsewhere.",Conservative,0,want people take thought condition recognize maintenance free society difficult complicated thing requires self denying ordinance extreme kind requires willingness put temporary evils basis subtle sophisticated understanding step something may make worse spread tentacles get bad results elsewhere,1
2238,Milton Friedman,"If we have system in which government is in a position to give large favor - it's human nature to try to get this favor - whether those people are large enterprises, or whether they're small businesses like farmers, or whether they're representatives of any other special group. The only way to prevent that is to force them to engage in competition one with the other.",Conservative,0,system government position give large favor human nature try get favor whether people large enterprises whether small businesses like farmers whether representatives special group way prevent force engage competition one,1
2239,Milton Friedman,One of the great mistakes is to judge policies and programs by their intentions rather than their results.,Conservative,0,one great mistakes judge policies programs intentions rather results,1
2240,Milton Friedman,"In this day and age, we need to revise the old saying to read, ""Hell hath no fury like a bureaucrat scorned.""",Conservative,0,day age need revise old saying read hell hath fury like bureaucrat scorned,1
2242,Milton Friedman,"Make politics an avocation, not a vocation.",Conservative,0,make politics avocation vocation,1
2243,Milton Friedman,"[A] society which is socialist cannot also be democratic, in the sense of guaranteeing individual freedom.",Conservative,0,society socialist cannot also democratic sense guaranteeing individual freedom,1
2244,Milton Friedman,"There's a sense in which all taxes are antagonistic to free enterprise … and yet we need taxes. We have to recognize that we must not hope for a Utopia that is unattainable. I would like to see a great deal less government activity than we have now, but I do not believe that we can have a situation in which we don't need government at all. We do need to provide for certain essential government functions — the national defense function, the police function, preserving law and order, maintaining a judiciary. So the question is, which are the least bad taxes? In my opinion the least bad tax is the property tax on the unimproved value of land, the Henry George argument of many, many years ago.",Conservative,0,sense taxes antagonistic free enterprise yet need taxes recognize must hope utopia unattainable would like see great deal less government activity believe situation need government need provide certain essential government functions national defense function police function preserving law order maintaining judiciary question least bad taxes opinion least bad tax property tax unimproved value land henry george argument many many years ago,1
2245,Milton Friedman,They think that the cure to big government is to have bigger government... the only effective cure is to reduce the scope of government - get government out of the business.,Conservative,0,think cure big government bigger government effective cure reduce scope government get government business,1
2246,Milton Friedman,"Is there some society you know that doesn't run on greed? You think Russia doesn't run on greed? You think China doesn't run on greed? What is greed? Of course, none of us are greedy, it's only the other fellow who's greedy. The world runs on individuals pursuing their separate interests. The great achievements of civilization have not come from government bureaus. Einstein didn't construct his theory under order from a bureaucrat. Henry Ford didn't revolutionize the automobile industry that way. In the only cases in which the masses have escaped from the kind of grinding poverty you're talking about, the only cases in recorded history, are where they have had capitalism and largely free trade. If you want to know where the masses are worse off, worst off, it's exactly in the kinds of societies that depart from that. So that the record of history is absolutely crystal clear that there is no alternative way, so far discovered, of improving the lot of the ordinary people that can hold a candle to the productive activities that are unleashed by the free-enterprise system.",Conservative,0,society know run greed think russia run greed think china run greed greed course none us greedy fellow greedy world runs individuals pursuing separate interests great achievements civilization come government bureaus einstein construct theory order bureaucrat henry ford revolutionize automobile industry way cases masses escaped kind grinding poverty talking cases recorded history capitalism largely free trade want know masses worse worst exactly kinds societies depart record history absolutely crystal clear alternative way far discovered improving lot ordinary people hold candle productive activities unleashed free enterprise system,1
2247,Milton Friedman,"Industrial progress, mechanical improvement, all of the great wonders of the modern era have meant little to the wealthy. The rich in ancient Greece would have benefited hardly at all from modern plumbing — running servants replaced running water. Television and radio — the patricians of Rome could enjoy the leading musicians and actors in their home, could have the leading artists as domestic retainers. Ready-to-wear clothing, supermarkets — all these and many other modern developments would have added little to their life. They would have welcomed the improvements in transportation and in medicine, but for the rest, the great achievements of western capitalism have rebounded primarily to the benefit of the ordinary person. These achievements have made available to the masses conveniences and amenities that were previously the exclusive prerogative of the rich and powerful.",Conservative,0,industrial progress mechanical improvement great wonders modern era meant little wealthy rich ancient greece would benefited hardly modern plumbing running servants replaced running water television radio patricians rome could enjoy leading musicians actors home could leading artists domestic retainers ready wear clothing supermarkets many modern developments would added little life would welcomed improvements transportation medicine rest great achievements western capitalism rebounded primarily benefit ordinary person achievements made available masses conveniences amenities previously exclusive prerogative rich powerful,1
2248,Milton Friedman,There is no place for government to prohibit consumers from buying products the effect of which will be to harm themselves.,Conservative,0,place government prohibit consumers buying products effect harm,1
2249,Milton Friedman,"""The strongest argument for free enterprise is that it prevents anybody from having too much power. Whether that person is a government official, a trade union official, or a business executive. If forces them to put up or shut up. They either have to deliver the goods, produce something that people are willing to pay for, are willing to buy, or else they have to go into a different business.""",Conservative,0,strongest argument free enterprise prevents anybody much power whether person government official trade union official business executive forces put shut either deliver goods produce something people willing pay willing buy else go different business,1
2250,Milton Friedman,Governments never learn. Only people learn.,Conservative,0,governments never learn people learn,1
2251,Milton Friedman,The broader and more influential organisations of businessmen have acted to undermine the basic foundation of the free market system they purport to represent and defend.,Conservative,0,broader influential organisations businessmen acted undermine basic foundation free market system purport represent defend,1
2253,Milton Friedman,"Spending by government currently amounts to about 45 percent of national income. By that test, government owns 45 percent of the means of production that produce the national income. The U.S. is now 45 percent socialist.",Conservative,0,spending government currently amounts  percent national income test government owns  percent means production produce national income u  percent socialist,1
2254,Milton Friedman,Society doesn't have values. People have values.,Conservative,0,society values people values,1
2255,Milton Friedman,The society that puts equality before freedom will end up with neither. The society that puts freedom before equality will end up with a great measure of both.,Conservative,0,society puts equality freedom end neither society puts freedom equality end great measure,1
2256,Milton Friedman,"So far, twenty-two people have received the Nobel award in economics. Not one of them has been female—so, to judge only from the past, the most important thing to do if you want to be a Nobel laureate is to be male. I hasten to add that the absence of females is not, I believe, attributable to male chauvinist bias on the part of the Swedish Nobel Committee. I believe that the economics profession as a whole would have been nearly unanimous that, during the period in question, only one female candidate met the relevant standards—the English economist Joan Robinson, who has since died. The failure of the Nobel Committee to award her a prize may well have reflected bias but not sex bias. The economists here will understand what I am talking about. … A second requirement is to be a U.S. citizen. Twelve of the twenty-two recipients of the Nobel Prize were from the United States, four from the United Kingdom, two from Sweden, and one each from four other countries. … Of the twelve Americans who have won the Nobel Prize in economics, nine either studied or taught at the University of Chicago. So the next lesson is to go to the University of Chicago.",Conservative,0,far twenty two people received nobel award economics one female judge past important thing want nobel laureate male hasten add absence females believe attributable male chauvinist bias part swedish nobel committee believe economics profession whole would nearly unanimous period question one female candidate met relevant standards english economist joan robinson since died failure nobel committee award prize may well reflected bias sex bias economists understand talking second requirement u citizen twelve twenty two recipients nobel prize united states four united kingdom two sweden one four countries twelve americans nobel prize economics nine either studied taught university chicago next lesson go university chicago,1
2257,Milton Friedman,The great virtue of a free market system is that it does not care what color people are; it does not care what their religion is; it only cares whether they can produce something you want to buy. It is the most effective system we have discovered to enable people who hate one another to deal with one another and help one another.,Conservative,0,great virtue free market system care color people care religion cares whether produce something want buy effective system discovered enable people hate one another deal one another help one another,1
2258,Milton Friedman,"The stock of money, prices and output was decidedly more unstable after the establishment of the Reserve System than before. The most dramatic period of instability in output was, of course, the period between the two wars, which includes the severe (monetary) contractions of 1920-1, 1929-33, and 1937-8. No other 20 year period in American history contains as many as three such severe contractions. This evidence persuades me that at least a third of the price rise during and just after World War I is attributable to the establishment of the Federal Reserve System... and that the severity of each of the major contractions — 1920-1, 1929-33 and 1937-8 is directly attributable to acts of commission and omission by the Reserve authorities... Any system which gives so much power and so much discretion to a few men, [so] that mistakes — excusable or not — can have such far reaching effects, is a bad system. It is a bad system to believers in freedom just because it gives a few men such power without any effective check by the body politic — this is the key political argument against an independent central bank... To paraphrase Clemenceau, money is much too serious a matter to be left to the central bankers.",Conservative,0,stock money prices output decidedly unstable establishment reserve system dramatic period instability output course period two wars includes severe monetary contractions        year period american history contains many three severe contractions evidence persuades least third price rise world war attributable establishment federal reserve system severity major contractions       directly attributable acts commission omission reserve authorities system gives much power much discretion men mistakes excusable far reaching effects bad system bad system believers freedom gives men power without effective check body politic key political argument independent central bank paraphrase clemenceau money much serious matter left central bankers,1
2259,Milton Friedman,"I know of no severe depression, in any country or any time, that was not accompanied by a sharp decline in the stock of money and equally of no sharp decline in the stock of money that was not accompanied by a severe depression.",Conservative,0,know severe depression country time accompanied sharp decline stock money equally sharp decline stock money accompanied severe depression,1
2260,Milton Friedman,"Joan Robinson, a leading Keynesian and radical, produced a specimen for me to analyze. I said something like, ""This is obviously the writing of a foreigner, so it's difficult for me to analyze. But I would say it is written by someone who had considerable artistic but not much intellectual talent."" It turned out to be the handwriting of Lydia Lopokova, the world-famous Russian ballerina whom Keynes had married. That was surely my greatest triumph of the year at Cambridge!",Conservative,0,joan robinson leading keynesian radical produced specimen analyze said something like obviously writing foreigner difficult analyze would say written someone considerable artistic much intellectual talent turned handwriting lydia lopokova world famous russian ballerina keynes married surely greatest triumph year cambridge,1
2261,Milton Friedman,"In the course of General Westmoreland's testimony, he made the statement that he did not want to command an army of mercenaries. I stopped him and said, 'General, would you rather command an army of slaves?' He drew himself up and said, 'I don't like to hear our patriotic draftees referred to as slaves.' I replied, 'I don't like to hear our patriotic volunteers referred to as mercenaries.' But I went on to say, 'If they are mercenaries, then I, sir, am a mercenary professor, and you, sir, are a mercenary general; we are served by mercenary physicians, we use a mercenary lawyer, and we get our meat from a mercenary butcher.' That was the last that we heard from the general about mercenaries.",Conservative,0,course general westmoreland testimony made statement want command army mercenaries stopped said general would rather command army slaves drew said like hear patriotic draftees referred slaves replied like hear patriotic volunteers referred mercenaries went say mercenaries sir mercenary professor sir mercenary general served mercenary physicians use mercenary lawyer get meat mercenary butcher last heard general mercenaries,1
2262,Milton Friedman,There's a smokestack on the back of every government program.,Conservative,0,smokestack back every government program,1
2263,Milton Friedman,"I think it is only because capitalism has proved so enormously more efficient than alternative methods that it has survived at all. (...) I'm not sure capitalism is the right word. There is a sense in which every society is capitalist. The Soviet Union was capitalist, but it was state capitalism. Latin American societies in the past have been capitalist, but it has been oligarchic capitalism. So what we really need to talk about is not capitalism but free market or competitive capitalism which is the system that we would like to have adopted, not just capitalism.",Conservative,0,think capitalism proved enormously efficient alternative methods survived sure capitalism right word sense every society capitalist soviet union capitalist state capitalism latin american societies past capitalist oligarchic capitalism really need talk capitalism free market competitive capitalism system would like adopted capitalism,1
2264,Milton Friedman,The use of quantity of money as a target has not been a success. I'm not sure that I would as of today push it as hard as I once did.,Conservative,0,use quantity money target success sure would today push hard,1
2266,Milton Friedman,You must distinguish sharply between being pro free enterprise and being pro business.,Conservative,0,must distinguish sharply pro free enterprise pro business,1
2267,Milton Friedman,"I am in favor of cutting taxes under any circumstances and for any excuse, for any reason, whenever it's possible. … because I believe the big problem is not taxes, the big problem is spending. I believe our government is too large and intrusive, that we do not get our money's worth for the roughly 40 percent of our income that is spent by government … How can we ever cut government down to size? I believe there is one and only one way: the way parents control spendthrift children, cutting their allowance. For government, that means cutting taxes.",Conservative,0,favor cutting taxes circumstances excuse reason whenever possible believe big problem taxes big problem spending believe government large intrusive get money worth roughly  percent income spent government ever cut government size believe one one way way parents control spendthrift children cutting allowance government means cutting taxes,1
2269,Milton Friedman,"If a tax cut increases government revenues, you haven't cut taxes enough.",Conservative,0,tax cut increases government revenues cut taxes enough,1
2270,Milton Friedman,"To the free man, the country is the collection of individuals who compose it, not something over and above them. He is proud of a common heritage and loyal to common traditions. But he regards government as a means, an instrumentality, neither a grantor of favors and gifts, nor a master or god to be blindly worshipped and served.",Conservative,0,free man country collection individuals compose something proud common heritage loyal common traditions regards government means instrumentality neither grantor favors gifts master god blindly worshipped served,1
2271,Milton Friedman,"The free man will ask neither what his country can do for him nor what he can do for his country. He will ask rather ""What can I and my compatriots do through government"" to help us discharge our individual responsibilities, to achieve our several goals and purposes, and above all, to protect our freedom? And he will accompany this question with another: How can we keep the government we create from becoming a Frankenstein that will destroy the very freedom we establish it to protect? Freedom is a rare and delicate plant. Our minds tell us, and history confirms, that the great threat to freedom is the concentration of power. Government is necessary to preserve our freedom, it is an instrument through which we can exercise our freedom; yet by concentrating power in political hands, it is also a threat to freedom. Even though the men who wield this power initially be of good will and even though they be not corrupted by the power they exercise, the power will both attract and form men of a different stamp.",Conservative,0,free man ask neither country country ask rather compatriots government help us discharge individual responsibilities achieve several goals purposes protect freedom accompany question another keep government create becoming frankenstein destroy freedom establish protect freedom rare delicate plant minds tell us history confirms great threat freedom concentration power government necessary preserve freedom instrument exercise freedom yet concentrating power political hands also threat freedom even though men wield power initially good even though corrupted power exercise power attract form men different stamp,1
2272,Milton Friedman,"There is enormous inertia—a tyranny of the status quo—in private and especially governmental arrangements. Only a crisis—actual or perceived—produces real change. When that crisis occurs, the actions that are taken depend on the ideas that are lying around. That, I believe, is our basic function: to develop alternatives to existing policies, to keep them alive and available until the politically impossible becomes politically inevitable.",Conservative,0,enormous inertia tyranny status quo private especially governmental arrangements crisis actual perceived produces real change crisis occurs actions taken depend ideas lying around believe basic function develop alternatives existing policies keep alive available politically impossible becomes politically inevitable,1
2273,Milton Friedman,"Because we live in a largely free society, we tend to forget how limited is the span of time and the part of the globe for which there has ever been anything like political freedom: the typical state of mankind is tyranny, servitude, and misery. The nineteenth century and early twentieth century in the Western world stand out as striking exceptions to the general trend of historical development. Political freedom in this instance clearly came along with the free market and the development of capitalist institutions. So also did political freedom in the golden age of Greece and in the early days of the Roman era.  History suggests only that capitalism is a necessary condition for political freedom. Clearly it is not a sufficient condition.",Conservative,0,live largely free society tend forget limited span time part globe ever anything like political freedom typical state mankind tyranny servitude misery nineteenth century early twentieth century western world stand striking exceptions general trend historical development political freedom instance clearly came along free market development capitalist institutions also political freedom golden age greece early days roman era history suggests capitalism necessary condition political freedom clearly sufficient condition,1
2274,Milton Friedman,"Political freedom means the absence of coercion of a man by his fellow men. The fundamental threat to freedom is power to coerce, be it in the hands of a monarch, a dictator, an oligarchy, or a momentary majority. The preservation of freedom requires the elimination of such concentration of power to the fullest possible extent and the dispersal and distribution of whatever power cannot be eliminated — a system of checks and balances.",Conservative,0,political freedom means absence coercion man fellow men fundamental threat freedom power coerce hands monarch dictator oligarchy momentary majority preservation freedom requires elimination concentration power fullest possible extent dispersal distribution whatever power cannot eliminated system checks balances,1
2275,Milton Friedman,"As liberals, we take freedom of the individual, or perhaps the family, as our ultimate goal in judging social arrangements. Freedom as a value in this sense has to do with the interrelations among people",Conservative,0,liberals take freedom individual perhaps family ultimate goal judging social arrangements freedom value sense interrelations among people,1
2276,Milton Friedman,"The liberal conceives of men as imperfect beings. He regards the problem of social organization to be as much a negative problem of preventing ""bad"" people from doing harm as of enabling ""good"" people to do good; and, of course, ""bad"" and ""good""people may be the same people, depending on who is judging them.",Conservative,0,liberal conceives men imperfect beings regards problem social organization much negative problem preventing bad people harm enabling good people good course bad good people may people depending judging,1
2277,Milton Friedman,The basic problem of social organization is how to co-ordinate the economic activities of large numbers of people.,Conservative,0,basic problem social organization co ordinate economic activities large numbers people,1
2281,Milton Friedman,"The widespread use of the market reduces the strain on the social fabric by rendering conformity unnecessary with respect to any activities it encompasses. The wider the range of activities covered by the market, the fewer are the issues on which explicitly political decisions are required and hence on which it is necessary to achieve agreement. In turn, the fewer the issues on which agreement is necessary, the greater is the likelihood of getting agreement while maintaining a free society.",Conservative,0,widespread use market reduces strain social fabric rendering conformity unnecessary respect activities encompasses wider range activities covered market fewer issues explicitly political decisions required hence necessary achieve agreement turn fewer issues agreement necessary greater likelihood getting agreement maintaining free society,1
2282,Milton Friedman,"The need for government in these respects arises because absolute freedom is impossible. However attractive anarchy may be as a philosophy, it is not feasible in a world of imperfect men.",Conservative,0,need government respects arises absolute freedom impossible however attractive anarchy may philosophy feasible world imperfect men,1
2283,Milton Friedman,"The organization of economic activity through voluntary exchange presumes that we have provided, through government, for the maintenance of law and order to prevent coercion of one individual by another, the enforcement of contracts voluntarily entered into, the definition of the meaning of property rights, the interpretation and enforcement of such rights, and the provision of a monetary framework.",Conservative,0,organization economic activity voluntary exchange presumes provided government maintenance law order prevent coercion one individual another enforcement contracts voluntarily entered definition meaning property rights interpretation enforcement rights provision monetary framework,1
2284,Milton Friedman,"Freedom is a tenable objective only for responsible individuals. We do not believe in freedom for madmen or children. The necessity of drawing a line between responsible individuals and others is inescapable, yet it means that there is an essential ambiguity in our ultimate objective of freedom. Paternalism is inescapable for those whom we designate as not responsible.",Conservative,0,freedom tenable objective responsible individuals believe freedom madmen children necessity drawing line responsible individuals others inescapable yet means essential ambiguity ultimate objective freedom paternalism inescapable designate responsible,1
2285,Milton Friedman,"A government which maintained law and order, defined property rights, served as a means whereby we could modify property rights and other rules of the economic game, adjudicated disputes about the interpretation of the rules, enforced contracts, promoted competition, provided a monetary framework, engaged in activities to counter technical monopolies and to overcome neighborhood effects widely regarded as sufficiently important to justify government intervention, and which supplemented private charity and the private family in protecting the irresponsible, whether madman or child—such a government would clearly have important functions to perform. The consistent liberal is not an anarchist.",Conservative,0,government maintained law order defined property rights served means whereby could modify property rights rules economic game adjudicated disputes interpretation rules enforced contracts promoted competition provided monetary framework engaged activities counter technical monopolies overcome neighborhood effects widely regarded sufficiently important justify government intervention supplemented private charity private family protecting irresponsible whether madman child government would clearly important functions perform consistent liberal anarchist,1
2286,Milton Friedman,"A liberal is fundamentally fearful of concentrated power. His objective is to preserve the maximum degree of freedom for each individual separately that is compatible with one man's freedom not interfering with other men's freedom. He believes that this objective requires that power be dispersed. He is suspicious of assigning to government any functions that can be performed through the market, both because this substitutes coercion for voluntary co-operation in the area in question and because, by giving government an increased role, it threatens freedom in other areas.",Conservative,0,liberal fundamentally fearful concentrated power objective preserve maximum degree freedom individual separately compatible one man freedom interfering men freedom believes objective requires power dispersed suspicious assigning government functions performed market substitutes coercion voluntary co operation area question giving government increased role threatens freedom areas,1
2287,Milton Friedman,"The Great Depression in the United States, far from being a sign of the inherent instability of the private enterprise system, is a testament to how much harm can be done by mistakes on the part of a few men when they wield vast power over the monetary system of a country.",Conservative,0,great depression united states far sign inherent instability private enterprise system testament much harm done mistakes part men wield vast power monetary system country,1
2289,Milton Friedman,"Few trends could so thoroughly undermine the very foundations of our free society as the acceptance by corporate officials of a social responsibility other than to make as much money for their stockholders as possible. This is a fundamentally subversive doctrine. If businessmen do have a social responsibility other than making maximum profits for stockholders, how are they to know what it is? Can self-selected private individuals decide what the social interest is? Can they decide how great a burden they are justified in placing on themselves or their stockholders to serve that social interest?",Conservative,0,trends could thoroughly undermine foundations free society acceptance corporate officials social responsibility make much money stockholders possible fundamentally subversive doctrine businessmen social responsibility making maximum profits stockholders know self selected private individuals decide social interest decide great burden justified placing stockholders serve social interest,1
2290,Milton Friedman,"The major disadvantage of the proposed negative income tax is its political implications. It establishes a system under which taxes are imposed on some to pay subsidies to others. And presumably, these others have a vote.",Conservative,0,major disadvantage proposed negative income tax political implications establishes system taxes imposed pay subsidies others presumably others vote,1
2291,Milton Friedman,"The heart of the liberal philosophy is a belief in the dignity of the individual, in his freedom to make  the most of his capacities and opportunities according to his own lights, subject only to the proviso  that he not interfere with the freedom of other individuals to do the same.",Conservative,0,heart liberal philosophy belief dignity individual freedom make capacities opportunities according lights subject proviso interfere freedom individuals,1
