,Author,Political Orientation,Quotes,language
5729,Tony Judt,Progressive,"As Boris Yeltsin was to acknowledge many years later, in a speech to the Hungarian Parliament on November 11th 1992, ‘The tragedy of 1956 . . . will forever remain an indelible spot on the Soviet regime.’ But that was nothing when compared with the cost the Soviets had imposed on their victims. Thirty-three years later, on June 16th 1989, in a Budapest celebrating its transition to freedom, hundreds of thousands of Hungarians took part in another ceremonial reburial: this time of Imre Nagy and his colleagues. One of the speakers over Nagy’s grave was the young Viktor Orbán, future Prime Minister of his country. ‘It is a direct consequence of the bloody repression of the Revolution,’ he told the assembled crowds, ‘that we have had to assume the burden of insolvency and reach for a way out of the Asiatic dead end into which we were pushed. Truly, the Hungarian Socialist Workers’ Party robbed today’s youth of its future in 1956.",en
5731,Tony Judt,Progressive,"The result in all these cities, from Berlin to Stalingrad, was the classic Soviet-era housing solution: mile upon mile of identical gray or brown cement blocks; cheap, poorly-constructed, with no distinguishing architectural features and lacking any aesthetic indulgence (or public facilities).",en
5733,Tony Judt,Progressive,"Under Khrushchev, Stalin-era laws restricting job mobility were abandoned, the official workday was shortened, minimum wages were established and a system of maternity leave introduced, along with a national pension scheme (extended to collective farmers after 1965). In short, the Soviet Union",en
5736,Tony Judt,Progressive,An era was over and a new Europe was being born. This much was obvious. But with the passing of the old order many longstanding assumptions would be called into question. What had once seemed permanent and somehow inevitable would take on a more transient air. The Cold-War confrontation; the schism separating East from West; the contest between ‘Communism’ and ‘capitalism’; the separate and non-communicating stories of prosperous western Europe and the Soviet bloc satellites to its east: all these could no longer be understood as the products of ideological necessity or the iron logic of politics. They were the accidental outcomes of history,en
5737,Tony Judt,Progressive,"In the first place, this is a history of Europe’s reduction. The constituent states of Europe could no longer aspire, after 1945, to international or imperial status. The two exceptions to this rule",en
5738,Tony Judt,Progressive,"The EEC was grounded in weakness, not strength. As Spaak’s 1956 report emphasized, ‘Europe, which once had the monopoly of manufacturing industries and obtained important resources from its overseas possessions, today sees its external position weakened, its influence declining and its capacity to progress lost in its divisions.’ It was precisely because the British did not",en
5739,Tony Judt,Progressive,"If social democracy has a future, it will be as a social democracy of fear.",en
5740,Tony Judt,Progressive,"It is not by chance that social democracy and welfare states have worked best in small, homogeneous countries, where issues of mistrust and mutual suspicion do not arise so acutely. A willingness to pay for other people’s services and benefits rests upon the understanding that they in turn will do likewise for you and your children: because they are like you and see the world as you do.",en
5741,Tony Judt,Progressive,"triple evils of modernity: Nazism, Communism and ‘Americanism’.",en
5742,Tony Judt,Progressive,"Until 1957 the West German Ministry of the Interior banned any screenings of Wolfgang Staudte’s (East German) film of Heinrich Mann’s Der Untertan (‘Man of Straw’, 1951)",en
5743,Tony Judt,Progressive,A social democracy of fear is something to fight for. To abandon the labors of a century is to betray those who came before us as well as generations yet to come. It would be pleasing,en
5744,Tony Judt,Progressive,"The left, to be quite blunt about it, has something to conserve. It is the right that has inherited the ambitious modernist urge to destroy and innovate in the name of a universal project.",en
5746,Tony Judt,Progressive,"By the end of the 1970s, a clear majority of the employed population of Britain, Germany, France, the Benelux countries, Scandinavia and the Alpine countries worked in the service sector",en
5747,Tony Judt,Progressive,"By the end of the 1970s, a clear majority of the employed population of Britain, Germany, France, the Benelux countries, Scandinavia and the Alpine countries worked in the service sector",en
5748,Tony Judt,Progressive,"Like large-scale state projects elsewhere, the Cassa was inefficient, and more than a little corrupt. Most of its benefits went to the favored coastal regions; much of the new industry that it brought in was capital-intensive and thus created few jobs.",en
5749,Tony Judt,Progressive,"As Boris Yeltsin was to acknowledge many years later, in a speech to the Hungarian Parliament on November 11th 1992, ‘The tragedy of 1956 . . . will forever remain an indelible spot on the Soviet regime.’ But that was nothing when compared with the cost the Soviets had imposed on their victims. Thirty-three years later, on June 16th 1989, in a Budapest celebrating its transition to freedom, hundreds of thousands of Hungarians took part in another ceremonial reburial: this time of Imre Nagy and his colleagues. One of the speakers over Nagy’s grave was the young Viktor Orbán, future Prime Minister of his country. ‘It is a direct consequence of the bloody repression of the Revolution,’ he told the assembled crowds, ‘that we have had to assume the burden of insolvency and reach for a way out of the Asiatic dead end into which we were pushed. Truly, the Hungarian Socialist Workers’ Party robbed today’s youth of its future in 1956.",en
5750,Tony Judt,Progressive,"It is not by chance that social democracy and welfare states have worked best in small, homogeneous countries, where issues of trust and mutual suspicion do not arise so acutely. A willingness to pay for other people’s services and benefits rests on the understanding that they in turn will do likewise for you and your children: because they are like you and see the world as you do. Conversely, where immigration and visible minorities have altered the demography of a country, we typically find suspicion of others and a loss of enthusiasm for the institutions of the welfare state.",en
5751,Tony Judt,Progressive,"The result in all these cities, from Berlin to Stalingrad, was the classic Soviet-era housing solution: mile upon mile of identical gray or brown cement blocks; cheap, poorly-constructed, with no distinguishing architectural features and lacking any aesthetic indulgence (or public facilities).",en
5752,Tony Judt,Progressive,"However: the predictable consequence of the nanny state, even the post-ideological nanny state, was that for anyone who had grown up knowing nothing different it was the duty of the state to make good on its promise of an ever better society",en
5753,Tony Judt,Progressive,"Under Khrushchev, Stalin-era laws restricting job mobility were abandoned, the official workday was shortened, minimum wages were established and a system of maternity leave introduced, along with a national pension scheme (extended to collective farmers after 1965). In short, the Soviet Union",en
5756,Tony Judt,Progressive,An era was over and a new Europe was being born. This much was obvious. But with the passing of the old order many longstanding assumptions would be called into question. What had once seemed permanent and somehow inevitable would take on a more transient air. The Cold-War confrontation; the schism separating East from West; the contest between ‘Communism’ and ‘capitalism’; the separate and non-communicating stories of prosperous western Europe and the Soviet bloc satellites to its east: all these could no longer be understood as the products of ideological necessity or the iron logic of politics. They were the accidental outcomes of history,en
5758,Tony Judt,Progressive,"The EEC was grounded in weakness, not strength. As Spaak’s 1956 report emphasized, ‘Europe, which once had the monopoly of manufacturing industries and obtained important resources from its overseas possessions, today sees its external position weakened, its influence declining and its capacity to progress lost in its divisions.’ It was precisely because the British did not",en
5759,Tony Judt,Progressive,"If social democracy has a future, it will be as a social democracy of fear.",en
5760,Tony Judt,Progressive,"It is not by chance that social democracy and welfare states have worked best in small, homogeneous countries, where issues of mistrust and mutual suspicion do not arise so acutely. A willingness to pay for other people’s services and benefits rests upon the understanding that they in turn will do likewise for you and your children: because they are like you and see the world as you do.",en
5761,Tony Judt,Progressive,"triple evils of modernity: Nazism, Communism and ‘Americanism’.",en
5762,Tony Judt,Progressive,"Until 1957 the West German Ministry of the Interior banned any screenings of Wolfgang Staudte’s (East German) film of Heinrich Mann’s Der Untertan (‘Man of Straw’, 1951)",en
5763,Tony Judt,Progressive,A social democracy of fear is something to fight for. To abandon the labors of a century is to betray those who came before us as well as generations yet to come. It would be pleasing,en
5764,Tony Judt,Progressive,"The left, to be quite blunt about it, has something to conserve. It is the right that has inherited the ambitious modernist urge to destroy and innovate in the name of a universal project.",en
5765,Tony Judt,Progressive,Motor scooters appeared on the scene,en
5767,Tony Judt,Progressive,"By the end of the 1970s, a clear majority of the employed population of Britain, Germany, France, the Benelux countries, Scandinavia and the Alpine countries worked in the service sector",en
5768,Tony Judt,Progressive,"Like large-scale state projects elsewhere, the Cassa was inefficient, and more than a little corrupt. Most of its benefits went to the favored coastal regions; much of the new industry that it brought in was capital-intensive and thus created few jobs.",en
5770,Tony Judt,Progressive,"It is not by chance that social democracy and welfare states have worked best in small, homogeneous countries, where issues of trust and mutual suspicion do not arise so acutely. A willingness to pay for other people’s services and benefits rests on the understanding that they in turn will do likewise for you and your children: because they are like you and see the world as you do. Conversely, where immigration and visible minorities have altered the demography of a country, we typically find suspicion of others and a loss of enthusiasm for the institutions of the welfare state.",en
5771,Tony Judt,Progressive,"The result in all these cities, from Berlin to Stalingrad, was the classic Soviet-era housing solution: mile upon mile of identical gray or brown cement blocks; cheap, poorly-constructed, with no distinguishing architectural features and lacking any aesthetic indulgence (or public facilities).",en
5772,Tony Judt,Progressive,"However: the predictable consequence of the nanny state, even the post-ideological nanny state, was that for anyone who had grown up knowing nothing different it was the duty of the state to make good on its promise of an ever better society",en
5773,Tony Judt,Progressive,"Under Khrushchev, Stalin-era laws restricting job mobility were abandoned, the official workday was shortened, minimum wages were established and a system of maternity leave introduced, along with a national pension scheme (extended to collective farmers after 1965). In short, the Soviet Union",en
5776,Tony Judt,Progressive,An era was over and a new Europe was being born. This much was obvious. But with the passing of the old order many longstanding assumptions would be called into question. What had once seemed permanent and somehow inevitable would take on a more transient air. The Cold-War confrontation; the schism separating East from West; the contest between ‘Communism’ and ‘capitalism’; the separate and non-communicating stories of prosperous western Europe and the Soviet bloc satellites to its east: all these could no longer be understood as the products of ideological necessity or the iron logic of politics. They were the accidental outcomes of history,en
5777,Tony Judt,Progressive,"In the first place, this is a history of Europe’s reduction. The constituent states of Europe could no longer aspire, after 1945, to international or imperial status. The two exceptions to this rule",en
5778,Tony Judt,Progressive,"The EEC was grounded in weakness, not strength. As Spaak’s 1956 report emphasized, ‘Europe, which once had the monopoly of manufacturing industries and obtained important resources from its overseas possessions, today sees its external position weakened, its influence declining and its capacity to progress lost in its divisions.’ It was precisely because the British did not",en
5779,Tony Judt,Progressive,"If social democracy has a future, it will be as a social democracy of fear.",en
5780,Tony Judt,Progressive,"It is not by chance that social democracy and welfare states have worked best in small, homogeneous countries, where issues of mistrust and mutual suspicion do not arise so acutely. A willingness to pay for other people’s services and benefits rests upon the understanding that they in turn will do likewise for you and your children: because they are like you and see the world as you do.",en
5781,Tony Judt,Progressive,"triple evils of modernity: Nazism, Communism and ‘Americanism’.",en
5783,Tony Judt,Progressive,A social democracy of fear is something to fight for. To abandon the labors of a century is to betray those who came before us as well as generations yet to come. It would be pleasing,en
5784,Tony Judt,Progressive,"The left, to be quite blunt about it, has something to conserve. It is the right that has inherited the ambitious modernist urge to destroy and innovate in the name of a universal project.",en
5785,Tony Judt,Progressive,Motor scooters appeared on the scene,en
5787,Tony Judt,Progressive,"By the end of the 1970s, a clear majority of the employed population of Britain, Germany, France, the Benelux countries, Scandinavia and the Alpine countries worked in the service sector",en
5789,Tony Judt,Progressive,"As Boris Yeltsin was to acknowledge many years later, in a speech to the Hungarian Parliament on November 11th 1992, ‘The tragedy of 1956 . . . will forever remain an indelible spot on the Soviet regime.’ But that was nothing when compared with the cost the Soviets had imposed on their victims. Thirty-three years later, on June 16th 1989, in a Budapest celebrating its transition to freedom, hundreds of thousands of Hungarians took part in another ceremonial reburial: this time of Imre Nagy and his colleagues. One of the speakers over Nagy’s grave was the young Viktor Orbán, future Prime Minister of his country. ‘It is a direct consequence of the bloody repression of the Revolution,’ he told the assembled crowds, ‘that we have had to assume the burden of insolvency and reach for a way out of the Asiatic dead end into which we were pushed. Truly, the Hungarian Socialist Workers’ Party robbed today’s youth of its future in 1956.",en
5790,Tony Judt,Progressive,"It is not by chance that social democracy and welfare states have worked best in small, homogeneous countries, where issues of trust and mutual suspicion do not arise so acutely. A willingness to pay for other people’s services and benefits rests on the understanding that they in turn will do likewise for you and your children: because they are like you and see the world as you do. Conversely, where immigration and visible minorities have altered the demography of a country, we typically find suspicion of others and a loss of enthusiasm for the institutions of the welfare state.",en
5791,Tony Judt,Progressive,"The result in all these cities, from Berlin to Stalingrad, was the classic Soviet-era housing solution: mile upon mile of identical gray or brown cement blocks; cheap, poorly-constructed, with no distinguishing architectural features and lacking any aesthetic indulgence (or public facilities).",en
5793,Tony Judt,Progressive,"Under Khrushchev, Stalin-era laws restricting job mobility were abandoned, the official workday was shortened, minimum wages were established and a system of maternity leave introduced, along with a national pension scheme (extended to collective farmers after 1965). In short, the Soviet Union",en
5796,Tony Judt,Progressive,An era was over and a new Europe was being born. This much was obvious. But with the passing of the old order many longstanding assumptions would be called into question. What had once seemed permanent and somehow inevitable would take on a more transient air. The Cold-War confrontation; the schism separating East from West; the contest between ‘Communism’ and ‘capitalism’; the separate and non-communicating stories of prosperous western Europe and the Soviet bloc satellites to its east: all these could no longer be understood as the products of ideological necessity or the iron logic of politics. They were the accidental outcomes of history,en
5797,Tony Judt,Progressive,"In the first place, this is a history of Europe’s reduction. The constituent states of Europe could no longer aspire, after 1945, to international or imperial status. The two exceptions to this rule",en
5798,Tony Judt,Progressive,"The EEC was grounded in weakness, not strength. As Spaak’s 1956 report emphasized, ‘Europe, which once had the monopoly of manufacturing industries and obtained important resources from its overseas possessions, today sees its external position weakened, its influence declining and its capacity to progress lost in its divisions.’ It was precisely because the British did not",en
5799,Tony Judt,Progressive,"If social democracy has a future, it will be as a social democracy of fear.",en
5800,Tony Judt,Progressive,"It is not by chance that social democracy and welfare states have worked best in small, homogeneous countries, where issues of mistrust and mutual suspicion do not arise so acutely. A willingness to pay for other people’s services and benefits rests upon the understanding that they in turn will do likewise for you and your children: because they are like you and see the world as you do.",en
5802,Tony Judt,Progressive,"Until 1957 the West German Ministry of the Interior banned any screenings of Wolfgang Staudte’s (East German) film of Heinrich Mann’s Der Untertan (‘Man of Straw’, 1951)",en
5803,Tony Judt,Progressive,A social democracy of fear is something to fight for. To abandon the labors of a century is to betray those who came before us as well as generations yet to come. It would be pleasing,en
5804,Tony Judt,Progressive,"The left, to be quite blunt about it, has something to conserve. It is the right that has inherited the ambitious modernist urge to destroy and innovate in the name of a universal project.",en
5805,Tony Judt,Progressive,Motor scooters appeared on the scene,en
5806,Tony Judt,Progressive,"By the end of the 1970s, a clear majority of the employed population of Britain, Germany, France, the Benelux countries, Scandinavia and the Alpine countries worked in the service sector",en
5808,Tony Judt,Progressive,"Like large-scale state projects elsewhere, the Cassa was inefficient, and more than a little corrupt. Most of its benefits went to the favored coastal regions; much of the new industry that it brought in was capital-intensive and thus created few jobs.",en
5809,Tony Judt,Progressive,"As Boris Yeltsin was to acknowledge many years later, in a speech to the Hungarian Parliament on November 11th 1992, ‘The tragedy of 1956 . . . will forever remain an indelible spot on the Soviet regime.’ But that was nothing when compared with the cost the Soviets had imposed on their victims. Thirty-three years later, on June 16th 1989, in a Budapest celebrating its transition to freedom, hundreds of thousands of Hungarians took part in another ceremonial reburial: this time of Imre Nagy and his colleagues. One of the speakers over Nagy’s grave was the young Viktor Orbán, future Prime Minister of his country. ‘It is a direct consequence of the bloody repression of the Revolution,’ he told the assembled crowds, ‘that we have had to assume the burden of insolvency and reach for a way out of the Asiatic dead end into which we were pushed. Truly, the Hungarian Socialist Workers’ Party robbed today’s youth of its future in 1956.",en
5812,Tony Judt,Progressive,"However: the predictable consequence of the nanny state, even the post-ideological nanny state, was that for anyone who had grown up knowing nothing different it was the duty of the state to make good on its promise of an ever better society",en
5813,Tony Judt,Progressive,"Under Khrushchev, Stalin-era laws restricting job mobility were abandoned, the official workday was shortened, minimum wages were established and a system of maternity leave introduced, along with a national pension scheme (extended to collective farmers after 1965). In short, the Soviet Union",en
5816,Tony Judt,Progressive,An era was over and a new Europe was being born. This much was obvious. But with the passing of the old order many longstanding assumptions would be called into question. What had once seemed permanent and somehow inevitable would take on a more transient air. The Cold-War confrontation; the schism separating East from West; the contest between ‘Communism’ and ‘capitalism’; the separate and non-communicating stories of prosperous western Europe and the Soviet bloc satellites to its east: all these could no longer be understood as the products of ideological necessity or the iron logic of politics. They were the accidental outcomes of history,en
5817,Tony Judt,Progressive,"In the first place, this is a history of Europe’s reduction. The constituent states of Europe could no longer aspire, after 1945, to international or imperial status. The two exceptions to this rule",en
5818,Tony Judt,Progressive,"The EEC was grounded in weakness, not strength. As Spaak’s 1956 report emphasized, ‘Europe, which once had the monopoly of manufacturing industries and obtained important resources from its overseas possessions, today sees its external position weakened, its influence declining and its capacity to progress lost in its divisions.’ It was precisely because the British did not",en
5820,Tony Judt,Progressive,"It is not by chance that social democracy and welfare states have worked best in small, homogeneous countries, where issues of mistrust and mutual suspicion do not arise so acutely. A willingness to pay for other people’s services and benefits rests upon the understanding that they in turn will do likewise for you and your children: because they are like you and see the world as you do.",en
5821,Tony Judt,Progressive,"triple evils of modernity: Nazism, Communism and ‘Americanism’.",en
5823,Tony Judt,Progressive,A social democracy of fear is something to fight for. To abandon the labors of a century is to betray those who came before us as well as generations yet to come. It would be pleasing,en
5824,Tony Judt,Progressive,"The left, to be quite blunt about it, has something to conserve. It is the right that has inherited the ambitious modernist urge to destroy and innovate in the name of a universal project.",en
5825,Tony Judt,Progressive,Motor scooters appeared on the scene,en
5826,Tony Judt,Progressive,"By the end of the 1970s, a clear majority of the employed population of Britain, Germany, France, the Benelux countries, Scandinavia and the Alpine countries worked in the service sector",en
5827,Tony Judt,Progressive,"By the end of the 1970s, a clear majority of the employed population of Britain, Germany, France, the Benelux countries, Scandinavia and the Alpine countries worked in the service sector",en
5828,Tony Judt,Progressive,"Like large-scale state projects elsewhere, the Cassa was inefficient, and more than a little corrupt. Most of its benefits went to the favored coastal regions; much of the new industry that it brought in was capital-intensive and thus created few jobs.",en
5829,Tony Judt,Progressive,"As Boris Yeltsin was to acknowledge many years later, in a speech to the Hungarian Parliament on November 11th 1992, ‘The tragedy of 1956 . . . will forever remain an indelible spot on the Soviet regime.’ But that was nothing when compared with the cost the Soviets had imposed on their victims. Thirty-three years later, on June 16th 1989, in a Budapest celebrating its transition to freedom, hundreds of thousands of Hungarians took part in another ceremonial reburial: this time of Imre Nagy and his colleagues. One of the speakers over Nagy’s grave was the young Viktor Orbán, future Prime Minister of his country. ‘It is a direct consequence of the bloody repression of the Revolution,’ he told the assembled crowds, ‘that we have had to assume the burden of insolvency and reach for a way out of the Asiatic dead end into which we were pushed. Truly, the Hungarian Socialist Workers’ Party robbed today’s youth of its future in 1956.",en
5830,Tony Judt,Progressive,"It is not by chance that social democracy and welfare states have worked best in small, homogeneous countries, where issues of trust and mutual suspicion do not arise so acutely. A willingness to pay for other people’s services and benefits rests on the understanding that they in turn will do likewise for you and your children: because they are like you and see the world as you do. Conversely, where immigration and visible minorities have altered the demography of a country, we typically find suspicion of others and a loss of enthusiasm for the institutions of the welfare state.",en
5833,Tony Judt,Progressive,"Under Khrushchev, Stalin-era laws restricting job mobility were abandoned, the official workday was shortened, minimum wages were established and a system of maternity leave introduced, along with a national pension scheme (extended to collective farmers after 1965). In short, the Soviet Union",en
5836,Tony Judt,Progressive,An era was over and a new Europe was being born. This much was obvious. But with the passing of the old order many longstanding assumptions would be called into question. What had once seemed permanent and somehow inevitable would take on a more transient air. The Cold-War confrontation; the schism separating East from West; the contest between ‘Communism’ and ‘capitalism’; the separate and non-communicating stories of prosperous western Europe and the Soviet bloc satellites to its east: all these could no longer be understood as the products of ideological necessity or the iron logic of politics. They were the accidental outcomes of history,en
5837,Tony Judt,Progressive,"In the first place, this is a history of Europe’s reduction. The constituent states of Europe could no longer aspire, after 1945, to international or imperial status. The two exceptions to this rule",en
5838,Tony Judt,Progressive,"The EEC was grounded in weakness, not strength. As Spaak’s 1956 report emphasized, ‘Europe, which once had the monopoly of manufacturing industries and obtained important resources from its overseas possessions, today sees its external position weakened, its influence declining and its capacity to progress lost in its divisions.’ It was precisely because the British did not",en
5839,Tony Judt,Progressive,"If social democracy has a future, it will be as a social democracy of fear.",en
5841,Tony Judt,Progressive,"triple evils of modernity: Nazism, Communism and ‘Americanism’.",en
5842,Tony Judt,Progressive,"Until 1957 the West German Ministry of the Interior banned any screenings of Wolfgang Staudte’s (East German) film of Heinrich Mann’s Der Untertan (‘Man of Straw’, 1951)",en
5843,Tony Judt,Progressive,A social democracy of fear is something to fight for. To abandon the labors of a century is to betray those who came before us as well as generations yet to come. It would be pleasing,en
5844,Tony Judt,Progressive,"The left, to be quite blunt about it, has something to conserve. It is the right that has inherited the ambitious modernist urge to destroy and innovate in the name of a universal project.",en
5845,Tony Judt,Progressive,Motor scooters appeared on the scene,en
5847,Tony Judt,Progressive,"By the end of the 1970s, a clear majority of the employed population of Britain, Germany, France, the Benelux countries, Scandinavia and the Alpine countries worked in the service sector",en
5848,Tony Judt,Progressive,"Like large-scale state projects elsewhere, the Cassa was inefficient, and more than a little corrupt. Most of its benefits went to the favored coastal regions; much of the new industry that it brought in was capital-intensive and thus created few jobs.",en
5849,Tony Judt,Progressive,"As Boris Yeltsin was to acknowledge many years later, in a speech to the Hungarian Parliament on November 11th 1992, ‘The tragedy of 1956 . . . will forever remain an indelible spot on the Soviet regime.’ But that was nothing when compared with the cost the Soviets had imposed on their victims. Thirty-three years later, on June 16th 1989, in a Budapest celebrating its transition to freedom, hundreds of thousands of Hungarians took part in another ceremonial reburial: this time of Imre Nagy and his colleagues. One of the speakers over Nagy’s grave was the young Viktor Orbán, future Prime Minister of his country. ‘It is a direct consequence of the bloody repression of the Revolution,’ he told the assembled crowds, ‘that we have had to assume the burden of insolvency and reach for a way out of the Asiatic dead end into which we were pushed. Truly, the Hungarian Socialist Workers’ Party robbed today’s youth of its future in 1956.",en
5851,Tony Judt,Progressive,"The result in all these cities, from Berlin to Stalingrad, was the classic Soviet-era housing solution: mile upon mile of identical gray or brown cement blocks; cheap, poorly-constructed, with no distinguishing architectural features and lacking any aesthetic indulgence (or public facilities).",en
5852,Tony Judt,Progressive,"However: the predictable consequence of the nanny state, even the post-ideological nanny state, was that for anyone who had grown up knowing nothing different it was the duty of the state to make good on its promise of an ever better society",en
5853,Tony Judt,Progressive,"Under Khrushchev, Stalin-era laws restricting job mobility were abandoned, the official workday was shortened, minimum wages were established and a system of maternity leave introduced, along with a national pension scheme (extended to collective farmers after 1965). In short, the Soviet Union",en
5856,Tony Judt,Progressive,An era was over and a new Europe was being born. This much was obvious. But with the passing of the old order many longstanding assumptions would be called into question. What had once seemed permanent and somehow inevitable would take on a more transient air. The Cold-War confrontation; the schism separating East from West; the contest between ‘Communism’ and ‘capitalism’; the separate and non-communicating stories of prosperous western Europe and the Soviet bloc satellites to its east: all these could no longer be understood as the products of ideological necessity or the iron logic of politics. They were the accidental outcomes of history,en
5857,Tony Judt,Progressive,"In the first place, this is a history of Europe’s reduction. The constituent states of Europe could no longer aspire, after 1945, to international or imperial status. The two exceptions to this rule",en
5858,Tony Judt,Progressive,"The EEC was grounded in weakness, not strength. As Spaak’s 1956 report emphasized, ‘Europe, which once had the monopoly of manufacturing industries and obtained important resources from its overseas possessions, today sees its external position weakened, its influence declining and its capacity to progress lost in its divisions.’ It was precisely because the British did not",en
5859,Tony Judt,Progressive,"If social democracy has a future, it will be as a social democracy of fear.",en
5860,Tony Judt,Progressive,"It is not by chance that social democracy and welfare states have worked best in small, homogeneous countries, where issues of mistrust and mutual suspicion do not arise so acutely. A willingness to pay for other people’s services and benefits rests upon the understanding that they in turn will do likewise for you and your children: because they are like you and see the world as you do.",en
5861,Tony Judt,Progressive,"triple evils of modernity: Nazism, Communism and ‘Americanism’.",en
5862,Tony Judt,Progressive,"Until 1957 the West German Ministry of the Interior banned any screenings of Wolfgang Staudte’s (East German) film of Heinrich Mann’s Der Untertan (‘Man of Straw’, 1951)",en
5863,Tony Judt,Progressive,A social democracy of fear is something to fight for. To abandon the labors of a century is to betray those who came before us as well as generations yet to come. It would be pleasing,en
5864,Tony Judt,Progressive,"The left, to be quite blunt about it, has something to conserve. It is the right that has inherited the ambitious modernist urge to destroy and innovate in the name of a universal project.",en
5865,Tony Judt,Progressive,Motor scooters appeared on the scene,en
5866,Tony Judt,Progressive,"By the end of the 1970s, a clear majority of the employed population of Britain, Germany, France, the Benelux countries, Scandinavia and the Alpine countries worked in the service sector",en
5867,Tony Judt,Progressive,"By the end of the 1970s, a clear majority of the employed population of Britain, Germany, France, the Benelux countries, Scandinavia and the Alpine countries worked in the service sector",en
5868,Tony Judt,Progressive,"Like large-scale state projects elsewhere, the Cassa was inefficient, and more than a little corrupt. Most of its benefits went to the favored coastal regions; much of the new industry that it brought in was capital-intensive and thus created few jobs.",en
5869,Tony Judt,Progressive,"As Boris Yeltsin was to acknowledge many years later, in a speech to the Hungarian Parliament on November 11th 1992, ‘The tragedy of 1956 . . . will forever remain an indelible spot on the Soviet regime.’ But that was nothing when compared with the cost the Soviets had imposed on their victims. Thirty-three years later, on June 16th 1989, in a Budapest celebrating its transition to freedom, hundreds of thousands of Hungarians took part in another ceremonial reburial: this time of Imre Nagy and his colleagues. One of the speakers over Nagy’s grave was the young Viktor Orbán, future Prime Minister of his country. ‘It is a direct consequence of the bloody repression of the Revolution,’ he told the assembled crowds, ‘that we have had to assume the burden of insolvency and reach for a way out of the Asiatic dead end into which we were pushed. Truly, the Hungarian Socialist Workers’ Party robbed today’s youth of its future in 1956.",en
5870,Tony Judt,Progressive,"It is not by chance that social democracy and welfare states have worked best in small, homogeneous countries, where issues of trust and mutual suspicion do not arise so acutely. A willingness to pay for other people’s services and benefits rests on the understanding that they in turn will do likewise for you and your children: because they are like you and see the world as you do. Conversely, where immigration and visible minorities have altered the demography of a country, we typically find suspicion of others and a loss of enthusiasm for the institutions of the welfare state.",en
5871,Tony Judt,Progressive,"The result in all these cities, from Berlin to Stalingrad, was the classic Soviet-era housing solution: mile upon mile of identical gray or brown cement blocks; cheap, poorly-constructed, with no distinguishing architectural features and lacking any aesthetic indulgence (or public facilities).",en
5872,Tony Judt,Progressive,"However: the predictable consequence of the nanny state, even the post-ideological nanny state, was that for anyone who had grown up knowing nothing different it was the duty of the state to make good on its promise of an ever better society",en
5873,Tony Judt,Progressive,"Under Khrushchev, Stalin-era laws restricting job mobility were abandoned, the official workday was shortened, minimum wages were established and a system of maternity leave introduced, along with a national pension scheme (extended to collective farmers after 1965). In short, the Soviet Union",en
5876,Tony Judt,Progressive,An era was over and a new Europe was being born. This much was obvious. But with the passing of the old order many longstanding assumptions would be called into question. What had once seemed permanent and somehow inevitable would take on a more transient air. The Cold-War confrontation; the schism separating East from West; the contest between ‘Communism’ and ‘capitalism’; the separate and non-communicating stories of prosperous western Europe and the Soviet bloc satellites to its east: all these could no longer be understood as the products of ideological necessity or the iron logic of politics. They were the accidental outcomes of history,en
5877,Tony Judt,Progressive,"In the first place, this is a history of Europe’s reduction. The constituent states of Europe could no longer aspire, after 1945, to international or imperial status. The two exceptions to this rule",en
5878,Tony Judt,Progressive,"The EEC was grounded in weakness, not strength. As Spaak’s 1956 report emphasized, ‘Europe, which once had the monopoly of manufacturing industries and obtained important resources from its overseas possessions, today sees its external position weakened, its influence declining and its capacity to progress lost in its divisions.’ It was precisely because the British did not",en
5881,Tony Judt,Progressive,"triple evils of modernity: Nazism, Communism and ‘Americanism’.",en
5882,Tony Judt,Progressive,"Until 1957 the West German Ministry of the Interior banned any screenings of Wolfgang Staudte’s (East German) film of Heinrich Mann’s Der Untertan (‘Man of Straw’, 1951)",en
5884,Tony Judt,Progressive,"The left, to be quite blunt about it, has something to conserve. It is the right that has inherited the ambitious modernist urge to destroy and innovate in the name of a universal project.",en
5885,Tony Judt,Progressive,Motor scooters appeared on the scene,en
5887,Tony Judt,Progressive,"By the end of the 1970s, a clear majority of the employed population of Britain, Germany, France, the Benelux countries, Scandinavia and the Alpine countries worked in the service sector",en
5890,Tony Judt,Progressive,"It is not by chance that social democracy and welfare states have worked best in small, homogeneous countries, where issues of trust and mutual suspicion do not arise so acutely. A willingness to pay for other people’s services and benefits rests on the understanding that they in turn will do likewise for you and your children: because they are like you and see the world as you do. Conversely, where immigration and visible minorities have altered the demography of a country, we typically find suspicion of others and a loss of enthusiasm for the institutions of the welfare state.",en
5891,Tony Judt,Progressive,"The result in all these cities, from Berlin to Stalingrad, was the classic Soviet-era housing solution: mile upon mile of identical gray or brown cement blocks; cheap, poorly-constructed, with no distinguishing architectural features and lacking any aesthetic indulgence (or public facilities).",en
5896,Tony Judt,Progressive,An era was over and a new Europe was being born. This much was obvious. But with the passing of the old order many longstanding assumptions would be called into question. What had once seemed permanent and somehow inevitable would take on a more transient air. The Cold-War confrontation; the schism separating East from West; the contest between ‘Communism’ and ‘capitalism’; the separate and non-communicating stories of prosperous western Europe and the Soviet bloc satellites to its east: all these could no longer be understood as the products of ideological necessity or the iron logic of politics. They were the accidental outcomes of history,en
