,Author,Quotes,Contain,Political Orientation,auto,texicity,rep
1260,James Carville,I had a remarkably happy childhood; whatever scars I have are self-inflicted.,no,Progressive,0,remarkably happy childhood whatever scars self inflicted,1.0
1261,James Carville,"The only person that ever stumbles is a guy moving forward. You don't stumble backwards; you stumble forward, and you never stumble when you're stationary. So don't worry about stumbling. Keep pushing it forward.",no,Progressive,0,person ever stumbles guy moving forward stumble backwards stumble forward never stumble stationary worry stumbling keep pushing forward,1.0
1262,James Carville,"Like a lot of people, I pray for a sick relative or that kind of thing, but I don't pray to make my next flight connection at the airport. I find prayers before sports contests to be insensitive and kind of demeaning, at least when someone prays to beat the other team or something like that.",no,Progressive,0,like lot people pray sick relative kind thing pray make next flight connection airport find prayers sports contests insensitive kind demeaning least someone prays beat team something like,1.0
1263,James Carville,"If you want to believe that the government's coming for our guns or that being gay is a choice and a sin or that ObamaCare signals the end of civilization or that cutting taxes for rich people is the path to a better America, that's your choice. I'm never going to believe in any of that.",no,Progressive,0,want believe government coming guns gay choice sin obamacare signals end civilization cutting taxes rich people path better america choice never going believe,1.0
1264,James Carville,I believe that loyalty is a cardinal virtue. Nowhere in the world is loyalty so little revered and tittle-tattle so greatly venerated as in Washington.,no,Progressive,0,believe loyalty cardinal virtue nowhere world loyalty little revered tittle tattle greatly venerated washington,1.0
1265,James Carville,"You know there's nothing a Hill Democrat would rather do than criticize another Democrat. It is their favorite activity. Then they can read about how honorable they are in an Op-Ed piece, how bipartisan.",no,Progressive,0,know nothing hill democrat would rather criticize another democrat favorite activity read honorable op ed piece bipartisan,1.0
1266,James Carville,"If a statesman is one who looks to the next generation and a politician one who looks to the next election, a political consultant must be one who looks to the next tracking poll.",no,Progressive,0,statesman one looks next generation politician one looks next election political consultant must one looks next tracking poll,1.0
1267,James Carville,"Sometimes the right thing gets done for the wrong reason and sometimes, unfortunately, the wrong thing gets done for the right reason.",no,Progressive,0,sometimes right thing gets done wrong reason sometimes unfortunately wrong thing gets done right reason,1.0
1268,James Carville,"My favorite Saturday, outside any Saturday that Louisiana State University plays football, is the Kentucky Derby.",no,Progressive,0,favorite saturday outside saturday louisiana state university plays football kentucky derby,1.0
1269,James Carville,"Some comments are within bounds, while some are not. But by whining about every little barb, candidates are trying to win the election through a war of staff resignation attrition, and Americans are losing the ability to distinguish between what is fair game and what is not.",no,Progressive,0,comments within bounds whining every little barb candidates trying win election war staff resignation attrition americans losing ability distinguish fair game,1.0
1270,James Carville,"Some of these people think the universe is five thousand years old, and they say it with a straight face. If somebody had an explanation saying why they thought the earth was five thousand years old, there's only two possible explanations: you're really stupid, or you're really cynical and trying to get really stupid people's votes.",no,Progressive,0,people think universe five thousand years old say straight face somebody explanation saying thought earth five thousand years old two possible explanations really stupid really cynical trying get really stupid people votes,1.0
1271,James Carville,"I have people ask me if I'm going to convince my daughters to be Democrats, and I say, 'I have yet to convince my daughters to close a door.' I don't how in the world I would ever convince them to be in a political affiliation.",no,Progressive,0,people ask going convince daughters democrats say yet convince daughters close door world would ever convince political affiliation,1.0
1272,James Carville,"As with mosquitoes, horseflies, and most bloodsucking parasites, Kenneth Starr was spawned in stagnant water.",no,Progressive,0,mosquitoes horseflies bloodsucking parasites kenneth starr spawned stagnant water,1.0
1273,James Carville,"In 1992, the most treasured voter was a voter that would sort of swing back and forth, one that might vote for Republican for president, Democrat for governor. The voter that didn't have that strong of a partisan ID. These were the voters that we targeted.",no,Progressive,0,number treasured voter voter would sort swing back forth one might vote republican president democrat governor voter strong partisan id voters targeted,1.0
1274,James Carville,It's better to be married to someone who hates your politics than someone who hates your momma.,no,Progressive,0,better married someone hates politics someone hates momma,1.0
1275,James Carville,Every day Catholics prove that you can be a good Catholic and a good Democrat and have a different position from the Church on abortion.,no,Progressive,0,every day catholics prove good catholic good democrat different position church abortion,1.0
1276,James Carville,"My high school job was putting insulation in attics - in Louisiana in the summer. It must have been 95 degrees every day, and the insulation used to get all over me. It was not fun. But I didn't know any different. It wasn't like I was spending summers on Cape Cod.",no,Progressive,0,high school job putting insulation attics louisiana summer must number degrees every day insulation used get fun know different like spending summers cape cod,1.0
1277,James Carville,Democratic strategists and operatives should not design a strategy based off today's conditions. They should be setting a strategy for where the trajectory of polling is headed.,no,Progressive,0,democratic strategists operatives design strategy based today conditions setting strategy trajectory polling headed,1.0
1278,James Carville,"I would describe myself as having a healthy income, but I sure wouldn't describe the son of a postmaster and an encyclopedia saleswoman as upper class, by any stretch of the imagination. I would describe myself as decidedly middle class. I think I'm extremely fortunate.",no,Progressive,0,would describe healthy income sure would describe son postmaster encyclopedia saleswoman upper class stretch imagination would describe decidedly middle class think extremely fortunate,1.0
1279,James Carville,"The American psyche has not recovered, and likely will not ever fully recover, from the profound and relentless incompetence of George W. Bush's disastrous, multitrillion-dollar war.",no,Progressive,0,american psyche recovered likely ever fully recover profound relentless incompetence george w bush disastrous multitrillion dollar war,1.0
1280,James Carville,"I have always loved the college atmosphere - sometimes too much, which is why I spent so long at LSU.",no,Progressive,0,always loved college atmosphere sometimes much spent long lsu,1.0
1281,James Carville,"Bill Clinton is a person who causes a lot of passion both ways about people, and there's certainly a lot of turmoil if you look back at the eight years. But there was a lot of good, too.",no,Progressive,0,bill clinton person causes lot passion ways people certainly lot turmoil look back eight years lot good,1.0
1282,James Carville,"I point out the Democratic party won two world wars and beat the depression, cut out the poverty by two thirds, and was responsible for the same sustained prosperity that we've had in the United States. What the hell do we have to apologize for?",no,Progressive,0,point democratic party two world wars beat depression cut poverty two thirds responsible sustained prosperity united states hell apologize,1.0
1283,James Carville,"Back when I went to Louisiana State University a million years ago, we got the Baton Rouge paper. But if you wanted to read 'The New York Times' or 'The Wall Street Journal,' you had to go to the reading room of the student union, and you got the edition several days after it had been published, and you had to read it on a wooden stick.",no,Progressive,0,back went louisiana state university million years ago got baton rouge paper wanted read new york times wall street journal go reading room student union got edition several days published read wooden stick,1.0
1284,James Carville,"After all of my years in politics, I've learned that sometimes things that are said are true, and other things that are said are less than true.",no,Progressive,0,years politics learned sometimes things said true things said less true,1.0
1285,Tony Judt,History always happens to us and nothing ever stays the same.,no,Progressive,0,history always happens us nothing ever stays,1.0
1286,Tony Judt,"I just like being on my own on trains, traveling. I spent all my pocket money travelling the London Underground and Southern Railway, what used to be the Western region, and in Europe as much as I could afford it. My parents used to think I was going places, but I wasn't, I was just travelling the trains.",no,Progressive,0,like trains traveling spent pocket money travelling london underground southern railway used western region europe much could afford parents used think going places travelling trains,1.0
1287,Tony Judt,"Apparently, the line you take on Israel trumps everything else in life.",no,Progressive,0,apparently line take israel trumps everything else life,1.0
1288,Tony Judt,Social democracy does not represent an ideal future; it does not even represent the ideal past.,no,Progressive,0,social democracy represent ideal future even represent ideal past,1.0
1289,Tony Judt,"Popularizing - much less venturing beyond one's secure turf - was frowned upon for many years. I think I probably internalized the prohibition, even though I was - and knew I was - among the best speakers and writers of my age cohort. I don't mean I was the best historian - a quite different measure.",no,Progressive,0,popularizing much less venturing beyond one secure turf frowned upon many years think probably internalized prohibition even though knew among best speakers writers age cohort mean best historian quite different measure,1.0
1290,Tony Judt,"If we have learned nothing else from the 20th century, we should at least have grasped that the more perfect the answer, the more terrifying its consequences. Incremental improvements upon unsatisfactory circumstances are the best that we can hope for, and probably all we should seek.",no,Progressive,0,learned nothing else 20th century least grasped perfect answer terrifying consequences incremental improvements upon unsatisfactory circumstances best hope probably seek,1.0
1291,Tony Judt,"I started work on my first French history book in 1969; on 'Socialism in Provence' in 1974; and on the essays in Marxism and the French Left in 1978. Conversely, my first non-academic publication, a review in the 'TLS', did not come until the late 1980s, and it was not until 1993 that I published my first piece in the 'New York Review.'",no,Progressive,0,started work first french history book number socialism provence number essays marxism french left number conversely first non academic publication review tls come late 1980s number published first piece new york review,1.0
1292,Tony Judt,It would be suicide in the American academy to show too early an interest beyond your doctoral specialization: charges of everything from charlatanry to ambition would be levied and tenure denied. I've seen this first-hand.,no,Progressive,0,would suicide american academy show early interest beyond doctoral specialization charges everything charlatanry ambition would levied tenure denied seen first hand,1.0
1293,Tony Judt,"What I am against is false optimism: the notion either that things have to go well, or else that they tend to, or else that the default condition of historical trajectories is characteristically beneficial in the long-run.",no,Progressive,0,false optimism notion either things go well else tend else default condition historical trajectories characteristically beneficial long run,1.0
1294,Tony Judt,"Healthcare reform is a paradigmatic case. It is self-evidently necessary and inevitable and has been on the agenda for 35 years, and the political class seems completely unable to respond to it.",no,Progressive,0,healthcare reform paradigmatic case self evidently necessary inevitable agenda number years political class seems completely unable respond,1.0
1295,Tony Judt,"We need to start talking about inequality again; we need to start talking about the inequities and unfairnesses and the injustices of an excessively divided society, divided by wealth, by opportunity, by outcome, by assets and so forth.",no,Progressive,0,need start talking inequality need start talking inequities unfairnesses injustices excessively divided society divided wealth opportunity outcome assets forth,1.0
1296,Tony Judt,"I can still boss people around. I can still write. I can still read. I can still eat, and I can still have very strong views.",no,Progressive,0,still boss people around still write still read still eat still strong views,1.0
1297,Tony Judt,"I do think we're on the edge of a terrifying world, and that many young people know that but don't know how to talk about it.",no,Progressive,0,think edge terrifying world many young people know know talk,1.0
1298,Tony Judt,"I don't believe in an afterlife. I don't believe in a single or multiple godhead. I respect people who do, but I don't believe it myself.",no,Progressive,0,believe afterlife believe single multiple godhead respect people believe,1.0
1299,Tony Judt,"My history writing was based on what I saw in strange, exotic places rather than just reading books.",no,Progressive,0,history writing based saw strange exotic places rather reading books,1.0
1300,Tony Judt,"Obviously a primary liberal conviction is that we should be tolerant of other peoples' convictions. But if we believe in something, we had better find ways to say so convincingly.",no,Progressive,0,obviously primary liberal conviction tolerant peoples convictions believe something better find ways say convincingly,1.0
1301,Tony Judt,"I grew up in a world where the social democratic state was the norm, not the exception.",no,Progressive,0,grew world social democratic state norm exception,1.0
1302,Tony Judt,"I was born in 1948, so I'm a '60s kid, and in the '60s everyone talked all the time, endlessly, about socialism versus capitalism, about political choices, ideology, Marxism, revolution, 'the system' and so on.",no,Progressive,0,born number 60s kid 60s everyone talked time endlessly socialism versus capitalism political choices ideology marxism revolution system,1.0
1303,Tony Judt,"What has gone catastrophically wrong in England and the States is that for 30 years we've lost the ability to talk about the state in positive terms. We've raised a generation or two of young people who don't think to ask, 'What can the state do that is good?'",no,Progressive,0,gone catastrophically wrong england states number years lost ability talk state positive terms raised generation two young people think ask state good,1.0
1304,Tony Judt,"No one wants to live in a wheelchair unable to talk, only winking once for yes and twice for no. It's perfectly reasonable that there will come a point where the balance of judgment of life over death swings the other way.",no,Progressive,0,one wants live wheelchair unable talk winking yes twice perfectly reasonable come point balance judgment life death swings way,1.0
1305,Tony Judt,"I see myself as, first and above all, a teacher of history; next, a writer of European history; next, a commentator on European affairs; next, a public intellectual voice within the American left; and only then an occasional, opportunistic participant in the pained American discussion of the Jewish matter.",no,Progressive,0,see first teacher history next writer european history next commentator european affairs next public intellectual voice within american left occasional opportunistic participant pained american discussion jewish matter,1.0
1306,Tony Judt,It does irritate me when I am described as a controversialist and commentator on Israel.,no,Progressive,0,irritate described controversialist commentator israel,1.0
1307,Tony Judt,"You don't have to be Jewish to understand the history of Europe in the 20th century, but it helps.",no,Progressive,0,jewish understand history europe 20th century helps,1.0
1308,Tony Judt,I'm not sure I've learned anything new about life; but I've had to think harder about death and what comes after for other people.,no,Progressive,0,sure learned anything new life think harder death comes people,1.0
1309,Tony Judt,"I went to live on a kibbutz, and I'd idealized the world of collective, agrarian work, where everyone was equal, everyone contributed, that all this awful European intellectual stuff just fell away.",no,Progressive,0,went live kibbutz idealized world collective agrarian work everyone equal everyone contributed awful european intellectual stuff fell away,1.0
1310,Jane Jacobs,Sentimentality about nature denatures everything it touches.,no,Progressive,0,sentimentality nature denatures everything touches,1.0
1311,Jane Jacobs,The point of cities is multiplicity of choice.,no,Progressive,0,point cities multiplicity choice,1.0
1312,Jane Jacobs,Design is people.,no,Progressive,0,design people,1.0
1313,Lawrence Lessig,"Before the monopoly should be permitted, there must be reason to believe it will do some good - for society, and not just for monopoly holders.",no,Progressive,0,monopoly permitted must reason believe good society monopoly holders,2.0
1314,Lawrence Lessig,"Remember the refrain: We always build on the past; the past always tries to stop us. Freedom is about stopping the past, but we have lost that ideal.",no,Progressive,0,remember refrain always build past past always tries stop us freedom stopping past lost ideal,1.0
1315,Lawrence Lessig,"When government disappears, it's not as if paradise will take its place. When governments are gone, other interests will take their place.",no,Progressive,0,government disappears paradise take place governments gone interests take place,1.0
1316,Lawrence Lessig,"Notwithstanding the fact that the most innovative and progressive space we've seen - the Internet - has been the place where intellectual property has been least respected. You know, facts don't get in the way of this ideology.",no,Progressive,0,notwithstanding fact innovative progressive space seen internet place intellectual property least respected know facts get way ideology,2.0
1317,Lawrence Lessig,"We have a massive system to regulate creativity. A massive system of lawyers regulating creativity as copyright law has expanded in unrecognizable forms, going from a regulation of publishing to a regulation of copying.",no,Progressive,0,massive system regulate creativity massive system lawyers regulating creativity copyright law expanded unrecognizable forms going regulation publishing regulation copying,1.0
1318,Glenn Greenwald,"There are different ways that kids who are gay take on the rejection and alienation they feel. The way I dealt with it was to say, 'You know what? You're imposing judgments on me and condemnations, but I don't accept them. I'm going to instead turn the light on you and see what your flaws are and impose the same judgmental standards on you.'",no,Progressive,0,different ways kids gay take rejection alienation feel way dealt say know imposing judgments condemnations accept going instead turn light see flaws impose judgmental standards,1.0
1319,Glenn Greenwald,Surveillance breeds conformity.,no,Progressive,0,surveillance breeds conformity,1.0
1320,Glenn Greenwald,"An elite class that is free to operate without limits - whether limits imposed by the rule of law or fear of the responses from those harmed by their behavior - is an elite class that will plunder, degrade, and cheat at will, and act endlessly to fortify its own power.",no,Progressive,0,elite class free operate without limits whether limits imposed rule law fear responses harmed behavior elite class plunder degrade cheat act endlessly fortify power,1.0
1321,Glenn Greenwald,The definition of an extreme authoritarian is one who is willing blindly to assume that government accusations are true without any evidence presented or opportunity to contest those accusations.,no,Progressive,0,definition extreme authoritarian one willing blindly assume government accusations true without evidence presented opportunity contest accusations,1.0
1322,Glenn Greenwald,"The most important thing my grandfather taught me was that the most noble way to use your skills, intellect and energy is to defend the marginalized against those with the greatest power - and that the resulting animosity from those in power is a badge of honor.",no,Progressive,0,important thing grandfather taught noble way use skills intellect energy defend marginalized greatest power resulting animosity power badge honor,1.0
1323,Glenn Greenwald,Who cares if virtually the entire world views Obama's drone attacks as unjustified and wrong? Who cares if the Muslim world continues to seethe with anti-American animus as a result of this aggression? Empires do what they want.,no,Progressive,0,cares virtually entire world views obama drone attacks unjustified wrong cares muslim world continues seethe anti american animus result aggression empires want,1.0
1324,Glenn Greenwald,"There is a massive apparatus within the United States government that with complete secrecy has been building this enormous structure that has only one goal, and that is to destroy privacy and anonymity, not just in the United States, but around the world.",no,Progressive,0,massive apparatus within united states government complete secrecy building enormous structure one goal destroy privacy anonymity united states around world,1.0
1325,Glenn Greenwald,"There's a huge dichotomy between people who grow up with alienation, which, for me, was invaluable, and people who grow up so completely privileged that it breeds this complacency and lack of desire to question or challenge or do anything significant. Those are the types of people who become partners at the corporate law firms.",no,Progressive,0,huge dichotomy people grow alienation invaluable people grow completely privileged breeds complacency lack desire question challenge anything significant types people become partners corporate law firms,1.0
1326,Glenn Greenwald,"The United States government in Washington constantly gives amnesty to its highest officials, even when they commit the most egregious crimes. And yet the idea of amnesty for a whistleblower is considered radical and extreme.",no,Progressive,0,united states government washington constantly gives amnesty highest officials even commit egregious crimes yet idea amnesty whistleblower considered radical extreme,1.0
1327,Glenn Greenwald,The single most remarkable (and revealing) fact of the Obama presidency may very well be the lack of a single prosecution of Wall Street executives for the massive fraud that precipitated the 2008 financial crisis.,no,Progressive,0,single remarkable revealing fact obama presidency may well lack single prosecution wall street executives massive fraud precipitated number financial crisis,1.0
1328,Glenn Greenwald,What made Guantanamo such a travesty - and what still makes it such - is that it is a system of indefinite detention whereby human beings are put in cages for years and years without ever being charged with a crime.,no,Progressive,0,made guantanamo travesty still makes system indefinite detention whereby human beings put cages years years without ever charged crime,1.0
1329,Glenn Greenwald,It's always easy to get people to condemn threats to free speech when the speech being threatened is speech that they like. It's much more difficult to induce support for free speech rights when the speech being punished is speech they find repellent.,no,Progressive,0,always easy get people condemn threats free speech speech threatened speech like much difficult induce support free speech rights speech punished speech find repellent,1.0
1330,Glenn Greenwald,"It is true that the Internet can be used to disseminate falsehoods quickly, but it just as quickly roots them out and exposes them in a way that the traditional model of journalism and its closed, insular, one-way form of communication could never do.",no,Progressive,0,true internet used disseminate falsehoods quickly quickly roots exposes way traditional model journalism closed insular one way form communication could never,1.0
1331,Glenn Greenwald,"It shouldn't take extreme courage and a willingness to go to prison for decades or even life to blow the whistle on bad government acts done in secret. But it does. And that is an immense problem for democracy, one that all journalists should be united in fighting.",no,Progressive,0,take extreme courage willingness go prison decades even life blow whistle bad government acts done secret immense problem democracy one journalists united fighting,1.0
1332,Glenn Greenwald,The American Right has an amazing ability to lionize leaders whose lives are the precise antithesis of the political values that define their image.,no,Progressive,0,american right amazing ability lionize leaders whose lives precise antithesis political values define image,1.0
1333,Glenn Greenwald,Free speech rights means that government officials are barred from creating lists of approved and disapproved political ideas and then using the power of the state to enforce those preferences.,no,Progressive,0,free speech rights means government officials barred creating lists approved disapproved political ideas using power state enforce preferences,1.0
1334,Glenn Greenwald,"It is beyond dispute that President Obama and his aides have an extreme, even unprecedented obsession with concealing embarrassing information, controlling the flow of information, and punishing anyone who stands in the way. But, at least theoretically speaking, it is the job of journalists to impede that effort, not to serve and enable it.",no,Progressive,0,beyond dispute president obama aides extreme even unprecedented obsession concealing embarrassing information controlling flow information punishing anyone stands way least theoretically speaking job journalists impede effort serve enable,1.0
1335,Glenn Greenwald,"Many of the benefits from keeping terrorism fear levels high are obvious. Private corporations suck up massive amounts of Homeland Security cash as long as that fear persists, while government officials in the National Security and Surveillance State can claim unlimited powers and operate with unlimited secrecy and no accountability.",no,Progressive,0,many benefits keeping terrorism fear levels high obvious private corporations suck massive amounts homeland security cash long fear persists government officials national security surveillance state claim unlimited powers operate unlimited secrecy accountability,1.0
1336,Glenn Greenwald,"The most extremist power any political leader can assert is the power to target his own citizens for execution without any charges or due process, far from any battlefield. The Obama administration has not only asserted exactly that power in theory, but has exercised it in practice.",no,Progressive,0,extremist power political leader assert power target citizens execution without charges due process far battlefield obama administration asserted exactly power theory exercised practice,1.0
1337,Glenn Greenwald,"I personally think honestly disclosing rather than hiding one's subjective values makes for more honest and trustworthy journalism. But no journalism - from the most stylistically 'objective' to the most brazenly opinionated - has any real value unless it is grounded in facts, evidence, and verifiable data.",no,Progressive,0,personally think honestly disclosing rather hiding one subjective values makes honest trustworthy journalism journalism stylistically objective brazenly opinionated real value unless grounded facts evidence verifiable data,1.0
1338,Glenn Greenwald,"Whistleblowers are typically rendered incommunicado, either because they're in hiding, or advised by their lawyers to stay silent, or imprisoned. As a result, the public hears only about them, but never from them, which makes their demonization virtually inevitable.",no,Progressive,0,whistleblowers typically rendered incommunicado either hiding advised lawyers stay silent imprisoned result public hears never makes demonization virtually inevitable,1.0
1339,Glenn Greenwald,The purpose of whistleblowing is to expose secret and wrongful acts by those in power in order to enable reform.,no,Progressive,0,purpose whistleblowing expose secret wrongful acts power order enable reform,1.0
1340,Glenn Greenwald,"Somehow, when the authoritarians on the Right search for icons of manly warrior power to venerate, they find only those who like to melodramatically play-act as such, but who ran away when it came time to actually perform.",no,Progressive,0,somehow authoritarians right search icons manly warrior power venerate find like melodramatically play act ran away came time actually perform,1.0
1341,Glenn Greenwald,Obama supporters pretended that his 2008 campaign was some sort of populist uprising even as Wall Street overwhelmingly supported his candidacy.,no,Progressive,0,obama supporters pretended number campaign sort populist uprising even wall street overwhelmingly supported candidacy,1.0
1342,Glenn Greenwald,"'Terrorism' itself is not an objective term or legitimate object of study, but was conceived of as a highly politicized instrument and has been used that way ever since.",no,Progressive,0,terrorism objective term legitimate object study conceived highly politicized instrument used way ever since,1.0
1343,Glenn Greenwald,"The highest compliment one can give a writer is not to say that one wholeheartedly agrees with his observations, but that he provoked - really, forced - difficult thinking about consequential matters and internal questioning of one's own assumptions, often without quick or clear resolution.",no,Progressive,0,highest compliment one give writer say one wholeheartedly agrees observations provoked really forced difficult thinking consequential matters internal questioning one assumptions often without quick clear resolution,1.0
1344,Al Gore,"Today we're dumping 70 million tons of global-warming pollution into the environment, and tomorrow we will dump more, and there is no effective worldwide response. Until we start sharply reducing global-warming pollution, I will feel that I have failed.",no,Progressive,0,today dumping number million tons global warming pollution environment tomorrow dump effective worldwide response start sharply reducing global warming pollution feel failed,1.0
1345,Al Gore,"As human beings, we are vulnerable to confusing the unprecedented with the improbable. In our everyday experience, if something has never happened before, we are generally safe in assuming it is not going to happen in the future, but the exceptions can kill you and climate change is one of those exceptions.",no,Progressive,0,human beings vulnerable confusing unprecedented improbable everyday experience something never happened generally safe assuming going happen future exceptions kill climate change one exceptions,1.0
1346,Al Gore,"In digital era, privacy must be a priority. Is it just me, or is secret blanket surveillance obscenely outrageous?",no,Progressive,0,digital era privacy must priority secret blanket surveillance obscenely outrageous,1.0
1347,Al Gore,The entire North Polar ice cap is disappearing before our very eyes. It's been the size of the continental United States for the last 3 million years and now 40 percent is gone and the rest of it is going.,no,Progressive,0,entire north polar ice cap disappearing eyes size continental united states last number million years number percent gone rest going,1.0
1348,Al Gore,I think the cost of energy will come down when we make this transition to renewable energy.,no,Progressive,0,think cost energy come make transition renewable energy,1.0
1349,Al Gore,There is an air of unreality in debating these arcane points when the world is changing in such dramatic ways right in front of our eyes because of global warming.,no,Progressive,0,air unreality debating arcane points world changing dramatic ways right front eyes global warming,1.0
1350,Al Gore,"Civil disobedience has an honourable history, and when the urgency and moral clarity cross a certain threshold, then I think that civil disobedience is quite understandable, and it has a role to play.",no,Progressive,0,civil disobedience honourable history urgency moral clarity cross certain threshold think civil disobedience quite understandable role play,1.0
1351,Al Gore,A president who breaks the law is a threat to the very structure of our government.,no,Progressive,0,president breaks law threat structure government,1.0
1352,Al Gore,Airplane travel is nature's way of making you look like your passport photo.,no,Progressive,0,airplane travel nature way making look like passport photo,1.0
1353,Al Gore,I have faith in the United States and our ability to make good decisions based on the facts.,no,Progressive,0,faith united states ability make good decisions based facts,1.0
1354,Al Gore,"I'm naturally an optimist, but my basis for hope is rooted in my understanding of human nature.",no,Progressive,0,naturally optimist basis hope rooted understanding human nature,1.0
1355,Al Gore,I've learned the importance of changing people's minds at the grassroots level so that whoever does run will have a much better chance of encountering public opinion that reaches a critical mass and brings about a change not only in White House policies but in the Congress and in the state legislatures and all around the world.,no,Progressive,0,learned importance changing people minds grassroots level whoever run much better chance encountering public opinion reaches critical mass brings change white house policies congress state legislatures around world,1.0
1356,Al Gore,"The struggle against poverty in the world and the challenge of cutting wealthy country emissions all has a single, very simple solution... Here it is: Put a price on carbon.",no,Progressive,0,struggle poverty world challenge cutting wealthy country emissions single simple solution put price carbon,1.0
1357,Al Gore,"Hey, you know what, I've gotta go on that 'Letterman' show. That show is so lame.",no,Progressive,0,hey know gotta go letterman show show lame,1.0
1358,Al Gore,"I remember as a boy when the conversation on civil rights was won in the South. I remember a time when one of my friends made a racist joke and another said, 'Hey man, we don't go for that anymore.'",no,Progressive,0,remember boy conversation civil rights south remember time one friends made racist joke another said hey man go anymore,1.0
1359,Al Gore,"I'm old enough to know that a red carpet's just a rug, and I've been able to enjoy the pageantry without letting it go to my head.",no,Progressive,0,old enough know red carpet rug able enjoy pageantry without letting go head,1.0
1360,Al Gore,Surveillance technologies now available - including the monitoring of virtually all digital information - have advanced to the point where much of the essential apparatus of a police state is already in place.,no,Progressive,0,surveillance technologies available including monitoring virtually digital information advanced point much essential apparatus police state already place,1.0
1361,Al Gore,The conversation on global warming has been stalled because a shrinking group of denialists fly into a rage when it's mentioned.,no,Progressive,0,conversation global warming stalled shrinking group denialists fly rage mentioned,1.0
1362,Al Gore,"The first less is this: take it from me, every vote counts.",no,Progressive,0,first less take every vote counts,1.0
1363,Al Gore,"During my service in the United States Congress, I took the initiative in creating the Internet.",no,Progressive,0,service united states congress took initiative creating internet,1.0
1364,Al Gore,"Population growth is straining the Earth's resources to the breaking point, and educating girls is the single most important factor in stabilizing that. That, plus helping women gain political and economic power and safeguarding their reproductive rights.",no,Progressive,0,population growth straining earth resources breaking point educating girls single important factor stabilizing plus helping women gain political economic power safeguarding reproductive rights,1.0
1365,Al Gore,"CO2 is the exhaling breath of our civilization, literally... Changing that pattern requires a scope, a scale, a speed of change that is beyond what we have done in the past.",no,Progressive,0,co2 exhaling breath civilization literally changing pattern requires scope scale speed change beyond done past,1.0
1366,Al Gore,"When people flirt with despair about the future, they are less likely to take the actions necessary to safeguard it, focusing instead on the short-term.",no,Progressive,0,people flirt despair future less likely take actions necessary safeguard focusing instead short term,1.0
1367,Al Gore,"I do genuinely believe that the political system is not linear. When it reaches a tipping point fashioned by a critical mass of opinion, the slow pace of change we're used to will no longer be the norm. I see a lot of signs every day that we're moving closer and closer to that tipping point.",no,Progressive,0,genuinely believe political system linear reaches tipping point fashioned critical mass opinion slow pace change used longer norm see lot signs every day moving closer closer tipping point,1.0
1368,Alan Bennett,"The bits I most remember about my school days are those that took place outside the classroom, as we were taken on countless theatre visits and trips to places of interest.",no,Progressive,0,bits remember school days took place outside classroom taken countless theatre visits trips places interest,1.0
1369,Alan Bennett,Life is like a box of sardines and we are all looking for the key.,no,Progressive,0,life like box sardines looking key,1.0
1370,Alan Bennett,"If you think squash is a competitive activity, try flower arranging.",no,Progressive,0,think squash competitive activity try flower arranging,1.0
1371,Alan Bennett,"Closing a public library is child abuse, really, because it hinders child development.",no,Progressive,0,closing public library child abuse really hinders child development,1.0
1372,Alan Bennett,"Those who have known the famous are publicly debriefed of their memories, knowing as their own dusk falls that they will only be remembered for remembering someone else.",no,Progressive,0,known famous publicly debriefed memories knowing dusk falls remembered remembering someone else,1.0
1373,Alan Bennett,"I can't complain that I've had a public all through my writing life, but people don't quite know what I've written. People don't read you too closely. Perhaps, after I've died, they'll look at my stuff, and read it through, and find there's more in it. That may be wrong, but that's what I comfort myself with.",no,Progressive,0,complain public writing life people quite know written people read closely perhaps died look stuff read find may wrong comfort,1.0
1374,Alan Bennett,Life is generally something that happens elsewhere.,no,Progressive,0,life generally something happens elsewhere,1.0
1375,Alan Bennett,I write plays about things that I can't resolve in my mind. I try to root things out.,no,Progressive,0,write plays things resolve mind try root things,1.0
1376,Alan Bennett,All knowledge is precious whether or not it serves the slightest human use.,no,Progressive,0,knowledge precious whether serves slightest human use,1.0
1377,Alan Bennett,I'm all in favour of free expression provided it's kept rigidly under control.,no,Progressive,0,favour free expression provided kept rigidly control,1.0
1378,Alan Bennett,"I've never seen the point of the sea, except where it meets the land. The shore has a point. The sea has none.",no,Progressive,0,never seen point sea except meets land shore point sea none,1.0
1379,Alan Bennett,"Teachers need to feel they are trusted. They must be allowed some leeway to use their imagination; otherwise, teaching loses all sense of wonder and excitement.",no,Progressive,0,teachers need feel trusted must allowed leeway use imagination otherwise teaching loses sense wonder excitement,1.0
1380,Alan Bennett,Your whole life is on the other side of the glass. And there is nobody watching.,no,Progressive,0,whole life side glass nobody watching,1.0
1381,Alan Bennett,"Feeling I'd scarcely arrived at a style, I now find I'm near the end of it. I'm not quite sure what Late Style means except that it's some sort of licence, a permit for ageing practitioners to kick their heels up.",no,Progressive,0,feeling scarcely arrived style find near end quite sure late style means except sort licence permit ageing practitioners kick heels,1.0
1382,Alan Bennett,I don't want to see libraries close; I want to find local solutions that will make them sustainable.,no,Progressive,0,want see libraries close want find local solutions make sustainable,1.0
1383,Alan Bennett,Children always assume the sexual lives of their parents come to a grinding halt at their conception.,no,Progressive,0,children always assume sexual lives parents come grinding halt conception,1.0
