,Unnamed: 0,Author,Quotes,Political Orientation,auto,texicity,rep
989,14045,Pamela Geller,"we need to do about this barbaric practice is raise awareness of it among Americans who have no idea that it is happening. The Aqsa Parvez memorial was the very first occasion on which non-Muslims began to take note of the victims of Islamic honor killing, and to serve notice to their killers that the victims would not be forgotten or their murders ignored. Memorials to Aqsa Parvez were planned in the Canadian town of Pelham, Ontario, and in Jerusalem. Aqsa Parvez was brutally murdered by her father and brother in December 2007 for refusing to wear the Islamic headscarf. But that was only the beginning; the abuse of this girl continued. She was buried in an unmarked grave. Her family refused to acknowledge her life, as she had dishonored them. In defiance of her devout father and brother, she had refused to live under the suffocating dictates of Islamic law. The eleventh grade student began taking off her hijab, a traditional Islamic headscarf, when she went to school, and would put it back on when she returned home. Her dad would go to her school during school hours and walk around trying to find her, trying to catch her not wearing Islamic garb, talking to boys, or hanging out with non-muslims. She wanted to dress like us, said one friend of Aqsa. To be normal. For this, her family prefers that she be forgotten",Right,0,need barbaric practice raise awareness among americans idea happening aqsa parvez memorial first occasion non muslims began take note victims islamic honor killing serve notice killers victims would forgotten murders ignored memorials aqsa parvez planned canadian town pelham ontario jerusalem aqsa parvez brutally murdered father brother december 2007 refusing wear islamic headscarf beginning abuse girl continued buried unmarked grave family refused acknowledge life dishonored defiance devout father brother refused live suffocating dictates islamic law eleventh grade student began taking hijab traditional islamic headscarf went school would put back returned home dad would go school school hours walk around trying find trying catch wearing islamic garb talking boys hanging non muslims wanted dress like us said one friend aqsa normal family prefers forgotten,1
990,14046,Pamela Geller,"Studies have shown that 91 percent of honor killings worldwide, as well as 84 percent of honor killings in the United States, are done by Muslims. Such misogyny was unheard of in this country thirty years ago",Right,0,studies shown 91 percent honor killings worldwide well 84 percent honor killings united states done muslims misogyny unheard country thirty years ago,1
991,14047,Pamela Geller,"It called the Oklahoma amendment anti-Islam, admitting that the brutal, oppressive, and radical Sharia, with its stonings and amputations and oppression of women, is Islam. Why call the amendment anti-Islam? It was anti-Sharia. Oklahoma meant to ban stonings, amputations for theft, death for apostates, and the other elements of Sharia that contradict the rights and freedoms guaranteed to American citizens by the U.S. Constitution. And now CAIR was admitting that all such practices go back to Islam itself. By their fruits we shall know them, and so once again, we knew Islamic supremacist CAIR.",Right,0,called oklahoma amendment anti islam admitting brutal oppressive radical sharia stonings amputations oppression women islam call amendment anti islam anti sharia oklahoma meant ban stonings amputations theft death apostates elements sharia contradict rights freedoms guaranteed american citizens u constitution cair admitting practices go back islam fruits shall know knew islamic supremacist cair,1
992,14048,Pamela Geller,"It denies the freedom of speech, the freedom of conscience, and legal equality for women and non-Muslims.",Right,0,denies freedom speech freedom conscience legal equality women non muslims,1
993,14049,Pamela Geller,"Instead, our cultural warlords in the mainstream media, academia, and entertainment strictly enforce the blasphemy laws of Islam, which command that one must not insult or slander Islam. In Muslim countries, blasphemy is punishable by death; in the West, it is your character that is assassinated if you dare to speak out against the Islamic supremacist agenda. Our last line of defense was always the rule of law. So it was particularly jarring and deeply disturbing to come upon this latest initiative from the ABA, one of America’s last lines of defense against the litigation jihad and creeping Sharia in this country. Furthermore, the ABA’s Middle East Law committee has promoted Sharia finance, the implementation of Islamic laws regarding financial transactions (including its prohibition of interest-based transactions) for some time with the same warmly positive slant. Sharia is being imposed across state lines, across the country, by way of these varying initiatives.",Right,0,instead cultural warlords mainstream media academia entertainment strictly enforce blasphemy laws islam command one must insult slander islam muslim countries blasphemy punishable death west character assassinated dare speak islamic supremacist agenda last line defense always rule law particularly jarring deeply disturbing come upon latest initiative aba one america last lines defense litigation jihad creeping sharia country furthermore aba middle east law committee promoted sharia finance implementation islamic laws regarding financial transactions including prohibition interest based transactions time warmly positive slant sharia imposed across state lines across country way varying initiatives,1
994,14050,Pamela Geller,"When I wrote about their pro-Sharia initiatives in an article called The ABA’s Jihad in The American Thinker, the ABA on the same day issued a statement in response to my article, claiming that the American Bar Association has taken no action in support of, or in opposition to, judges considering Islamic law or Sharia.193 How dishonest and disingenuous.",Right,0,wrote pro sharia initiatives article called aba jihad american thinker aba day issued statement response article claiming american bar association taken action support opposition judges considering islamic law sharia 193 dishonest disingenuous,1
995,14051,Pamela Geller,"In its report, the local news station KXAN stated the case succinctly: The State Board of Education is sending a message to textbook publishers: Don’t promote one religion at the expense of others.142 Texas activist Randy Reeves, who drafted the resolution, understated his case when he commented, I think our documentation clearly shows that the bias is there. And we feel that it was not done on accident.143 All this was happening according to the Islamic supremacists’ predetermined plan. And even where Islamic supremacists are not employing such subterfuge, they’re working to gain special accommodation for Muslims in public schools. They have a playbook for how to impose Islam in the public schools. In Islam, there is no separation of mosque and state",Right,0,report local news station kxan stated case succinctly state board education sending message textbook publishers promote one religion expense others 142 texas activist randy reeves drafted resolution understated case commented think documentation clearly shows bias feel done accident 143 happening according islamic supremacists predetermined plan even islamic supremacists employing subterfuge working gain special accommodation muslims public schools playbook impose islam public schools islam separation mosque state,1
996,14052,Pamela Geller,"This is, of course, an outrage. None of this should be introduced into the public school. If this is what Muslim parents want, they should send their children to madrassah.",Right,0,course outrage none introduced public school muslim parents want send children madrassah,1
997,14053,Pamela Geller,"America is not the only good thing in the world, but it is the best thing in the world.",Right,0,america good thing world best thing world,1
998,14054,Pamela Geller,"In any war between the civilized man and the savage, support the civilized man.",Right,0,war civilized man savage support civilized man,1
999,14055,Pamela Geller,"The media operate under the narcissistic assumption that if they don’t report it, it didn’t happen.",Right,0,media operate narcissistic assumption report happen,1
1000,14056,Pamela Geller,The United States of America is the most charitable nation on earth.,Right,0,united states america charitable nation earth,1
1001,14057,Pamela Geller,FBI statistics showed that Jews were significantly more likely to be targets of hate crimes than Muslims.,Right,0,fbi statistics showed jews significantly likely targets hate crimes muslims,1
1002,14058,Pamela Geller,Muslims serve in the Israeli Knesset and have more rights in Israel than they do in Muslim countries.,Right,0,muslims serve israeli knesset rights israel muslim countries,1
1003,14059,Pamela Geller,"Love Thy Neighbor.’ Gotta love it. There is no golden rule in Islam, clowns. This moral equivocation completely ignored the facts on the ground. Jews and Christians simply were not murdering people and justifying the murders by quoting their Scriptures. The violence in the Bible is descriptive, while the Koran’s violence is prescriptive. The fantasy these quislings advanced was at odds with reality and the rivers of bloodshed in the cause of Islam. Never do we see Jews slaughtering in the name of HaShem or Christians in the name of Jesus Christ.",Right,0,love thy neighbor gotta love golden rule islam clowns moral equivocation completely ignored facts ground jews christians simply murdering people justifying murders quoting scriptures violence bible descriptive koran violence prescriptive fantasy quislings advanced odds reality rivers bloodshed cause islam never see jews slaughtering name hashem christians name jesus christ,1
1004,14080,Pamela Geller,"While Islamic Spain is held up today as a proto-multiculturalist paradise, in reality non-Muslims there suffered under the discrimination prescribed in Islamic law for dhimmis, non-believers who were subjugated as inferiors and denied equality of rights",Right,0,islamic spain held today proto multiculturalist paradise reality non muslims suffered discrimination prescribed islamic law dhimmis non believers subjugated inferiors denied equality rights,1
1005,14081,Pamela Geller,"History shows that wherever Islam becomes dominant, democratic institutions perish, all pre-Islamic remnants are destroyed, and non-Islamic people cease to be safe.",Right,0,history shows wherever islam becomes dominant democratic institutions perish pre islamic remnants destroyed non islamic people cease safe,1
1006,14082,Pamela Geller,"Moderate Islam is a Western fantasy. As Turkey’s then-Prime Minister and current President Recep Tayyip Erdogan said in 2007: ‘These descriptions are very ugly, it is offensive and an insult to our religion. There is no moderate or immoderate Islam. Islam is Islam and that’s it.’ And while there are moderate and more secular Muslims, I am hardly concerned with them. Nor am I compelled to applaud them. I do not have to pat on the back every Muslim who does not want to kill me. I expect that. That is my bar. The idea that one should praise them speaks to the soft bigotry of low expectations when it comes to Western dealings with Muslims. It’s just absurd.",Right,0,moderate islam western fantasy turkey prime minister current president recep tayyip erdogan said 2007 descriptions ugly offensive insult religion moderate immoderate islam islam islam moderate secular muslims hardly concerned compelled applaud pat back every muslim want kill expect bar idea one praise speaks soft bigotry low expectations comes western dealings muslims absurd,1
1007,14083,Pamela Geller,"These mega-mosques are making a supremacist statement. Most people assume they’re just like synagogues or churches. They don’t realize that Islam has political goals that are expressed through the mosques, and that the mosques often symbolize that Muslims are claiming a particular territory as their own. For the Muslim Brotherhood, mosques aren’t just houses of worship. They’re centers of political power, from which plans are made to increase that power in various ways.",Right,0,mega mosques making supremacist statement people assume like synagogues churches realize islam political goals expressed mosques mosques often symbolize muslims claiming particular territory muslim brotherhood mosques houses worship centers political power plans made increase power various ways,1
1008,14084,Pamela Geller,"In June 2013, Obama’s Justice Department warned against using social media to spread information considered offensive to Muslims, threatening that it could constitute a violation of civil rights. I had warned of such consequences of an Obama presidency in my first book, The Post-American Presidency: The Obama Administration’s War on America.",Right,0,june 2013 obama justice department warned using social media spread information considered offensive muslims threatening could constitute violation civil rights warned consequences obama presidency first book post american presidency obama administration war america,1
1009,14085,Pamela Geller,"Elite politicians in Europe have no problem with participating in demonstrations where Muslims openly shout ‘Death to the Jews.’ Seventy years after Auschwitz, they have no shame.",Right,0,elite politicians europe problem participating demonstrations muslims openly shout death jews seventy years auschwitz shame,1
1010,14086,Pamela Geller,"The ‘Palestinian’ myth is the ‘Palestinian’ nationality itself. On March 31, 1977, the Dutch newspaper Trouw interviewed Zahir Muhsein of the Palestine Liberation Organization. Muhsein said: The Palestinian people does not exist. The creation of a Palestinian state is only a means for continuing our struggle against the state of Israel for our Arab unity. In reality today there is no difference between Jordanians, Palestinians, Syrians and Lebanese. Only for political and tactical reasons do we speak today about the existence of a Palestinian people, since Arab national interests demand that we posit the existence of a distinct ‘Palestinian people’ to oppose Zionism. These Jewish educators are promoting this century’s annihilationists before they, too, get their heads lopped off.",Right,0,palestinian myth palestinian nationality march 31 1977 dutch newspaper trouw interviewed zahir muhsein palestine liberation organization muhsein said palestinian people exist creation palestinian state means continuing struggle state israel arab unity reality today difference jordanians palestinians syrians lebanese political tactical reasons speak today existence palestinian people since arab national interests demand posit existence distinct palestinian people oppose zionism jewish educators promoting century annihilationists get heads lopped,1
1011,14088,Pamela Geller,"Free speech is the soul of our nation and the foundation of all our other freedoms. If we can’t speak out against injustice and evil, those forces will prevail. Freedom of speech is the foundation of a free society. Without it, a tyrant can wreak havoc unopposed, while his opponents are silenced.",Right,0,free speech soul nation foundation freedoms speak injustice evil forces prevail freedom speech foundation free society without tyrant wreak havoc unopposed opponents silenced,1
1012,14089,Pamela Geller,"When it came out in court that this Norwegian madman was inspired to violence by al-Qaeda and Hamas, that was not widely reported.",Right,0,came court norwegian madman inspired violence al qaeda hamas widely reported,1
1013,14090,Pamela Geller,"Another shooter in Portland, also in June 2017, was likewise a Bernie supporter; he ranted against Christians, Jews, and Muslims but the enemedia reported his shooting of two people as an Islamophobic... hate crime.51",Right,0,another shooter portland also june 2017 likewise bernie supporter ranted christians jews muslims enemedia reported shooting two people islamophobic hate crime 51,1
1014,14091,Pamela Geller,We saw this same kind of violent thuggery in the 1930s in Germany. And we have seen what happens when good people do nothing.,Right,0,saw kind violent thuggery 1930s germany seen happens good people nothing,1
1015,14240,Robert Spencer,"The Muslim Brotherhood’s infiltration of the Washington establishment is remarkable by any standard. Former FBI Special Agent John Guandolo noted in October 2011: What we’re seeing not just inside the White House, but inside the government entities, the national security entities, the State Department – is a strong push by the Muslim Brotherhood to get their people not just into operational positions, but policy positions – deeper, long term, bureaucratic positions.67",Right,0,muslim brotherhood infiltration washington establishment remarkable standard former fbi special agent john guandolo noted october 2011 seeing inside white house inside government entities national security entities state department strong push muslim brotherhood get people operational positions policy positions deeper long term bureaucratic positions 67,1
1017,14242,Robert Spencer,"It is no coincidence that all these varied efforts to silence voices critical of Islamic supremacism recall one of the most important laws by which dhimmis must abide within the Islamic state: according to traditional Islamic law, non-Muslims must not speak about Islam in a manner that Muslims consider offensive.",Right,0,coincidence varied efforts silence voices critical islamic supremacism recall one important laws dhimmis must abide within islamic state according traditional islamic law non muslims must speak islam manner muslims consider offensive,1
1018,14243,Robert Spencer,"Love your enemies and pray for those who persecute you. Jesus (Matthew 5:44) Against them make ready your strength to the utmost of your power, including steeds of war, to strike terror into the hearts of the enemies, of Allah and your enemies, and others besides, whom ye may not know, but whom Allah doth know. Qur’an 8:60",Right,0,love enemies pray persecute jesus matthew 5 44 make ready strength utmost power including steeds war strike terror hearts enemies allah enemies others besides ye may know allah doth know qur 8 60,1
1019,14244,Robert Spencer,"Consequently, it is almost impossible to prove rape in lands that follow the dictates of the Sharia. Men can commit rape with impunity: As long as they deny the charge and there are no witnesses, they will get off scot-free, because the victim’s testimony is inadmissible. Even worse, if a woman accuses a man of rape, she may end up incriminating herself. If the required male witnesses can’t be found, the victim’s charge of rape becomes an admission of adultery. That accounts for the grim fact that as many as 75 percent of the imprisoned women in Pakistan are, in fact, behind bars for the crime of being a victim of rape.34",Right,0,consequently almost impossible prove rape lands follow dictates sharia men commit rape impunity long deny charge witnesses get scot free victim testimony inadmissible even worse woman accuses man rape may end incriminating required male witnesses found victim charge rape becomes admission adultery accounts grim fact many 75 percent imprisoned women pakistan fact behind bars crime victim rape 34,1
1020,14245,Robert Spencer,"John Quincy Adams on Islam: In the seventh century of the Christian era, a wandering Arab of the lineage of Hagar [i.e., Muhammad], the Egyptian, combining the powers of transcendent genius, with the preternatural energy of a fanatic, and the fraudulent spirit of an impostor, proclaimed himself as a messenger from Heaven, and spread desolation and delusion over an extensive portion of the earth. Adopting from the sublime conception of the Mosaic law, the doctrine of one omnipotent God; he connected indissolubly with it, the audacious falsehood, that he was himself his prophet and apostle. Adopting from the new Revelation of Jesus, the faith and hope of immortal life, and of future retribution, he humbled it to the dust by adapting all the rewards and sanctions of his religion to the gratification of the sexual passion. He poisoned the sources of human felicity at the fountain, by degrading the condition of the female sex, and the allowance of polygamy; and he declared undistinguishing and exterminating war, as a part of his religion, against all the rest of mankind. THE ESSENCE OF HIS DOCTRINE WAS VIOLENCE AND LUST: TO EXALT THE BRUTAL OVER THE SPIRITUAL PART OF HUMAN NATURE…. Between these two religions, thus contrasted in their characters, a war of twelve hundred years has already raged. The war is yet flagrant…While the merciless and dissolute dogmas of the false prophet shall furnish motives to human action, there can never be peace upon earth, and good will towards men. (Emphasis in the original)",Right,0,john quincy adams islam seventh century christian era wandering arab lineage hagar e muhammad egyptian combining powers transcendent genius preternatural energy fanatic fraudulent spirit impostor proclaimed messenger heaven spread desolation delusion extensive portion earth adopting sublime conception mosaic law doctrine one omnipotent god connected indissolubly audacious falsehood prophet apostle adopting new revelation jesus faith hope immortal life future retribution humbled dust adapting rewards sanctions religion gratification sexual passion poisoned sources human felicity fountain degrading condition female sex allowance polygamy declared undistinguishing exterminating war part religion rest mankind essence doctrine violence lust exalt brutal spiritual part human nature two religions thus contrasted characters war twelve hundred years already raged war yet flagrant merciless dissolute dogmas false prophet shall furnish motives human action never peace upon earth good towards men emphasis original,1
1021,14246,Robert Spencer,"But Paradise would not be a bore for Muslims with different proclivities. Allah also promised his blessed that in Paradise, round about them will serve, devoted to them, young male servants handsome as pearls well-guarded (Qur’an 52:24), youths of perpetual freshness (Qur’an 56:17): if thou seest them, thou wouldst think them scattered pearls (Qur’an 76:19). But surely the Qur’an isn’t condoning homosexuality, is it? After all, it depicts Lot telling the people of Sodom: For ye practise your lusts on men in preference to women: ye are indeed a people transgressing beyond bounds (7:81) and of all the creatures in the world, will ye approach males, and leave those whom Allah has created for you to be your mates? Nay, ye are a people transgressing all limits! (26:165). A hadith commands that if a man who is not married is seized committing sodomy, he will be stoned to death.6 Another hadith has Muhammad saying: Kill the one who sodomizes and the one who lets it be done to him.7 These strictures have worked their way into Islamic legal codes, such that two Saudis were so anxious to avoid a flogging or prison term that they murdered a Pakistani who witnessed their shameful acts by running over him with a car, smashing his head in with a rock, and setting him on fire.8 But the pearl-like youths of Paradise have given rise to a strange double-mindedness about homosexuality in Islam. The great poet Abu Nuwas openly glorified homosexuality in his notorious poem the Perfumed Garden:",Right,0,paradise would bore muslims different proclivities allah also promised blessed paradise round serve devoted young male servants handsome pearls well guarded qur 52 24 youths perpetual freshness qur 56 17 thou seest thou wouldst think scattered pearls qur 76 19 surely qur condoning homosexuality depicts lot telling people sodom ye practise lusts men preference women ye indeed people transgressing beyond bounds 7 81 creatures world ye approach males leave allah created mates nay ye people transgressing limits 26 165 hadith commands man married seized committing sodomy stoned death 6 another hadith muhammad saying kill one sodomizes one lets done 7 strictures worked way islamic legal codes two saudis anxious avoid flogging prison term murdered pakistani witnessed shameful acts running car smashing head rock setting fire 8 pearl like youths paradise given rise strange double mindedness homosexuality islam great poet abu nuwas openly glorified homosexuality notorious poem perfumed garden,1
1022,14247,Robert Spencer,"Muhammad vs. Jesus Blessed are you when men revile you and persecute you and utter all kinds of evil against you falsely on my account. Rejoice and be glad, for your reward is great in heaven. Jesus (Matthew 5:11) And slay them wherever ye find them, and drive them out of the places whence they drove you out, for persecution is worse than slaughter. Qur’an 2:191",Right,0,muhammad vs jesus blessed men revile persecute utter kinds evil falsely account rejoice glad reward great heaven jesus matthew 5 11 slay wherever ye find drive places whence drove persecution worse slaughter qur 2 191,1
1023,14248,Robert Spencer,"a surprisingly large number of those who identify themselves as Muslims have scant acquaintance with what it actually says. Although the media establishment continues to interchange the words Muslim and Arab, most Muslims worldwide today are not Arabs. Even modern Arabic, much less classical Qur’anic Arabic, is foreign to them. They often memorize the Qur’an by rote without any clear idea of what it actually says. A Pakistani Muslim once proudly told me that he had memorized large sections of the Qur’an, and planned to buy a translation one day so that he could find out exactly what it was saying. Such instances are common to a degree that may surprise most non-Muslims.",Right,0,surprisingly large number identify muslims scant acquaintance actually says although media establishment continues interchange words muslim arab muslims worldwide today arabs even modern arabic much less classical qur anic arabic foreign often memorize qur rote without clear idea actually says pakistani muslim proudly told memorized large sections qur planned buy translation one day could find exactly saying instances common degree may surprise non muslims,1
1024,14249,Robert Spencer,"The choices for unbelievers are: Accept Islam. Pay the jizya, the poll-tax on non-Muslims, which (as we shall see) is the cornerstone of an entire system of humiliating regulations that institutionalize inferior status for non-Muslims in Islamic law. War with Muslims. Always remember, peaceful coexistence as equals in a pluralistic society isn’t one of the choices.",Right,0,choices unbelievers accept islam pay jizya poll tax non muslims shall see cornerstone entire system humiliating regulations institutionalize inferior status non muslims islamic law war muslims always remember peaceful coexistence equals pluralistic society one choices,1
1025,14250,Robert Spencer,"a Greek monk and theologian (today revered as a saint by the Orthodox Church) who was imprisoned for a time by the Turks, remarked trenchantly about Muslims: These infamous people, hated by God and infamous, boast of having got the better of the Romans [i.e., Byzantines] by their love of God…They live by the bow, the sword, and debauchery, finding pleasure in taking slaves, devoting themselves to murder, pillage, spoil…and not only do they commit these crimes, but even",Right,0,greek monk theologian today revered saint orthodox church imprisoned time turks remarked trenchantly muslims infamous people hated god infamous boast got better romans e byzantines love god live bow sword debauchery finding pleasure taking slaves devoting murder pillage spoil commit crimes even,1
1026,14251,Robert Spencer,We love death more than you love life.' This is civilization's ultimate challenge. Will the lovers of death and destruction overwhelm and defeat those who love life and have created great civilizations that celebrate human creativity and achievement? Will all that is left of three thousand years of human civilization be reduced to rubble and a mindless religio-ideological lockstep? The Islamic State is not just a challenge to Judeo-Christian Western civilization. It is a challenge to civilization itself--to the very idea of civilization. And that is why it is doomed to fail. Life will always conquer death in the end. The human spirit will always prevail against the forces that would subjugate and enslave it.,Right,0,love death love life civilization ultimate challenge lovers death destruction overwhelm defeat love life created great civilizations celebrate human creativity achievement left three thousand years human civilization reduced rubble mindless religio ideological lockstep islamic state challenge judeo christian western civilization challenge civilization idea civilization doomed fail life always conquer death end human spirit always prevail forces would subjugate enslave,1
1027,14252,Robert Spencer,"After all, if Satan could put words into Muhammad’s mouth once, and make him think they were revelations from Allah, who is to say that Satan did not use Muhammad as his mouthpiece on other occasions?",Right,0,satan could put words muhammad mouth make think revelations allah say satan use muhammad mouthpiece occasions,1
1028,14253,Robert Spencer,"The Life of Muhammad: A Translation of Ibn Ishaq’s Sirat Rasul Allah, Oxford University Press, 1955. An English translation of the earliest biography of Muhammad",Right,0,life muhammad translation ibn ishaq sirat rasul allah oxford university press 1955 english translation earliest biography muhammad,1
1029,14254,Robert Spencer,"This is not a small matter. It is from Christian Europe, after all, no matter how reluctant the PC establishment is to acknowledge it, that most philosophical and scientific exploration, as well as technological advancement, have sprung. We have already seen one key reason why science developed in the Christian world rather than the Muslim world: Christians believed in a coherent and consistent universe governed by a good God; Muslims believed in a universe governed by a God whose will was so absolute as to preclude coherence and consistency. But the implications of this all-important philosophical difference could not have worked themselves out without freedom. That freedom was not available to Christians or any other non-Muslims who had the misfortune to live under Muslim rule. In fact, any people who came under Muslim rule throughout history were ultimately reduced",Right,0,small matter christian europe matter reluctant pc establishment acknowledge philosophical scientific exploration well technological advancement sprung already seen one key reason science developed christian world rather muslim world christians believed coherent consistent universe governed good god muslims believed universe governed god whose absolute preclude coherence consistency implications important philosophical difference could worked without freedom freedom available christians non muslims misfortune live muslim rule fact people came muslim rule throughout history ultimately reduced,1
1030,14255,Robert Spencer,"Of course, few conquered peoples have ever escaped this fate. The only people who have escaped Muslim dhimmitude have been those who were successful in resisting Islamic jihad: the Christians of Europe and the Hindus of India. Others were not so fortunate.",Right,0,course conquered peoples ever escaped fate people escaped muslim dhimmitude successful resisting islamic jihad christians europe hindus india others fortunate,1
1031,14256,Robert Spencer,"Case study: The Zoroastrians Would it really have been so bad if the Muslims had conquered Europe? After all, the Christians would still have been able to practice their religion. They would just have had to put up with a little discrimination, right? Although a little discrimination is all that most Islamic apologists will acknowledge about dhimmitude, the long-term effects of the dhimma were much more damaging for non-Muslims. Even centuries after the Muslim conquest of Egypt, the Coptic Christians maintained an overwhelming majority there. Yet today the Copts amount to just 10 percent, or less, of the Egyptian population. It’s the same story with every non-Muslim group that has fallen completely under Islamic rule. The Zoroastrians, or Parsis, are followers of the Persian priest and prophet Zoroaster, or Zarathustra (628–551 B.C.). Before the advent of Islam, Zoroastrianism was for a long period the official religion of Persia (modern-day Iran), and was the dominant religion when the Persian Empire spanned from the Aegean Sea to the Indus River. Zoroastrians were commonly found from Persia to China. But after the Muslim conquest of Persia, Zoroastrians were given dhimmi status and subjected to cruel persecutions, which often included forced conversions. Many fled to India to escape Muslim rule, only to fall prey to the warriors of jihad again when the Muslims started to advance into India. The suffering of the Zoroastrians under Islam was strikingly similar to that of Christians and Jews under Islam farther to the West, and it continued well into modern times (even to this very day under the Iranian mullahocracy).",Right,0,case study zoroastrians would really bad muslims conquered europe christians would still able practice religion would put little discrimination right although little discrimination islamic apologists acknowledge dhimmitude long term effects dhimma much damaging non muslims even centuries muslim conquest egypt coptic christians maintained overwhelming majority yet today copts amount 10 percent less egyptian population story every non muslim group fallen completely islamic rule zoroastrians parsis followers persian priest prophet zoroaster zarathustra 628 551 b c advent islam zoroastrianism long period official religion persia modern day iran dominant religion persian empire spanned aegean sea indus river zoroastrians commonly found persia china muslim conquest persia zoroastrians given dhimmi status subjected cruel persecutions often included forced conversions many fled india escape muslim rule fall prey warriors jihad muslims started advance india suffering zoroastrians islam strikingly similar christians jews islam farther west continued well modern times even day iranian mullahocracy,1
1032,14257,Robert Spencer,"What is the effect of being made to live this way over a long period? The answer is in the numbers: After nearly 1,400 years of living as dhimmis and experiencing the true nature of Islamic tolerance, Zoroastrians today make up less than 2 percent of the population of Iran (and even less than that in India, where they fled for refuge). In Afghanistan, where Zoroastrianism also once thrived, Zoroastrians today are virtually nonexistent. This is no surprise: Conversion to Islam was often the only way these persecuted people could have any hope of living a decent life. If the Crusaders had not held off the Muslims, and Islamic jihads had ultimately finished off Christendom, would Christians in Europe have become a tiny minority, like their coreligionists in the Middle East (where Christianity was once the dominant religion) and the Zoroastrians? Would the achievements of European Christian civilization be treated no better than trash, as Islamic societies generally tend to regard the pre-Islamic period of ignorance in their histories?",Right,0,effect made live way long period answer numbers nearly 1 400 years living dhimmis experiencing true nature islamic tolerance zoroastrians today make less 2 percent population iran even less india fled refuge afghanistan zoroastrianism also thrived zoroastrians today virtually nonexistent surprise conversion islam often way persecuted people could hope living decent life crusaders held muslims islamic jihads ultimately finished christendom would christians europe become tiny minority like coreligionists middle east christianity dominant religion zoroastrians would achievements european christian civilization treated better trash islamic societies generally tend regard pre islamic period ignorance histories,1
1033,14258,Robert Spencer,"But the worst came from the Mongol Tamerlane, a dedicated Muslim who conducted furious jihad campaigns against the Nestorians and devastated their cities and churches. It was full-blown war against the Assyrian Christians: Tamerlane offered them conversion to Islam, dhimmitude, or death. By 1400, the vast Nestorian domains were no more; Christianity had almost completely died out in Persia, Central Asia, and China.7 After this, virtually all Nestorians lived as dhimmis under Muslim rule. And like the Zoroastrians, their community dwindled down to a tiny remnant under the relentless weight of this institutionalized injustice. If the Christians in Europe had been subjected to the same fate, it is distinctly possible that the world might never have known the works of Dante Alighieri, or Michelangelo, or Leonardo da Vinci, or Mozart, or Bach. It is likely that there would never have been an El Greco, or a Giotto, or an Olivier Messaien. A community that must expend all its energy just to survive does not easily pursue art and music. The Crusades may have made the full flowering of European civilization possible.",Right,0,worst came mongol tamerlane dedicated muslim conducted furious jihad campaigns nestorians devastated cities churches full blown war assyrian christians tamerlane offered conversion islam dhimmitude death 1400 vast nestorian domains christianity almost completely died persia central asia china 7 virtually nestorians lived dhimmis muslim rule like zoroastrians community dwindled tiny remnant relentless weight institutionalized injustice christians europe subjected fate distinctly possible world might never known works dante alighieri michelangelo leonardo da vinci mozart bach likely would never el greco giotto olivier messaien community must expend energy survive easily pursue art music crusades may made full flowering european civilization possible,1
1034,14259,Robert Spencer,"The whitewash of Kingdom of Heaven Kingdom of Heaven is a classic cowboys-and-Indians story in which the Muslims are noble and heroic and the Christians are venal and violent. The script is heavy on modern-day PC clichés and fantasies of Islamic tolerance; brushing aside dhimmi laws and attitudes (of which Ridley Scott has most likely never heard), it invents a peace-and-tolerance group called the Brotherhood of Muslims, Jews and Christians. But of course, the Christians spoiled everything. A publicist for the film explained, They were working together. It was a strong bond until the Knights Templar caused friction between them. Ah yes, those nasty Christian extremists. Kingdom of Heaven was made for those who believe that all the trouble between the Islamic world and the West has been caused by Western imperialism, racism, and colonialism, and that the glorious paradigm of Islamic tolerance, which was once a beacon to the world, could be reestablished if only the wicked white men of America and Europe would be more tolerant. Ridley Scott and his team arranged advance screenings for groups like the Council on American-Islamic Relations, making sure that sensitive Muslim feelings were not hurt. It is a dream movie for the PC establishment in every way except one: It isn’t true. Professor Jonathan Riley-Smith, author of A Short History of the Crusades and one of the world’s leading historians of the period, called the movie rubbish, explaining that it’s not historically accurate at all as it depicts the Muslims as sophisticated and civilised, and the Crusaders are all brutes and barbarians. It has nothing to do with reality. Oh, and there was never a confraternity of Muslims, Jews and Christians. That is utter nonsense.",Right,0,whitewash kingdom heaven kingdom heaven classic cowboys indians story muslims noble heroic christians venal violent script heavy modern day pc cliches fantasies islamic tolerance brushing aside dhimmi laws attitudes ridley scott likely never heard invents peace tolerance group called brotherhood muslims jews christians course christians spoiled everything publicist film explained working together strong bond knights templar caused friction ah yes nasty christian extremists kingdom heaven made believe trouble islamic world west caused western imperialism racism colonialism glorious paradigm islamic tolerance beacon world could reestablished wicked white men america europe would tolerant ridley scott team arranged advance screenings groups like council american islamic relations making sure sensitive muslim feelings hurt dream movie pc establishment every way except one true professor jonathan riley smith author short history crusades one world leading historians period called movie rubbish explaining historically accurate depicts muslims sophisticated civilised crusaders brutes barbarians nothing reality oh never confraternity muslims jews christians utter nonsense,1
