created_at,handle,mined_at,retweet_count,text,tweet_id
Mon Jan 29 14:14:27 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297116,15,"Noam Chomsky- Concentration of wealth &amp; the Vile Maxim
https://t.co/tBhvPtMvgE https://t.co/FKuC6Ezt5K",957980262243225606
Mon Jan 29 14:14:18 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297119,2,"Noam Chomsky- Concentration of wealth &amp; the Vile Maxim
https://t.co/tBhvPtMvgE",957980225354260480
Mon Jan 29 13:57:14 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297123,11,"Chomsky on US Elections &amp; Advertising
https://t.co/X5wUjOoK1Z https://t.co/qx02RSrgAs",957975929912950784
Mon Jan 29 13:57:04 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297126,3,"Chomsky on US Elections &amp; Advertising
https://t.co/X5wUjOoK1Z",957975887475068929
Mon Jan 29 13:32:14 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297130,7,"#NoamChomsky educates AnCap about #Libertarianism
https://t.co/gB4gpa39Wd",957969636867366912
Mon Jan 29 01:39:07 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297133,55,Technology is basically neutral. It's kind of like a hammer. The hammer doesn't care whether you use it to build... https://t.co/gk9FQuxUR4,957790175022731264
Mon Jan 29 01:38:19 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297136,20,"The Media are corporations so... It's the concentrations of private power which have an enormous, not total... https://t.co/duAByinGFy",957789975013191680
Mon Jan 29 01:37:37 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297140,8,"Technology is usually fairly neutral. It’s like a hammer, which can be used to build a house or to destroy... https://t.co/ae4L8wRkUN",957789799880036353
Sun Jan 28 19:57:58 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297143,12,"The Republitarian Technique - Noam Chomsky
https://t.co/dqXfsaDflu",957704323928117249
Sun Jan 28 19:30:23 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297146,14,"Noam Chomsky Destroys Libertarianism
https://t.co/P38I7YDKcB",957697379842580482
Sun Jan 28 19:16:32 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297150,49,"Noam Chomsky Destroys Neoliberalism In 30Seconds
https://t.co/QSzCFQkCzX",957693894220763136
Sun Jan 28 19:10:59 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297153,2,"Noam Chomsky in new interview - Specials TNU - Uruguay
https://t.co/ixs2v9Fmbs",957692499837022208
Sun Jan 28 19:02:19 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297157,30,"Noam Chomsky - Problems of Knowledge &amp; Freedom
https://t.co/YUpmiGWV0Z https://t.co/fB26hWZQ43",957690319511924736
Sun Jan 28 19:02:11 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297160,6,"Noam Chomsky - Problems of Knowledge &amp; Freedom
https://t.co/YUpmiGWV0Z",957690282451128321
Sun Jan 28 18:43:16 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297163,21,"Noam Chomsky &amp; Chris Hedges significant Interview
https://t.co/dG0GIguPHr https://t.co/Cgj2VW1JQO",957685523732197376
Sun Jan 28 18:43:05 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297167,3,"Noam Chomsky &amp; Chris Hedges significant Interview
https://t.co/dG0GIguPHr",957685477615833089
Sat Jan 27 21:00:45 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297170,4,#NoamChomsky's followers around #theworld #► https://t.co/vWHsxy5UYI https://t.co/QoBV3fAUzX,957357736458584070
Sat Jan 27 20:59:54 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297174,11,"The United States is a special case, and for me, very interesting. It's studied carefully and we know a lot about... https://t.co/fCV5Y3mE2f",957357522876293120
Sat Jan 27 19:56:12 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297177,18,"The neoliberal programs of the last generation have in fact been, and were intended to be, a pretty serious... https://t.co/lJV6bmtLIo",957341488333164551
Sat Jan 27 19:55:35 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297180,64,"We don't use the term 'working class' here because it's a taboo term. You're supposed to say 'middle class,'... https://t.co/6F04Fg6kH0",957341333596901377
Fri Jan 26 19:18:02 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297184,4,https://t.co/ScFWHA428X,956969499579879427
Fri Jan 26 19:17:47 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297187,6,https://t.co/a6Nni6ekeQ,956969435272826880
Fri Jan 26 19:17:33 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297191,2,https://t.co/rQZb5lnEKY,956969375608733696
Fri Jan 26 19:16:35 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297194,9,https://t.co/X4TeMybiUs,956969134335713286
Fri Jan 26 19:16:23 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297197,7,https://t.co/dIKhVfmBT1,956969081659383809
Fri Jan 26 19:16:06 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297201,6,https://t.co/CGGm08oy1f,956969010255597568
Fri Jan 26 19:15:52 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297204,2,https://t.co/cNReAOP0of,956968953796014081
Fri Jan 26 19:15:40 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297208,4,https://t.co/jSiVESSdZv,956968901891493889
Fri Jan 26 19:15:09 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297211,3,https://t.co/utnBKrhN0z,956968770232307712
Fri Jan 26 19:13:36 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297215,20,Noam Chomsky - Normal Imperial Practice https://t.co/6ZwyeGi6Lo,956968383613952001
Thu Jan 25 20:48:57 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297218,34,"In the American Jewish community, there is little willingness to face the fact that the Palestinian Arabs have... https://t.co/J1yPhzyHjG",956629991143432193
Thu Jan 25 18:07:40 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297221,74,"Noam Chomsky, in his book ""Requiem for the American Dream,"" explains the 10 principals by which financial... https://t.co/SarT0miPRl",956589400221241344
Wed Jan 24 03:26:18 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297225,6,#NoamChomsky's followers around #theworld #► https://t.co/vWHsxy5UYI https://t.co/2LFJGqDUKs,956005211000197122
Tue Jan 23 20:34:39 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297228,10,"#NoamChomsky #Quotes About #Activism
https://t.co/cE7Do8GbtI",955901613188755457
Tue Jan 23 19:59:01 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297232,48,We still name our military helicopter gunships after victims of genocide. Nobody bats an eyelash about that:... https://t.co/kFR942vG72,955892647767441408
Tue Jan 23 18:40:15 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297235,29,"Optimism is a strategy for making a better future. Because unless you believe that the future can be better,... https://t.co/5MFviLj9pO",955872827487465472
Tue Jan 23 15:40:07 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297239,71,Anything that you are achieving that undermines and threatens systems of power will meet with oppression.... https://t.co/6jBdjQBA2E,955827492387983360
Tue Jan 23 03:28:06 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297242,357,"You can’t have meaningful political democracy without functioning economic democracy.
Noam Chomsky",955643277209931776
Sat Jan 20 04:27:49 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297245,20,"There's an interesting book by the former Brazilian ambassador Celso Amorim. In 2010, he initiated an effort... https://t.co/N1y3AOequL",954571140177031168
Sat Jan 20 04:27:23 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297249,16,"There's an interesting book about that called The Third Reich and the Ivory Tower, written by Stephen H.... https://t.co/mrsp6H0ssl",954571032454750209
Sat Jan 20 04:25:22 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297252,10,"Every book that comes out, every article that comes out, talks about how - while it may have been a ""mistake"" or... https://t.co/UQKcIcrym3",954570522909724672
Sat Jan 20 01:15:54 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297256,93,Nobody should have any illusions. The United States has essentially a one-party system and the ruling party is... https://t.co/o0XDnzMaHe,954522840845488128
Thu Jan 18 17:57:17 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297259,45,"Noam Chomsky 'Why Did People Vote For Trump'
https://t.co/7CoqnVYCeg",954050072488095745
Thu Jan 18 15:23:43 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297263,25,"Noam Chomsky will speak on March 4th in Oakland, presented by Middle East Children's Alliance - MECA https://t.co/k9BhwblWze",954011428859543554
Thu Jan 18 15:20:21 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297266,24,"While Trump keeps the spotlight on himself, the ""respectable"" Republican establishment chips away at government... https://t.co/ryj2aL3X4u",954010581471768577
Thu Jan 18 15:19:50 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297270,8,"For those who stubbornly seek freedom, there can be no more urgent task than to come to understand the... https://t.co/yjXF3zGPLL",954010450424942592
Wed Jan 17 07:50:49 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297279,23,"Noam Chomsky “Whither Palestine?”
https://t.co/ytywx6C3s4",953535061537763328
Wed Jan 17 03:41:34 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297283,5,#NoamChomsky's followers around #theworld #► https://t.co/vWHsxy5UYI https://t.co/NZv3E3ZxfQ,953472336224833537
Wed Jan 17 01:52:06 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297286,11,#NoamChomsky - The Capacity for Language https://t.co/gHqYxEM0SW,953444788417654784
Wed Jan 17 01:49:11 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297290,1,#NoamChomsky - The Beginning of Modern Science https://t.co/eHbvEkqH5I,953444053412016128
Wed Jan 17 01:36:21 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297293,5,"Noam Chomsky - Language, Morality, and Human Nature https://t.co/kR6RKDcIME",953440823533686784
Wed Jan 17 01:32:44 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297297,1,#NoamChomsky on #JohnDewey https://t.co/2M0R7k9UIn,953439916066619392
Wed Jan 17 01:28:00 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297300,5,Noam Chomsky - Constraint and Creativity https://t.co/IhbXN6PbRx,953438723336675329
Mon Jan 15 01:38:05 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297304,206,"Everybody's worried about stopping terrorism. Well, there's a really easy way: stop participating in it.
Noam Chomsky",952716484123529216
Mon Jan 15 01:36:39 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297307,77,"If the Nuremberg laws were applied, then every post-war American president would have been hanged.
Noam Chomsky",952716124810043392
Mon Jan 15 01:36:12 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297310,16,The police can go to downtown Harlem and pick up a kid with a joint in the streets. But they can't go into the... https://t.co/spOUI1N8er,952716011844898817
Mon Jan 15 01:35:41 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297314,379,"Hypocrites are those who apply to others the standards that they refuse to accept for themselves.
Noam Chomsky",952715883608145920
Sun Jan 14 14:44:56 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297317,19,A Bridge Between the Left and the Right/Freedom in the U.S.| Noam Chomsky https://t.co/ZduEFdxoXL,952552116459134976
Fri Jan 12 05:48:30 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297321,12,https://t.co/p9jjCqmCdD,951692341944963072
Fri Jan 12 05:48:14 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297324,7,https://t.co/QmwkRCl6Dg,951692276501307393
Fri Jan 12 05:48:00 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297327,4,https://t.co/xu24E4PzaP,951692217147711488
Fri Jan 12 05:47:26 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297331,10,https://t.co/ft0kcHZqQe,951692074436517888
Fri Jan 12 05:47:08 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297334,5,https://t.co/py9cfv7q3P,951691996644691968
Fri Jan 12 05:46:55 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297337,5,https://t.co/pXK7JPeNCl,951691941657407489
Fri Jan 12 05:46:10 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297341,8,https://t.co/gU1sBlJIOg,951691754557800448
Fri Jan 12 05:45:38 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297344,13,https://t.co/Z5SmhONSuH,951691618855288832
Fri Jan 12 05:45:23 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297347,9,https://t.co/mTj8cvW3FH,951691555693301760
Fri Jan 12 05:45:08 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297351,2,https://t.co/NHgIcKr5Xb,951691496146849792
Fri Jan 12 05:44:56 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297354,3,https://t.co/hkltv4CGU4,951691442023489538
Fri Jan 12 05:44:15 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297358,0,@democracynow https://t.co/i9U6S51KmU,951691272019902464
Fri Jan 12 05:42:56 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297361,9,https://t.co/i9U6S51KmU,951690940305068032
Fri Jan 12 05:42:21 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297365,47,https://t.co/hGb8VKU1PX,951690794515169280
Fri Jan 12 05:42:01 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297368,2,https://t.co/EqvutkuqfJ,951690711698759680
Fri Jan 12 05:41:22 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297372,1,https://t.co/rouAMUQL78,951690547869245440
Fri Jan 12 05:41:06 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297375,16,https://t.co/Q0ZXqlkqwc,951690480244404224
Fri Jan 12 05:40:18 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297378,1,https://t.co/eopwz0UG2y,951690279534432258
Fri Jan 12 05:40:09 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297381,4,https://t.co/RlmbeS5rrm,951690242041499648
Fri Jan 12 05:38:43 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297385,7,https://t.co/u0ha6BSLbE,951689880651882497
Fri Jan 12 05:38:24 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297388,6,https://t.co/T0Tvxzf0Ej,951689800658145280
Fri Jan 12 05:38:15 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297392,3,https://t.co/3Tsbkw4HW1,951689763152695297
Fri Jan 12 05:37:24 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297395,7,https://t.co/3oZHpEPHqA,951689549276680192
Fri Jan 12 05:37:10 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297398,7,https://t.co/1nG28JZgUR,951689489335967745
Fri Jan 12 05:36:24 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297402,2,https://t.co/UO2LQDO3kn,951689295257063427
Fri Jan 12 05:36:13 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297405,3,https://t.co/th4zp5KiAx,951689248704487425
Fri Jan 12 05:35:57 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297408,2,https://t.co/Tz1myLN5Ir,951689183835381760
Fri Jan 12 05:35:37 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297412,4,https://t.co/u4vtkqx2nr,951689097877303296
Fri Jan 12 05:35:02 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297415,1,https://t.co/6F16BhLQtT,951688953417084928
Fri Jan 12 05:34:49 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297419,2,https://t.co/dMjqoWFVvK,951688897079267328
Fri Jan 12 05:34:07 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297422,4,https://t.co/Vp9qOYYIGM,951688723653066752
Fri Jan 12 05:33:55 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297425,3,https://t.co/AR1hssSCQD,951688672675553280
Fri Jan 12 05:33:17 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297428,10,https://t.co/qUk4MmIBIC,951688511182295046
Fri Jan 12 05:33:01 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297432,4,https://t.co/KtDXiEZivj,951688443343589376
Fri Jan 12 05:32:48 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297435,4,https://t.co/q94ejevzeK,951688392349310977
Fri Jan 12 05:32:35 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297438,3,https://t.co/H9wcHaQix0,951688337768755201
Fri Jan 12 05:32:21 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297442,5,https://t.co/h50gR29Wvi,951688278935330816
Fri Jan 12 05:32:02 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297446,6,https://t.co/mEmDZB0w9i,951688199629352960
Fri Jan 12 05:31:37 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297449,1,https://t.co/WkjYD4pMSY,951688093010100224
Fri Jan 12 05:31:24 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297452,7,https://t.co/84zDD2VklE,951688037234364416
Fri Jan 12 05:31:04 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297456,4,https://t.co/oxdTs9Jzv9,951687952572276736
Fri Jan 12 05:30:38 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297459,7,https://t.co/6RTsjbRYeh,951687845781168128
Fri Jan 12 05:29:45 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297462,3,https://t.co/zVbZknUijT,951687624418381824
Fri Jan 12 05:29:30 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297465,4,https://t.co/fRGgxaMumR,951687561759674368
Fri Jan 12 05:29:12 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297469,2,https://t.co/KLd2Uv0juv,951687486421467136
Fri Jan 12 05:28:44 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297472,2,https://t.co/S8ApLpBr8Z,951687365910777857
Fri Jan 12 03:06:02 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297475,24,#NoamChomsky's followers around #theworld #► https://t.co/vWHsxy5UYI https://t.co/BLX8YWMzpD,951651457455009797
Fri Jan 12 02:59:49 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297478,3,"I mean, it’s true, nobody talks about them, but when you bring it up, the idea that you have to rent yourself to... https://t.co/7j57kVto1f",951649893180952577
Thu Jan 11 18:35:22 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297482,31,"Noam Chomsky 'An Alternative Model of Education, John Dewey, Humboldt'
https://t.co/p9jjCqmCdD",951522940746633217
Thu Jan 11 05:05:06 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297485,196,"Neoliberal democracy. Instead of citizens, it produces consumers. Instead of communities, it produces shopping... https://t.co/7yIWDmgsJW",951319030358474752
Thu Jan 11 05:04:00 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297488,197,"The smart way to keep people passive and obedient is to strictly limit the spectrum of acceptable opinion, but... https://t.co/qklW4fxmne",951318756113952769
Wed Jan 10 11:27:42 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297491,15,https://t.co/QmwkRCl6Dg,951052927577313280
Wed Jan 10 10:26:10 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297494,46,Noam Chomsky Destroys Neoliberalism In 30Seconds https://t.co/iLZfX4DFoD,951037444329213952
Wed Jan 10 10:24:43 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297498,6,"In my experience at least, the large public universities do not fall behind in fostering creativity and... https://t.co/hdsMjicZAO",951037078195855360
Tue Jan 09 20:52:02 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297501,342,"Democratic societies can't force people. Therefore they have to control what they think.
Noam Chomsky",950832559243628546
Tue Jan 09 14:37:57 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297505,98,Hillary Clinton : We created Al-Qaeda / ISIS ... - Video Dailymotion https://t.co/cfZgsFcirG,950738419566678016
Sat Jan 06 21:48:33 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297508,44,#NoamChomsky's followers around #theworld #► https://t.co/vWHsxy5UYI https://t.co/iVpkddovbL,949759617348890624
Wed Jan 03 20:03:46 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297511,31,"Noam Chomsky 'Control of Space, Mars, Stephen Hawking, Space Travel and more'
https://t.co/xu24E4PzaP",948646084804562947
Wed Jan 03 19:41:13 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297515,13,RT @FreeWilllT: Erica Garner was “Unbought and Unbossed” in Push for Justice After Her Father Died in NYPD Chokehold https://t.co/9Mm0Fj4tep,948640410225823744
Wed Jan 03 19:15:19 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297519,12,"Trump’s Vow to Support Iran Opposition Carries “No Credibility” as Demonstrations Enter Sixth Day
https://t.co/py9cfv7q3P",948633892126380032
Wed Jan 03 19:02:21 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297522,79,[the general population dosen't know whats happening and it doesn't even know that it doesn't know ] #NoamChomsky https://t.co/xJj1LXyLRX,948630628098076674
Wed Jan 03 18:35:57 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297525,11,"Noam Chomsky - Violent Revolution
https://t.co/pXK7JPeNCl",948623986035974144
Wed Jan 03 18:19:57 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297529,12,RT @FreeWilllT: How did finance become the realm of the ruling class? Through the rise of the bond market in Renaissance Italy.... https://…,948619960858890240
Wed Jan 03 17:38:43 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297532,25,"Noam Chomsky on 'Fear of The Foreigner' (April, 2017)
https://t.co/Z5SmhONSuH",948609582020091904
Wed Jan 03 17:21:45 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297535,49,"Noam Chomsky -Nuclear War and Environmental Catastrophe (2017)
https://t.co/mTj8cvW3FH",948605312851947520
Wed Jan 03 02:01:27 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297539,4,"@noamchomskyT interview raw footage
https://t.co/NHgIcKr5Xb",948373713514311680
Wed Jan 03 01:53:54 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297542,10,"Norman Finkelstein on Israel and Noam Chomsky
https://t.co/hkltv4CGU4",948371811481341956
Wed Jan 03 01:29:37 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297545,1,https://t.co/rcgiIFZdhP https://t.co/HOCu1dEfTz,948365700157984769
Wed Jan 03 01:29:27 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297548,1,https://t.co/RNgf3sUWBB https://t.co/X361ic5zGW,948365657917329408
Wed Jan 03 01:29:25 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297552,0,https://t.co/rcgiIFZdhP,948365649759408129
Wed Jan 03 01:29:18 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297555,0,https://t.co/8hUsr6KjgQ https://t.co/hR0XgEk7A5,948365621112303617
Wed Jan 03 01:29:15 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297558,1,https://t.co/RNgf3sUWBB,948365607262703616
Wed Jan 03 01:29:06 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297562,1,https://t.co/8hUsr6KjgQ,948365569719447553
Wed Jan 03 01:29:05 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297565,1,https://t.co/A0ukjH2i5I https://t.co/d6hYxzRjxA,948365567907508229
Wed Jan 03 01:28:56 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297568,1,https://t.co/0J1E0ezNyC https://t.co/8GAdW70VHA,948365530133598208
Wed Jan 03 01:28:53 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297572,0,https://t.co/A0ukjH2i5I,948365518028836865
Wed Jan 03 01:28:46 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297575,0,https://t.co/2eUyMfrqYi https://t.co/QIM0MTurub,948365487490109446
Wed Jan 03 01:28:44 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297579,1,https://t.co/0J1E0ezNyC,948365478711451648
Wed Jan 03 01:28:34 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297582,1,https://t.co/2eUyMfrqYi,948365437557006336
Wed Jan 03 01:28:28 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297585,1,https://t.co/iL0pECwgsv https://t.co/Q6XJqykj57,948365412084920323
Wed Jan 03 01:28:16 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297596,0,https://t.co/b1akjBTZEj https://t.co/xa03YHYAFY,948365362499813377
Wed Jan 03 01:28:15 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297599,0,https://t.co/iL0pECwgsv,948365357055709184
Wed Jan 03 01:28:06 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297603,0,https://t.co/b1akjBTZEj,948365317352448000
Wed Jan 03 01:28:04 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297606,0,https://t.co/rWIQzjhIBl https://t.co/rWCmJ2yJ51,948365310503145472
Wed Jan 03 01:27:56 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297610,1,https://t.co/PcbkSutPCS https://t.co/KMf9uuq4u7,948365277657468928
Wed Jan 03 01:27:52 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297613,0,https://t.co/rWIQzjhIBl,948365258577629184
Wed Jan 03 01:27:44 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297616,0,https://t.co/PcbkSutPCS,948365224993869825
Wed Jan 03 01:13:39 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297620,31,#NoamChomsky's followers around #theworld #► https://t.co/vWHsxy5UYI https://t.co/JPuGe1MZEJ,948361680827965441
Wed Jan 03 00:53:49 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297624,11,"#NoamChomsky's followers around #theworld #► https://t.co/vWHsxy5UYI
@noamchomskyT @democracynow @DocumentaryFWP… https://t.co/wXRtV8pGp7",948356690138853376
Mon Jan 01 00:50:46 +0000 2018,Noam Chomsky,2019-05-04 22:38:33.297627,47,"If US wants to study ‘weaponization’ of media, US should study itself – Noam Chomsk
https://t.co/i9U6S51KmU",947631149899272193
Sun Dec 31 23:38:55 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.297630,130,"Noam Chomsky- Democrats are really moderate Republicans
https://t.co/hGb8VKU1PX",947613068196040704
Sun Dec 31 01:00:20 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.297634,6,#NoamChomsky's followers around #theworld #► https://t.co/vWHsxy5UYI https://t.co/zibQSM9l2E,947271167919960066
Sat Dec 30 17:00:05 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.297637,37,"RT @FreeWilllT: President Trump has made 1,628 false or misleading claims over 298 days. https://t.co/FAMz6uUFTi",947150307422851072
Sat Dec 30 15:56:58 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.297640,11,"Donald trump's strangest moments of 2017
https://t.co/rouAMUQL78",947134425611071488
Sat Dec 30 13:49:59 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.297643,144,"Noam Chomsky- If Nuclear War Doesn't Get Us, Climate Change Will
https://t.co/Q0ZXqlkqwc",947102469661904896
Sat Dec 30 13:01:09 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.297647,23,"Noam Chomsky on 'The So-Called Rise of China' (2017)
https://t.co/eopwz0UG2y",947090180778987520
Sat Dec 30 10:11:01 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.297650,16,"Noam Chomsky -Important Interview - Portuguese national TV PNT
https://t.co/RlmbeS5rrm",947047364690415616
